Date,Prediction,Actual,Delta,Comment
2018-06-23,45.0,25.0,20.0,Over-Predicted
2018-06-24,30.0,30.0,0.0,Predicted
2018-06-25,33.0,23.0,10.0,Over-Predicted
2018-06-26,28.0,28.0,0.0,Predicted
2018-06-27,10.0,27.0,-17.0,Under-Predicted
2018-06-28,24.0,24.0,0.0,Predicted
2018-06-29,1.0,20.0,-19.0,Under-Predicted
2018-06-30,22.0,22.0,0.0,Predicted
2018-07-01,28.0,23.0,5.0,Over-Predicted
2018-07-02,0.0,27.0,-27.0,Under-Predicted
2018-07-03,22.0,19.0,3.0,Over-Predicted
2018-07-04,27.0,27.0,0.0,Predicted
2018-07-05,27.0,27.0,0.0,Predicted
2018-07-06,30.0,30.0,0.0,Predicted
2018-07-07,34.0,34.0,0.0,Predicted
2018-07-08,0.0,20.0,-20.0,Under-Predicted
2018-07-09,0.0,27.0,-27.0,Under-Predicted
2018-07-10,0.0,26.0,-26.0,Under-Predicted
2018-07-11,26.0,28.0,-2.0,Under-Predicted
2018-07-12,29.0,29.0,0.0,Predicted
2018-07-13,29.0,29.0,0.0,Predicted
2018-07-14,38.0,34.0,4.0,Over-Predicted
2018-07-15,29.0,29.0,0.0,Predicted
2018-07-16,24.0,24.0,0.0,Predicted
2018-07-17,29.0,29.0,0.0,Predicted
2018-07-18,26.0,33.0,-7.0,Under-Predicted
2018-07-19,37.0,37.0,0.0,Predicted
2018-07-20,32.0,32.0,0.0,Predicted
2018-07-21,29.0,29.0,0.0,Predicted
2018-07-22,30.0,30.0,0.0,Predicted
2018-07-23,51.0,30.0,21.0,Over-Predicted
2018-07-24,31.0,33.0,-2.0,Under-Predicted
2018-07-25,32.0,32.0,0.0,Predicted
2018-07-26,29.0,29.0,0.0,Predicted
2018-07-27,27.0,30.0,-3.0,Under-Predicted
2018-07-28,14.0,30.0,-16.0,Under-Predicted
2018-07-29,34.0,34.0,0.0,Predicted
2018-07-30,45.0,34.0,11.0,Over-Predicted
2018-07-31,22.0,28.0,-6.0,Under-Predicted
2018-08-01,34.0,30.0,4.0,Over-Predicted
2018-08-02,25.0,30.0,-5.0,Under-Predicted
2018-08-03,19.0,23.0,-4.0,Under-Predicted
2018-08-04,37.0,37.0,0.0,Predicted
2018-08-05,32.0,32.0,0.0,Predicted
2018-08-06,31.0,31.0,0.0,Predicted
2018-08-07,34.0,34.0,0.0,Predicted
2018-08-08,11.0,39.0,-28.0,Under-Predicted
2018-08-09,35.0,35.0,0.0,Predicted
2018-08-10,23.0,29.0,-6.0,Under-Predicted
2018-08-11,29.0,29.0,0.0,Predicted
2018-08-12,36.0,33.0,3.0,Over-Predicted
2018-08-13,33.0,33.0,0.0,Predicted
2018-08-14,29.0,29.0,0.0,Predicted
2018-08-15,5.0,35.0,-30.0,Under-Predicted
2018-08-16,32.0,32.0,0.0,Predicted
2018-08-17,33.0,33.0,0.0,Predicted
2018-08-18,30.0,30.0,0.0,Predicted
2018-08-19,41.0,29.0,12.0,Over-Predicted
2018-08-20,24.0,29.0,-5.0,Under-Predicted
2018-08-21,28.0,32.0,-4.0,Under-Predicted
2018-08-22,46.0,30.0,16.0,Over-Predicted
2018-08-23,32.0,32.0,0.0,Predicted
2018-08-24,29.0,29.0,0.0,Predicted
2018-08-25,42.0,25.0,17.0,Over-Predicted
2018-08-26,26.0,26.0,0.0,Predicted
2018-08-27,18.0,30.0,-12.0,Under-Predicted
2018-08-28,34.0,33.0,1.0,Over-Predicted
2018-08-29,0.0,32.0,-32.0,Under-Predicted
2018-08-30,35.0,32.0,3.0,Over-Predicted
2018-08-31,32.0,32.0,0.0,Predicted
2018-09-01,7.0,32.0,-25.0,Under-Predicted
2018-09-02,27.0,30.0,-3.0,Under-Predicted
2018-09-03,39.0,34.0,5.0,Over-Predicted
2018-09-04,15.0,22.0,-7.0,Under-Predicted
2018-09-05,46.0,27.0,19.0,Over-Predicted
2018-09-06,22.0,31.0,-9.0,Under-Predicted
2018-09-07,29.0,29.0,0.0,Predicted
2018-09-08,36.0,36.0,0.0,Predicted
2018-09-09,0.0,29.0,-29.0,Under-Predicted
2018-09-10,33.0,30.0,3.0,Over-Predicted
2018-09-11,29.0,29.0,0.0,Predicted
2018-09-12,24.0,24.0,0.0,Predicted
2018-09-13,21.0,25.0,-4.0,Under-Predicted
2018-09-14,39.0,30.0,9.0,Over-Predicted
2018-09-15,29.0,29.0,0.0,Predicted
2018-09-16,43.0,31.0,12.0,Over-Predicted
2018-09-17,18.0,24.0,-6.0,Under-Predicted
2018-09-18,31.0,31.0,0.0,Predicted
2018-09-19,49.0,30.0,19.0,Over-Predicted
2018-09-20,34.0,29.0,5.0,Over-Predicted
2018-09-21,32.0,31.0,1.0,Over-Predicted
2018-09-22,27.0,27.0,0.0,Predicted
2018-09-23,22.0,29.0,-7.0,Under-Predicted
2018-09-24,32.0,32.0,0.0,Predicted
2018-09-25,33.0,33.0,0.0,Predicted
2018-09-26,27.0,34.0,-7.0,Under-Predicted
2018-09-27,46.0,29.0,17.0,Over-Predicted
2018-09-28,12.0,32.0,-20.0,Under-Predicted
2018-09-29,18.0,24.0,-6.0,Under-Predicted
2018-09-30,33.0,33.0,0.0,Predicted
2018-10-01,7.0,26.0,-19.0,Under-Predicted
2018-10-02,37.0,28.0,9.0,Over-Predicted
2018-10-03,30.0,30.0,0.0,Predicted
2018-10-04,30.0,30.0,0.0,Predicted
2018-10-05,30.0,30.0,0.0,Predicted
2018-10-06,29.0,29.0,0.0,Predicted
2018-10-07,28.0,28.0,0.0,Predicted
2018-10-08,43.0,30.0,13.0,Over-Predicted
2018-10-09,21.0,30.0,-9.0,Under-Predicted
2018-10-10,19.0,24.0,-5.0,Under-Predicted
2018-10-11,26.0,29.0,-3.0,Under-Predicted
2018-10-12,29.0,21.0,8.0,Over-Predicted
2018-10-13,27.0,23.0,4.0,Over-Predicted
2018-10-14,22.0,25.0,-3.0,Under-Predicted
2018-10-15,11.0,25.0,-14.0,Under-Predicted
2018-10-16,29.0,29.0,0.0,Predicted
2018-10-17,29.0,29.0,0.0,Predicted
2018-10-18,44.0,33.0,11.0,Over-Predicted
2018-10-19,26.0,26.0,0.0,Predicted
2018-10-20,23.0,23.0,0.0,Predicted
2018-10-21,26.0,26.0,0.0,Predicted
2018-10-22,4.0,26.0,-22.0,Under-Predicted
2018-10-23,40.0,34.0,6.0,Over-Predicted
2018-10-24,30.0,31.0,-1.0,Under-Predicted
2018-10-25,33.0,29.0,4.0,Over-Predicted
2018-10-26,14.0,29.0,-15.0,Under-Predicted
2018-10-27,27.0,27.0,0.0,Predicted
2018-10-28,33.0,33.0,0.0,Predicted
2018-10-29,32.0,32.0,0.0,Predicted
2018-10-30,31.0,31.0,0.0,Predicted
2018-10-31,39.0,29.0,10.0,Over-Predicted
2018-11-01,31.0,25.0,6.0,Over-Predicted
2018-11-02,25.0,25.0,0.0,Predicted
2018-11-03,30.0,30.0,0.0,Predicted
2018-11-04,28.0,28.0,0.0,Predicted
2018-11-05,21.0,21.0,0.0,Predicted
2018-11-06,10.0,29.0,-19.0,Under-Predicted
2018-11-07,37.0,25.0,12.0,Over-Predicted
2018-11-08,11.0,27.0,-16.0,Under-Predicted
2018-11-09,26.0,24.0,2.0,Over-Predicted
2018-11-10,28.0,28.0,0.0,Predicted
2018-11-11,19.0,19.0,0.0,Predicted
2018-11-12,14.0,23.0,-9.0,Under-Predicted
2018-11-13,23.0,23.0,0.0,Predicted
2018-11-14,24.0,24.0,0.0,Predicted
2018-11-15,24.0,25.0,-1.0,Under-Predicted
2018-11-16,17.0,30.0,-13.0,Under-Predicted
2018-11-17,23.0,31.0,-8.0,Under-Predicted
2018-11-18,6.0,27.0,-21.0,Under-Predicted
2018-11-19,29.0,29.0,0.0,Predicted
2018-11-20,34.0,34.0,0.0,Predicted
2018-11-21,30.0,30.0,0.0,Predicted
2018-11-22,24.0,24.0,0.0,Predicted
2018-11-23,32.0,24.0,8.0,Over-Predicted
2018-11-24,32.0,32.0,0.0,Predicted
2018-11-25,48.0,26.0,22.0,Over-Predicted
2018-11-26,25.0,25.0,0.0,Predicted
2018-11-27,16.0,25.0,-9.0,Under-Predicted
2018-11-28,28.0,28.0,0.0,Predicted
2018-11-29,31.0,31.0,0.0,Predicted
2018-11-30,24.0,24.0,0.0,Predicted
2018-12-01,23.0,23.0,0.0,Predicted
2018-12-02,18.0,24.0,-6.0,Under-Predicted
2018-12-03,25.0,25.0,0.0,Predicted
2018-12-04,35.0,23.0,12.0,Over-Predicted
2018-12-05,23.0,23.0,0.0,Predicted
2018-12-06,30.0,30.0,0.0,Predicted
2018-12-07,16.0,26.0,-10.0,Under-Predicted
2018-12-08,21.0,22.0,-1.0,Under-Predicted
2018-12-09,17.0,22.0,-5.0,Under-Predicted
2018-12-10,41.0,27.0,14.0,Over-Predicted
2018-12-11,28.0,21.0,7.0,Over-Predicted
2018-12-12,0.0,25.0,-25.0,Under-Predicted
2018-12-13,29.0,26.0,3.0,Over-Predicted
2018-12-14,23.0,23.0,0.0,Predicted
2018-12-15,33.0,25.0,8.0,Over-Predicted
2018-12-16,25.0,25.0,0.0,Predicted
2018-12-17,43.0,27.0,16.0,Over-Predicted
2018-12-18,25.0,25.0,0.0,Predicted
2018-12-19,29.0,29.0,0.0,Predicted
2018-12-20,29.0,29.0,0.0,Predicted
2018-12-21,32.0,27.0,5.0,Over-Predicted
2018-12-22,28.0,28.0,0.0,Predicted
2018-12-23,15.0,28.0,-13.0,Under-Predicted
2018-12-24,52.0,37.0,15.0,Over-Predicted
2018-12-25,18.0,28.0,-10.0,Under-Predicted
2018-12-26,34.0,34.0,0.0,Predicted
2018-12-27,25.0,25.0,0.0,Predicted
2018-12-28,37.0,32.0,5.0,Over-Predicted
2018-12-29,25.0,25.0,0.0,Predicted
2018-12-30,28.0,28.0,0.0,Predicted
2018-12-31,35.0,19.0,16.0,Over-Predicted
2019-01-01,13.0,22.0,-9.0,Under-Predicted
2019-01-02,29.0,21.0,8.0,Over-Predicted
2019-01-03,48.0,31.0,17.0,Over-Predicted
2019-01-04,37.0,27.0,10.0,Over-Predicted
2019-01-05,32.0,32.0,0.0,Predicted
2019-01-06,25.0,26.0,-1.0,Under-Predicted
2019-01-07,26.0,26.0,0.0,Predicted
2019-01-08,29.0,29.0,0.0,Predicted
2019-01-09,33.0,24.0,9.0,Over-Predicted
2019-01-10,29.0,21.0,8.0,Over-Predicted
2019-01-11,27.0,27.0,0.0,Predicted
2019-01-12,22.0,24.0,-2.0,Under-Predicted
2019-01-13,17.0,27.0,-10.0,Under-Predicted
2019-01-14,38.0,23.0,15.0,Over-Predicted
2019-01-15,28.0,28.0,0.0,Predicted
2019-01-16,28.0,21.0,7.0,Over-Predicted
2019-01-17,43.0,27.0,16.0,Over-Predicted
2019-01-18,8.0,19.0,-11.0,Under-Predicted
2019-01-19,32.0,27.0,5.0,Over-Predicted
2019-01-20,0.0,23.0,-23.0,Under-Predicted
2019-01-21,27.0,27.0,0.0,Predicted
2019-01-22,36.0,31.0,5.0,Over-Predicted
2019-01-23,11.0,25.0,-14.0,Under-Predicted
2019-01-24,33.0,33.0,0.0,Predicted
2019-01-25,31.0,23.0,8.0,Over-Predicted
2019-01-26,21.0,21.0,0.0,Predicted
2019-01-27,35.0,26.0,9.0,Over-Predicted
2019-01-28,0.0,28.0,-28.0,Under-Predicted
2019-01-29,4.0,35.0,-31.0,Under-Predicted
2019-01-30,9.0,22.0,-13.0,Under-Predicted
2019-01-31,25.0,25.0,0.0,Predicted
2019-02-01,14.0,29.0,-15.0,Under-Predicted
2019-02-02,31.0,31.0,0.0,Predicted
2019-02-03,26.0,26.0,0.0,Predicted
2019-02-04,22.0,22.0,0.0,Predicted
2019-02-05,21.0,22.0,-1.0,Under-Predicted
2019-02-06,5.0,24.0,-19.0,Under-Predicted
2019-02-07,22.0,24.0,-2.0,Under-Predicted
2019-02-08,23.0,23.0,0.0,Predicted
2019-02-09,23.0,23.0,0.0,Predicted
2019-02-10,14.0,24.0,-10.0,Under-Predicted
2019-02-11,0.0,27.0,-27.0,Under-Predicted
2019-02-12,25.0,25.0,0.0,Predicted
2019-02-13,26.0,26.0,0.0,Predicted
2019-02-14,31.0,31.0,0.0,Predicted
2019-02-15,36.0,31.0,5.0,Over-Predicted
2019-02-16,25.0,25.0,0.0,Predicted
2019-02-17,25.0,29.0,-4.0,Under-Predicted
2019-02-18,27.0,37.0,-10.0,Under-Predicted
2019-02-19,14.0,24.0,-10.0,Under-Predicted
2019-02-20,21.0,25.0,-4.0,Under-Predicted
2019-02-21,23.0,23.0,0.0,Predicted
2019-02-22,38.0,24.0,14.0,Over-Predicted
2019-02-23,19.0,25.0,-6.0,Under-Predicted
2019-02-24,38.0,25.0,13.0,Over-Predicted
2019-02-25,28.0,28.0,0.0,Predicted
2019-02-26,30.0,23.0,7.0,Over-Predicted
2019-02-27,16.0,25.0,-9.0,Under-Predicted
2019-02-28,26.0,26.0,0.0,Predicted
2019-03-01,28.0,28.0,0.0,Predicted
2019-03-02,35.0,26.0,9.0,Over-Predicted
2019-03-03,9.0,26.0,-17.0,Under-Predicted
2019-03-04,29.0,26.0,3.0,Over-Predicted
2019-03-05,25.0,25.0,0.0,Predicted
2019-03-06,13.0,26.0,-13.0,Under-Predicted
2019-03-07,40.0,25.0,15.0,Over-Predicted
2019-03-08,0.0,26.0,-26.0,Under-Predicted
2019-03-09,25.0,30.0,-5.0,Under-Predicted
2019-03-10,31.0,31.0,0.0,Predicted
2019-03-11,19.0,29.0,-10.0,Under-Predicted
2019-03-12,25.0,29.0,-4.0,Under-Predicted
2019-03-13,26.0,27.0,-1.0,Under-Predicted
2019-03-14,19.0,19.0,0.0,Predicted
2019-03-15,36.0,31.0,5.0,Over-Predicted
2019-03-16,23.0,27.0,-4.0,Under-Predicted
2019-03-17,31.0,31.0,0.0,Predicted
2019-03-18,29.0,29.0,0.0,Predicted
2019-03-19,49.0,30.0,19.0,Over-Predicted
2019-03-20,30.0,32.0,-2.0,Under-Predicted
2019-03-21,32.0,32.0,0.0,Predicted
2019-03-22,27.0,27.0,0.0,Predicted
2019-03-23,44.0,33.0,11.0,Over-Predicted
2019-03-24,28.0,28.0,0.0,Predicted
2019-03-25,18.0,28.0,-10.0,Under-Predicted
2019-03-26,0.0,27.0,-27.0,Under-Predicted
2019-03-27,23.0,23.0,0.0,Predicted
2019-03-28,34.0,34.0,0.0,Predicted
2019-03-29,26.0,26.0,0.0,Predicted
2019-03-30,34.0,34.0,0.0,Predicted
2019-03-31,31.0,30.0,1.0,Over-Predicted
2019-04-01,41.0,31.0,10.0,Over-Predicted
2019-04-02,42.0,23.0,19.0,Over-Predicted
2019-04-03,1.0,31.0,-30.0,Under-Predicted
2019-04-04,23.0,23.0,0.0,Predicted
2019-04-05,19.0,25.0,-6.0,Under-Predicted
2019-04-06,24.0,24.0,0.0,Predicted
2019-04-07,21.0,21.0,0.0,Predicted
2019-04-08,39.0,24.0,15.0,Over-Predicted
2019-04-09,32.0,26.0,6.0,Over-Predicted
2019-04-10,24.0,24.0,0.0,Predicted
2019-04-11,31.0,31.0,0.0,Predicted
2019-04-12,27.0,27.0,0.0,Predicted
2019-04-13,33.0,33.0,0.0,Predicted
2019-04-14,24.0,24.0,0.0,Predicted
2019-04-15,8.0,24.0,-16.0,Under-Predicted
2019-04-16,37.0,26.0,11.0,Over-Predicted
2019-04-17,25.0,25.0,0.0,Predicted
2019-04-18,26.0,26.0,0.0,Predicted
2019-04-19,12.0,30.0,-18.0,Under-Predicted
2019-04-20,34.0,34.0,0.0,Predicted
2019-04-21,20.0,20.0,0.0,Predicted
2019-04-22,16.0,18.0,-2.0,Under-Predicted
2019-04-23,29.0,29.0,0.0,Predicted
2019-04-24,13.0,30.0,-17.0,Under-Predicted
2019-04-25,31.0,31.0,0.0,Predicted
2019-04-26,17.0,30.0,-13.0,Under-Predicted
2019-04-27,23.0,27.0,-4.0,Under-Predicted
2019-04-28,28.0,25.0,3.0,Over-Predicted
2019-04-29,27.0,28.0,-1.0,Under-Predicted
2019-04-30,18.0,26.0,-8.0,Under-Predicted
2019-05-01,31.0,31.0,0.0,Predicted
2019-05-02,21.0,32.0,-11.0,Under-Predicted
2019-05-03,32.0,32.0,0.0,Predicted
2019-05-04,30.0,30.0,0.0,Predicted
2019-05-05,41.0,29.0,12.0,Over-Predicted
2019-05-06,23.0,23.0,0.0,Predicted
2019-05-07,23.0,23.0,0.0,Predicted
2019-05-08,29.0,29.0,0.0,Predicted
2019-05-09,26.0,26.0,0.0,Predicted
2019-05-10,22.0,22.0,0.0,Predicted
2019-05-11,38.0,34.0,4.0,Over-Predicted
2019-05-12,27.0,27.0,0.0,Predicted
2019-05-13,31.0,31.0,0.0,Predicted
2019-05-14,5.0,25.0,-20.0,Under-Predicted
2019-05-15,38.0,29.0,9.0,Over-Predicted
2019-05-16,37.0,29.0,8.0,Over-Predicted
2019-05-17,37.0,29.0,8.0,Over-Predicted
2019-05-18,33.0,33.0,0.0,Predicted
2019-05-19,7.0,29.0,-22.0,Under-Predicted
2019-05-20,15.0,29.0,-14.0,Under-Predicted
2019-05-21,0.0,27.0,-27.0,Under-Predicted
2019-05-22,15.0,28.0,-13.0,Under-Predicted
2019-05-23,15.0,33.0,-18.0,Under-Predicted
2019-05-24,29.0,28.0,1.0,Over-Predicted
2019-05-25,25.0,25.0,0.0,Predicted
2019-05-26,39.0,31.0,8.0,Over-Predicted
2019-05-27,26.0,26.0,0.0,Predicted
2019-05-28,26.0,26.0,0.0,Predicted
2019-05-29,26.0,26.0,0.0,Predicted
2019-05-30,22.0,27.0,-5.0,Under-Predicted
2019-05-31,29.0,28.0,1.0,Over-Predicted
2019-06-01,28.0,28.0,0.0,Predicted
2019-06-02,29.0,29.0,0.0,Predicted
2019-06-03,25.0,19.0,6.0,Over-Predicted
2019-06-04,25.0,25.0,0.0,Predicted
2019-06-05,31.0,31.0,0.0,Predicted
2019-06-06,23.0,25.0,-2.0,Under-Predicted
2019-06-07,25.0,25.0,0.0,Predicted
2019-06-08,7.0,24.0,-17.0,Under-Predicted
2019-06-09,50.0,27.0,23.0,Over-Predicted
2019-06-10,23.0,23.0,0.0,Predicted
2019-06-11,28.0,28.0,0.0,Predicted
2019-06-12,29.0,29.0,0.0,Predicted
2019-06-13,32.0,21.0,11.0,Over-Predicted
2019-06-14,22.0,22.0,0.0,Predicted
2019-06-15,17.0,21.0,-4.0,Under-Predicted
2019-06-16,0.0,30.0,-30.0,Under-Predicted
2019-06-17,25.0,25.0,0.0,Predicted
2019-06-18,23.0,23.0,0.0,Predicted
2019-06-19,25.0,27.0,-2.0,Under-Predicted
2019-06-20,21.0,21.0,0.0,Predicted
2019-06-21,32.0,26.0,6.0,Over-Predicted
2019-06-22,27.0,27.0,0.0,Predicted
2019-06-23,13.0,22.0,-9.0,Under-Predicted
2019-06-24,21.0,21.0,0.0,Predicted
2019-06-25,29.0,24.0,5.0,Over-Predicted
2019-06-26,25.0,31.0,-6.0,Under-Predicted
2019-06-27,30.0,30.0,0.0,Predicted
2019-06-28,34.0,34.0,0.0,Predicted
2019-06-29,25.0,25.0,0.0,Predicted
2019-06-30,22.0,31.0,-9.0,Under-Predicted
2019-07-01,24.0,20.0,4.0,Over-Predicted
2019-07-02,39.0,27.0,12.0,Over-Predicted
2019-07-03,31.0,31.0,0.0,Predicted
2019-07-04,14.0,26.0,-12.0,Under-Predicted
2019-07-05,38.0,30.0,8.0,Over-Predicted
2019-07-06,0.0,26.0,-26.0,Under-Predicted
2019-07-07,24.0,24.0,0.0,Predicted
2019-07-08,36.0,29.0,7.0,Over-Predicted
2019-07-09,25.0,25.0,0.0,Predicted
2019-07-10,9.0,26.0,-17.0,Under-Predicted
2019-07-11,21.0,21.0,0.0,Predicted
2019-07-12,0.0,27.0,-27.0,Under-Predicted
2019-07-13,23.0,25.0,-2.0,Under-Predicted
2019-07-14,26.0,26.0,0.0,Predicted
2019-07-15,57.0,30.0,27.0,Over-Predicted
2019-07-16,23.0,28.0,-5.0,Under-Predicted
2019-07-17,30.0,30.0,0.0,Predicted
2019-07-18,35.0,29.0,6.0,Over-Predicted
2019-07-19,30.0,30.0,0.0,Predicted
2019-07-20,28.0,25.0,3.0,Over-Predicted
2019-07-21,24.0,24.0,0.0,Predicted
2019-07-22,27.0,24.0,3.0,Over-Predicted
2019-07-23,28.0,28.0,0.0,Predicted
2019-07-24,24.0,24.0,0.0,Predicted
2019-07-25,0.0,25.0,-25.0,Under-Predicted
2019-07-26,26.0,26.0,0.0,Predicted
2019-07-27,9.0,27.0,-18.0,Under-Predicted
2019-07-28,27.0,29.0,-2.0,Under-Predicted
2019-07-29,0.0,22.0,-22.0,Under-Predicted
2019-07-30,25.0,25.0,0.0,Predicted
2019-07-31,34.0,34.0,0.0,Predicted
2019-08-01,28.0,28.0,0.0,Predicted
2019-08-02,24.0,33.0,-9.0,Under-Predicted
2019-08-03,19.0,29.0,-10.0,Under-Predicted
2019-08-04,31.0,31.0,0.0,Predicted
2019-08-05,29.0,28.0,1.0,Over-Predicted
2019-08-06,26.0,26.0,0.0,Predicted
2019-08-07,34.0,34.0,0.0,Predicted
2019-08-08,37.0,32.0,5.0,Over-Predicted
2019-08-09,0.0,33.0,-33.0,Under-Predicted
2019-08-10,25.0,25.0,0.0,Predicted
2019-08-11,33.0,33.0,0.0,Predicted
2019-08-12,3.0,28.0,-25.0,Under-Predicted
2019-08-13,3.0,31.0,-28.0,Under-Predicted
2019-08-14,24.0,24.0,0.0,Predicted
2019-08-15,25.0,25.0,0.0,Predicted
2019-08-16,27.0,26.0,1.0,Over-Predicted
2019-08-17,31.0,31.0,0.0,Predicted
2019-08-18,49.0,32.0,17.0,Over-Predicted
2019-08-19,35.0,30.0,5.0,Over-Predicted
2019-08-20,23.0,28.0,-5.0,Under-Predicted
2019-08-21,40.0,28.0,12.0,Over-Predicted
2019-08-22,28.0,34.0,-6.0,Under-Predicted
2019-08-23,27.0,27.0,0.0,Predicted
2019-08-24,25.0,24.0,1.0,Over-Predicted
2019-08-25,35.0,30.0,5.0,Over-Predicted
2019-08-26,33.0,33.0,0.0,Predicted
2019-08-27,29.0,33.0,-4.0,Under-Predicted
2019-08-28,38.0,41.0,-3.0,Under-Predicted
2019-08-29,29.0,29.0,0.0,Predicted
2019-08-30,14.0,35.0,-21.0,Under-Predicted
2019-08-31,16.0,29.0,-13.0,Under-Predicted
2019-09-01,30.0,30.0,0.0,Predicted
2019-09-02,45.0,34.0,11.0,Over-Predicted
2019-09-03,42.0,33.0,9.0,Over-Predicted
2019-09-04,33.0,36.0,-3.0,Under-Predicted
2019-09-05,29.0,29.0,0.0,Predicted
2019-09-06,36.0,30.0,6.0,Over-Predicted
2019-09-07,37.0,31.0,6.0,Over-Predicted
2019-09-08,34.0,29.0,5.0,Over-Predicted
2019-09-09,29.0,29.0,0.0,Predicted
2019-09-10,31.0,31.0,0.0,Predicted
2019-09-11,25.0,33.0,-8.0,Under-Predicted
2019-09-12,29.0,29.0,0.0,Predicted
2019-09-13,11.0,29.0,-18.0,Under-Predicted
2019-09-14,36.0,36.0,0.0,Predicted
2019-09-15,31.0,32.0,-1.0,Under-Predicted
2019-09-16,32.0,32.0,0.0,Predicted
2019-09-17,23.0,30.0,-7.0,Under-Predicted
2019-09-18,22.0,24.0,-2.0,Under-Predicted
2019-09-19,24.0,31.0,-7.0,Under-Predicted
2019-09-20,36.0,36.0,0.0,Predicted
2019-09-21,31.0,32.0,-1.0,Under-Predicted
2019-09-22,33.0,32.0,1.0,Over-Predicted
2019-09-23,48.0,31.0,17.0,Over-Predicted
2019-09-24,30.0,30.0,0.0,Predicted
2019-09-25,35.0,30.0,5.0,Over-Predicted
2019-09-26,29.0,31.0,-2.0,Under-Predicted
2019-09-27,26.0,32.0,-6.0,Under-Predicted
2019-09-28,35.0,29.0,6.0,Over-Predicted
2019-09-29,33.0,33.0,0.0,Predicted
2019-09-30,28.0,28.0,0.0,Predicted
2019-10-01,6.0,34.0,-28.0,Under-Predicted
2019-10-02,41.0,31.0,10.0,Over-Predicted
2019-10-03,39.0,32.0,7.0,Over-Predicted
2019-10-04,37.0,33.0,4.0,Over-Predicted
2019-10-05,28.0,28.0,0.0,Predicted
2019-10-06,34.0,28.0,6.0,Over-Predicted
2019-10-07,29.0,29.0,0.0,Predicted
2019-10-08,0.0,30.0,-30.0,Under-Predicted
2019-10-09,31.0,31.0,0.0,Predicted
2019-10-10,61.0,32.0,29.0,Over-Predicted
2019-10-11,25.0,29.0,-4.0,Under-Predicted
2019-10-12,39.0,26.0,13.0,Over-Predicted
2019-10-13,22.0,22.0,0.0,Predicted
2019-10-14,25.0,31.0,-6.0,Under-Predicted
2019-10-15,43.0,27.0,16.0,Over-Predicted
2019-10-16,37.0,32.0,5.0,Over-Predicted
2019-10-17,29.0,29.0,0.0,Predicted
2019-10-18,43.0,26.0,17.0,Over-Predicted
2019-10-19,28.0,28.0,0.0,Predicted
2019-10-20,31.0,31.0,0.0,Predicted
2019-10-21,0.0,35.0,-35.0,Under-Predicted
2019-10-22,10.0,31.0,-21.0,Under-Predicted
2019-10-23,32.0,24.0,8.0,Over-Predicted
2019-10-24,30.0,30.0,0.0,Predicted
2019-10-25,47.0,31.0,16.0,Over-Predicted
2019-10-26,33.0,26.0,7.0,Over-Predicted
2019-10-27,54.0,33.0,21.0,Over-Predicted
2019-10-28,1.0,27.0,-26.0,Under-Predicted
2019-10-29,35.0,27.0,8.0,Over-Predicted
2019-10-30,48.0,31.0,17.0,Over-Predicted
2019-10-31,26.0,26.0,0.0,Predicted
2019-11-01,53.0,36.0,17.0,Over-Predicted
2019-11-02,21.0,27.0,-6.0,Under-Predicted
2019-11-03,26.0,30.0,-4.0,Under-Predicted
2019-11-04,8.0,25.0,-17.0,Under-Predicted
2019-11-05,29.0,33.0,-4.0,Under-Predicted
2019-11-06,9.0,21.0,-12.0,Under-Predicted
2019-11-07,34.0,29.0,5.0,Over-Predicted
2019-11-08,15.0,32.0,-17.0,Under-Predicted
2019-11-09,23.0,23.0,0.0,Predicted
2019-11-10,29.0,29.0,0.0,Predicted
2019-11-11,31.0,31.0,0.0,Predicted
2019-11-12,29.0,25.0,4.0,Over-Predicted
2019-11-13,41.0,30.0,11.0,Over-Predicted
2019-11-14,34.0,34.0,0.0,Predicted
2019-11-15,37.0,30.0,7.0,Over-Predicted
2019-11-16,24.0,24.0,0.0,Predicted
2019-11-17,33.0,33.0,0.0,Predicted
2019-11-18,32.0,21.0,11.0,Over-Predicted
2019-11-19,38.0,29.0,9.0,Over-Predicted
2019-11-20,21.0,21.0,0.0,Predicted
2019-11-21,9.0,24.0,-15.0,Under-Predicted
2019-11-22,28.0,28.0,0.0,Predicted
2019-11-23,30.0,26.0,4.0,Over-Predicted
2019-11-24,21.0,22.0,-1.0,Under-Predicted
2019-11-25,22.0,22.0,0.0,Predicted
2019-11-26,19.0,25.0,-6.0,Under-Predicted
2019-11-27,28.0,27.0,1.0,Over-Predicted
2019-11-28,27.0,27.0,0.0,Predicted
2019-11-29,22.0,22.0,0.0,Predicted
2019-11-30,27.0,27.0,0.0,Predicted
2019-12-01,20.0,26.0,-6.0,Under-Predicted
2019-12-02,21.0,23.0,-2.0,Under-Predicted
2019-12-03,24.0,24.0,0.0,Predicted
2019-12-04,25.0,25.0,0.0,Predicted
2019-12-05,28.0,33.0,-5.0,Under-Predicted
2019-12-06,22.0,24.0,-2.0,Under-Predicted
2019-12-07,47.0,30.0,17.0,Over-Predicted
2019-12-08,42.0,25.0,17.0,Over-Predicted
2019-12-09,21.0,21.0,0.0,Predicted
2019-12-10,16.0,16.0,0.0,Predicted
2019-12-11,31.0,25.0,6.0,Over-Predicted
