Date,Prediction,Actual,Delta,Comment
2018-06-21,15.0,15.0,0.0,Predicted
2018-06-22,14.0,21.0,-7.0,Under-Predicted
2018-06-23,38.0,27.0,11.0,Over-Predicted
2018-06-24,19.0,19.0,0.0,Predicted
2018-06-25,31.0,33.0,-2.0,Under-Predicted
2018-06-26,26.0,18.0,8.0,Over-Predicted
2018-06-27,24.0,41.0,-17.0,Under-Predicted
2018-06-28,48.0,55.0,-7.0,Under-Predicted
2018-06-29,38.0,38.0,0.0,Predicted
2018-06-30,16.0,16.0,0.0,Predicted
2018-07-01,23.0,23.0,0.0,Predicted
2018-07-02,24.0,23.0,1.0,Over-Predicted
2018-07-03,31.0,31.0,0.0,Predicted
2018-07-04,18.0,19.0,-1.0,Under-Predicted
2018-07-05,0.0,4.0,-4.0,Under-Predicted
2018-07-06,23.0,23.0,0.0,Predicted
2018-07-07,7.0,15.0,-8.0,Under-Predicted
2018-07-08,4.0,4.0,0.0,Predicted
2018-07-09,19.0,39.0,-20.0,Under-Predicted
2018-07-10,36.0,36.0,0.0,Predicted
2018-07-11,41.0,30.0,11.0,Over-Predicted
2018-07-12,36.0,29.0,7.0,Over-Predicted
2018-07-13,12.0,12.0,0.0,Predicted
2018-07-14,7.0,24.0,-17.0,Under-Predicted
2018-07-15,13.0,13.0,0.0,Predicted
2018-07-16,33.0,33.0,0.0,Predicted
2018-07-17,42.0,32.0,10.0,Over-Predicted
2018-07-18,30.0,30.0,0.0,Predicted
2018-07-19,14.0,14.0,0.0,Predicted
2018-07-20,30.0,25.0,5.0,Over-Predicted
2018-07-21,38.0,38.0,0.0,Predicted
2018-07-22,22.0,18.0,4.0,Over-Predicted
2018-07-23,28.0,30.0,-2.0,Under-Predicted
2018-07-24,25.0,25.0,0.0,Predicted
2018-07-25,37.0,31.0,6.0,Over-Predicted
2018-07-26,42.0,20.0,22.0,Over-Predicted
2018-07-27,26.0,26.0,0.0,Predicted
2018-07-28,26.0,26.0,0.0,Predicted
2018-07-29,20.0,20.0,0.0,Predicted
2018-07-30,29.0,17.0,12.0,Over-Predicted
2018-07-31,18.0,36.0,-18.0,Under-Predicted
2018-08-01,25.0,16.0,9.0,Over-Predicted
2018-08-02,22.0,22.0,0.0,Predicted
2018-08-03,33.0,29.0,4.0,Over-Predicted
2018-08-04,31.0,28.0,3.0,Over-Predicted
2018-08-05,6.0,9.0,-3.0,Under-Predicted
2018-08-06,7.0,11.0,-4.0,Under-Predicted
2018-08-07,0.0,2.0,-2.0,Under-Predicted
2018-08-08,50.0,37.0,13.0,Over-Predicted
2018-08-09,27.0,27.0,0.0,Predicted
2018-08-10,36.0,36.0,0.0,Predicted
2018-08-11,26.0,23.0,3.0,Over-Predicted
2018-08-12,36.0,27.0,9.0,Over-Predicted
2018-08-13,58.0,58.0,0.0,Predicted
2018-08-14,30.0,30.0,0.0,Predicted
2018-08-15,26.0,13.0,13.0,Over-Predicted
2018-08-16,38.0,38.0,0.0,Predicted
2018-08-17,39.0,33.0,6.0,Over-Predicted
2018-08-18,14.0,18.0,-4.0,Under-Predicted
2018-08-19,15.0,15.0,0.0,Predicted
2018-08-20,36.0,31.0,5.0,Over-Predicted
2018-08-21,44.0,39.0,5.0,Over-Predicted
2018-08-22,22.0,22.0,0.0,Predicted
2018-08-23,18.0,19.0,-1.0,Under-Predicted
2018-08-24,34.0,25.0,9.0,Over-Predicted
2018-08-25,27.0,27.0,0.0,Predicted
2018-08-26,21.0,21.0,0.0,Predicted
2018-08-27,35.0,32.0,3.0,Over-Predicted
2018-08-28,22.0,22.0,0.0,Predicted
2018-08-29,34.0,25.0,9.0,Over-Predicted
2018-08-30,19.0,19.0,0.0,Predicted
2018-08-31,29.0,29.0,0.0,Predicted
2018-09-01,18.0,18.0,0.0,Predicted
2018-09-02,19.0,17.0,2.0,Over-Predicted
2018-09-03,12.0,12.0,0.0,Predicted
2018-09-04,36.0,36.0,0.0,Predicted
2018-09-05,22.0,22.0,0.0,Predicted
2018-09-06,23.0,19.0,4.0,Over-Predicted
2018-09-07,21.0,34.0,-13.0,Under-Predicted
2018-09-08,20.0,23.0,-3.0,Under-Predicted
2018-09-09,27.0,18.0,9.0,Over-Predicted
2018-09-10,36.0,36.0,0.0,Predicted
2018-09-11,15.0,15.0,0.0,Predicted
2018-09-12,24.0,24.0,0.0,Predicted
2018-09-13,41.0,31.0,10.0,Over-Predicted
2018-09-14,29.0,28.0,1.0,Over-Predicted
2018-09-15,31.0,31.0,0.0,Predicted
2018-09-16,46.0,46.0,0.0,Predicted
2018-09-17,21.0,21.0,0.0,Predicted
2018-09-18,34.0,34.0,0.0,Predicted
2018-09-19,9.0,18.0,-9.0,Under-Predicted
2018-09-20,45.0,34.0,11.0,Over-Predicted
2018-09-21,25.0,25.0,0.0,Predicted
2018-09-22,16.0,22.0,-6.0,Under-Predicted
2018-09-23,29.0,29.0,0.0,Predicted
2018-09-24,34.0,37.0,-3.0,Under-Predicted
2018-09-25,16.0,16.0,0.0,Predicted
2018-09-26,30.0,32.0,-2.0,Under-Predicted
2018-09-27,9.0,9.0,0.0,Predicted
2018-09-28,33.0,33.0,0.0,Predicted
2018-09-29,37.0,34.0,3.0,Over-Predicted
2018-09-30,34.0,30.0,4.0,Over-Predicted
2018-10-01,34.0,40.0,-6.0,Under-Predicted
2018-10-02,36.0,36.0,0.0,Predicted
2018-10-03,21.0,9.0,12.0,Over-Predicted
2018-10-04,29.0,29.0,0.0,Predicted
2018-10-05,31.0,31.0,0.0,Predicted
2018-10-06,23.0,23.0,0.0,Predicted
2018-10-07,25.0,25.0,0.0,Predicted
2018-10-08,31.0,29.0,2.0,Over-Predicted
2018-10-09,18.0,30.0,-12.0,Under-Predicted
2018-10-10,25.0,25.0,0.0,Predicted
2018-10-11,16.0,16.0,0.0,Predicted
2018-10-12,36.0,35.0,1.0,Over-Predicted
2018-10-13,41.0,36.0,5.0,Over-Predicted
2018-10-14,9.0,20.0,-11.0,Under-Predicted
2018-10-15,16.0,27.0,-11.0,Under-Predicted
2018-10-16,1.0,26.0,-25.0,Under-Predicted
2018-10-17,15.0,34.0,-19.0,Under-Predicted
2018-10-18,34.0,34.0,0.0,Predicted
2018-10-19,11.0,11.0,0.0,Predicted
2018-10-20,45.0,45.0,0.0,Predicted
2018-10-21,46.0,44.0,2.0,Over-Predicted
2018-10-22,30.0,30.0,0.0,Predicted
2018-10-23,30.0,21.0,9.0,Over-Predicted
2018-10-24,45.0,45.0,0.0,Predicted
2018-10-25,24.0,17.0,7.0,Over-Predicted
2018-10-26,35.0,35.0,0.0,Predicted
2018-10-27,10.0,10.0,0.0,Predicted
2018-10-28,27.0,23.0,4.0,Over-Predicted
2018-10-29,19.0,21.0,-2.0,Under-Predicted
2018-10-30,15.0,15.0,0.0,Predicted
2018-10-31,43.0,43.0,0.0,Predicted
2018-11-01,37.0,30.0,7.0,Over-Predicted
2018-11-02,21.0,21.0,0.0,Predicted
2018-11-03,21.0,21.0,0.0,Predicted
2018-11-04,24.0,19.0,5.0,Over-Predicted
2018-11-05,27.0,27.0,0.0,Predicted
2018-11-06,33.0,30.0,3.0,Over-Predicted
2018-11-07,16.0,16.0,0.0,Predicted
2018-11-08,22.0,23.0,-1.0,Under-Predicted
2018-11-09,15.0,15.0,0.0,Predicted
2018-11-10,45.0,26.0,19.0,Over-Predicted
2018-11-11,48.0,48.0,0.0,Predicted
2018-11-12,41.0,32.0,9.0,Over-Predicted
2018-11-13,28.0,28.0,0.0,Predicted
2018-11-14,17.0,21.0,-4.0,Under-Predicted
2018-11-15,26.0,26.0,0.0,Predicted
2018-11-16,41.0,36.0,5.0,Over-Predicted
2018-11-17,12.0,20.0,-8.0,Under-Predicted
2018-11-18,13.0,13.0,0.0,Predicted
2018-11-19,33.0,25.0,8.0,Over-Predicted
2018-11-20,11.0,18.0,-7.0,Under-Predicted
2018-11-21,43.0,43.0,0.0,Predicted
2018-11-22,39.0,39.0,0.0,Predicted
2018-11-23,29.0,42.0,-13.0,Under-Predicted
2018-11-24,0.0,26.0,-26.0,Under-Predicted
2018-11-25,22.0,37.0,-15.0,Under-Predicted
2018-11-26,47.0,47.0,0.0,Predicted
2018-11-27,15.0,22.0,-7.0,Under-Predicted
2018-11-28,21.0,18.0,3.0,Over-Predicted
2018-11-29,23.0,23.0,0.0,Predicted
2018-11-30,45.0,45.0,0.0,Predicted
2018-12-01,25.0,26.0,-1.0,Under-Predicted
2018-12-02,33.0,33.0,0.0,Predicted
2018-12-03,46.0,29.0,17.0,Over-Predicted
2018-12-04,20.0,20.0,0.0,Predicted
2018-12-05,24.0,19.0,5.0,Over-Predicted
2018-12-06,20.0,33.0,-13.0,Under-Predicted
2018-12-07,4.0,10.0,-6.0,Under-Predicted
2018-12-08,13.0,13.0,0.0,Predicted
2018-12-09,9.0,5.0,4.0,Over-Predicted
2018-12-10,22.0,29.0,-7.0,Under-Predicted
2018-12-11,34.0,27.0,7.0,Over-Predicted
2018-12-12,24.0,24.0,0.0,Predicted
2018-12-13,8.0,30.0,-22.0,Under-Predicted
2018-12-14,38.0,23.0,15.0,Over-Predicted
2018-12-15,33.0,33.0,0.0,Predicted
2018-12-16,39.0,34.0,5.0,Over-Predicted
2018-12-17,24.0,24.0,0.0,Predicted
2018-12-18,0.0,0.0,0.0,Predicted
2018-12-19,22.0,35.0,-13.0,Under-Predicted
2018-12-20,19.0,15.0,4.0,Over-Predicted
2018-12-21,25.0,25.0,0.0,Predicted
2018-12-22,40.0,26.0,14.0,Over-Predicted
2018-12-23,20.0,20.0,0.0,Predicted
2018-12-24,10.0,18.0,-8.0,Under-Predicted
2018-12-25,25.0,25.0,0.0,Predicted
2018-12-26,26.0,21.0,5.0,Over-Predicted
2018-12-27,21.0,21.0,0.0,Predicted
2018-12-28,22.0,22.0,0.0,Predicted
2018-12-29,15.0,16.0,-1.0,Under-Predicted
2018-12-30,41.0,20.0,21.0,Over-Predicted
2018-12-31,33.0,28.0,5.0,Over-Predicted
2019-01-01,25.0,25.0,0.0,Predicted
2019-01-02,34.0,36.0,-2.0,Under-Predicted
2019-01-03,44.0,34.0,10.0,Over-Predicted
2019-01-04,0.0,0.0,0.0,Predicted
2019-01-05,14.0,14.0,0.0,Predicted
2019-01-06,22.0,19.0,3.0,Over-Predicted
2019-01-07,35.0,18.0,17.0,Over-Predicted
2019-01-08,21.0,17.0,4.0,Over-Predicted
2019-01-09,17.0,14.0,3.0,Over-Predicted
2019-01-10,25.0,31.0,-6.0,Under-Predicted
2019-01-11,1.0,22.0,-21.0,Under-Predicted
2019-01-12,32.0,24.0,8.0,Over-Predicted
2019-01-13,18.0,14.0,4.0,Over-Predicted
2019-01-14,31.0,31.0,0.0,Predicted
2019-01-15,12.0,26.0,-14.0,Under-Predicted
2019-01-16,0.0,20.0,-20.0,Under-Predicted
2019-01-17,40.0,41.0,-1.0,Under-Predicted
2019-01-18,29.0,30.0,-1.0,Under-Predicted
2019-01-19,0.0,22.0,-22.0,Under-Predicted
2019-01-20,20.0,20.0,0.0,Predicted
2019-01-21,0.0,25.0,-25.0,Under-Predicted
2019-01-22,26.0,21.0,5.0,Over-Predicted
2019-01-23,22.0,23.0,-1.0,Under-Predicted
2019-01-24,34.0,34.0,0.0,Predicted
2019-01-25,34.0,21.0,13.0,Over-Predicted
2019-01-26,58.0,41.0,17.0,Over-Predicted
2019-01-27,21.0,21.0,0.0,Predicted
2019-01-28,41.0,41.0,0.0,Predicted
2019-01-29,29.0,29.0,0.0,Predicted
2019-01-30,21.0,21.0,0.0,Predicted
2019-01-31,37.0,34.0,3.0,Over-Predicted
2019-02-01,32.0,27.0,5.0,Over-Predicted
2019-02-02,37.0,21.0,16.0,Over-Predicted
2019-02-03,27.0,26.0,1.0,Over-Predicted
2019-02-04,29.0,37.0,-8.0,Under-Predicted
2019-02-05,0.0,0.0,0.0,Predicted
2019-02-06,28.0,40.0,-12.0,Under-Predicted
2019-02-07,11.0,14.0,-3.0,Under-Predicted
2019-02-08,15.0,22.0,-7.0,Under-Predicted
2019-02-09,24.0,32.0,-8.0,Under-Predicted
2019-02-10,16.0,16.0,0.0,Predicted
2019-02-11,0.0,28.0,-28.0,Under-Predicted
2019-02-12,40.0,25.0,15.0,Over-Predicted
2019-02-13,27.0,27.0,0.0,Predicted
2019-02-14,33.0,33.0,0.0,Predicted
2019-02-15,32.0,29.0,3.0,Over-Predicted
2019-02-16,8.0,8.0,0.0,Predicted
2019-02-17,14.0,14.0,0.0,Predicted
2019-02-18,23.0,18.0,5.0,Over-Predicted
2019-02-19,16.0,16.0,0.0,Predicted
2019-02-20,28.0,28.0,0.0,Predicted
2019-02-21,19.0,24.0,-5.0,Under-Predicted
2019-02-22,32.0,32.0,0.0,Predicted
2019-02-23,38.0,37.0,1.0,Over-Predicted
2019-02-24,0.0,22.0,-22.0,Under-Predicted
2019-02-25,20.0,26.0,-6.0,Under-Predicted
2019-02-26,35.0,30.0,5.0,Over-Predicted
2019-02-27,23.0,23.0,0.0,Predicted
2019-02-28,27.0,20.0,7.0,Over-Predicted
2019-03-01,28.0,28.0,0.0,Predicted
2019-03-02,35.0,39.0,-4.0,Under-Predicted
2019-03-03,13.0,13.0,0.0,Predicted
2019-03-04,2.0,21.0,-19.0,Under-Predicted
2019-03-05,26.0,25.0,1.0,Over-Predicted
2019-03-06,30.0,31.0,-1.0,Under-Predicted
2019-03-07,41.0,40.0,1.0,Over-Predicted
2019-03-08,32.0,36.0,-4.0,Under-Predicted
2019-03-09,11.0,11.0,0.0,Predicted
2019-03-10,23.0,23.0,0.0,Predicted
2019-03-11,25.0,25.0,0.0,Predicted
2019-03-12,51.0,51.0,0.0,Predicted
2019-03-13,21.0,21.0,0.0,Predicted
2019-03-14,20.0,20.0,0.0,Predicted
2019-03-15,15.0,21.0,-6.0,Under-Predicted
2019-03-16,25.0,15.0,10.0,Over-Predicted
2019-03-17,34.0,34.0,0.0,Predicted
2019-03-18,20.0,20.0,0.0,Predicted
2019-03-19,23.0,23.0,0.0,Predicted
2019-03-20,43.0,32.0,11.0,Over-Predicted
2019-03-21,47.0,51.0,-4.0,Under-Predicted
2019-03-22,22.0,22.0,0.0,Predicted
2019-03-23,21.0,21.0,0.0,Predicted
2019-03-24,31.0,32.0,-1.0,Under-Predicted
2019-03-25,30.0,30.0,0.0,Predicted
2019-03-26,24.0,30.0,-6.0,Under-Predicted
2019-03-27,32.0,16.0,16.0,Over-Predicted
2019-03-28,0.0,12.0,-12.0,Under-Predicted
2019-03-29,32.0,32.0,0.0,Predicted
2019-03-30,8.0,18.0,-10.0,Under-Predicted
2019-03-31,1.0,26.0,-25.0,Under-Predicted
2019-04-01,16.0,12.0,4.0,Over-Predicted
2019-04-02,23.0,24.0,-1.0,Under-Predicted
2019-04-03,16.0,16.0,0.0,Predicted
2019-04-04,36.0,30.0,6.0,Over-Predicted
2019-04-05,23.0,26.0,-3.0,Under-Predicted
2019-04-06,39.0,23.0,16.0,Over-Predicted
2019-04-07,14.0,14.0,0.0,Predicted
2019-04-08,37.0,37.0,0.0,Predicted
2019-04-09,42.0,47.0,-5.0,Under-Predicted
2019-04-10,26.0,23.0,3.0,Over-Predicted
2019-04-11,35.0,23.0,12.0,Over-Predicted
2019-04-12,17.0,24.0,-7.0,Under-Predicted
2019-04-13,31.0,23.0,8.0,Over-Predicted
2019-04-14,11.0,21.0,-10.0,Under-Predicted
2019-04-15,29.0,29.0,0.0,Predicted
2019-04-16,53.0,41.0,12.0,Over-Predicted
2019-04-17,40.0,40.0,0.0,Predicted
2019-04-18,21.0,33.0,-12.0,Under-Predicted
2019-04-19,10.0,10.0,0.0,Predicted
2019-04-20,18.0,25.0,-7.0,Under-Predicted
2019-04-21,31.0,23.0,8.0,Over-Predicted
2019-04-22,28.0,34.0,-6.0,Under-Predicted
2019-04-23,27.0,27.0,0.0,Predicted
2019-04-24,38.0,38.0,0.0,Predicted
2019-04-25,26.0,26.0,0.0,Predicted
2019-04-26,25.0,21.0,4.0,Over-Predicted
2019-04-27,5.0,11.0,-6.0,Under-Predicted
2019-04-28,23.0,23.0,0.0,Predicted
2019-04-29,16.0,16.0,0.0,Predicted
2019-04-30,44.0,44.0,0.0,Predicted
2019-05-01,37.0,34.0,3.0,Over-Predicted
2019-05-02,46.0,37.0,9.0,Over-Predicted
2019-05-03,26.0,28.0,-2.0,Under-Predicted
2019-05-04,24.0,24.0,0.0,Predicted
2019-05-05,48.0,45.0,3.0,Over-Predicted
2019-05-06,53.0,53.0,0.0,Predicted
2019-05-07,0.0,27.0,-27.0,Under-Predicted
2019-05-08,39.0,36.0,3.0,Over-Predicted
2019-05-09,28.0,24.0,4.0,Over-Predicted
2019-05-10,0.0,0.0,0.0,Predicted
2019-05-11,29.0,29.0,0.0,Predicted
2019-05-12,22.0,19.0,3.0,Over-Predicted
2019-05-13,33.0,28.0,5.0,Over-Predicted
2019-05-14,9.0,19.0,-10.0,Under-Predicted
2019-05-15,22.0,26.0,-4.0,Under-Predicted
2019-05-16,22.0,22.0,0.0,Predicted
2019-05-17,30.0,24.0,6.0,Over-Predicted
2019-05-18,39.0,39.0,0.0,Predicted
2019-05-19,26.0,26.0,0.0,Predicted
2019-05-20,14.0,20.0,-6.0,Under-Predicted
2019-05-21,33.0,22.0,11.0,Over-Predicted
2019-05-22,21.0,21.0,0.0,Predicted
2019-05-23,0.0,26.0,-26.0,Under-Predicted
2019-05-24,26.0,26.0,0.0,Predicted
2019-05-25,16.0,9.0,7.0,Over-Predicted
2019-05-26,24.0,24.0,0.0,Predicted
2019-05-27,7.0,15.0,-8.0,Under-Predicted
2019-05-28,36.0,36.0,0.0,Predicted
2019-05-29,50.0,50.0,0.0,Predicted
2019-05-30,16.0,16.0,0.0,Predicted
2019-05-31,42.0,33.0,9.0,Over-Predicted
2019-06-01,26.0,32.0,-6.0,Under-Predicted
2019-06-02,32.0,28.0,4.0,Over-Predicted
2019-06-03,38.0,38.0,0.0,Predicted
2019-06-04,34.0,34.0,0.0,Predicted
2019-06-05,20.0,20.0,0.0,Predicted
2019-06-06,28.0,28.0,0.0,Predicted
2019-06-07,9.0,29.0,-20.0,Under-Predicted
2019-06-08,31.0,31.0,0.0,Predicted
2019-06-09,21.0,21.0,0.0,Predicted
2019-06-10,23.0,23.0,0.0,Predicted
2019-06-11,26.0,30.0,-4.0,Under-Predicted
2019-06-12,17.0,25.0,-8.0,Under-Predicted
2019-06-13,33.0,27.0,6.0,Over-Predicted
2019-06-14,1.0,18.0,-17.0,Under-Predicted
2019-06-15,27.0,27.0,0.0,Predicted
2019-06-16,20.0,20.0,0.0,Predicted
2019-06-17,22.0,22.0,0.0,Predicted
2019-06-18,22.0,22.0,0.0,Predicted
2019-06-19,27.0,27.0,0.0,Predicted
2019-06-20,47.0,32.0,15.0,Over-Predicted
2019-06-21,29.0,29.0,0.0,Predicted
2019-06-22,17.0,17.0,0.0,Predicted
2019-06-23,32.0,22.0,10.0,Over-Predicted
2019-06-24,13.0,1.0,12.0,Over-Predicted
2019-06-25,43.0,32.0,11.0,Over-Predicted
2019-06-26,21.0,21.0,0.0,Predicted
2019-06-27,27.0,27.0,0.0,Predicted
2019-06-28,17.0,21.0,-4.0,Under-Predicted
2019-06-29,37.0,37.0,0.0,Predicted
2019-06-30,26.0,25.0,1.0,Over-Predicted
2019-07-01,34.0,29.0,5.0,Over-Predicted
2019-07-02,47.0,47.0,0.0,Predicted
2019-07-03,2.0,16.0,-14.0,Under-Predicted
2019-07-04,40.0,40.0,0.0,Predicted
2019-07-05,34.0,34.0,0.0,Predicted
2019-07-06,32.0,32.0,0.0,Predicted
2019-07-07,43.0,34.0,9.0,Over-Predicted
2019-07-08,37.0,37.0,0.0,Predicted
2019-07-09,20.0,20.0,0.0,Predicted
2019-07-10,21.0,13.0,8.0,Over-Predicted
2019-07-11,33.0,33.0,0.0,Predicted
2019-07-12,18.0,18.0,0.0,Predicted
2019-07-13,47.0,39.0,8.0,Over-Predicted
2019-07-14,0.0,0.0,0.0,Predicted
2019-07-15,35.0,35.0,0.0,Predicted
2019-07-16,43.0,20.0,23.0,Over-Predicted
2019-07-17,19.0,29.0,-10.0,Under-Predicted
2019-07-18,37.0,37.0,0.0,Predicted
2019-07-19,4.0,13.0,-9.0,Under-Predicted
2019-07-20,29.0,29.0,0.0,Predicted
2019-07-21,0.0,0.0,0.0,Predicted
2019-07-22,22.0,32.0,-10.0,Under-Predicted
2019-07-23,59.0,59.0,0.0,Predicted
2019-07-24,41.0,41.0,0.0,Predicted
2019-07-25,21.0,29.0,-8.0,Under-Predicted
2019-07-26,19.0,23.0,-4.0,Under-Predicted
2019-07-27,18.0,18.0,0.0,Predicted
2019-07-28,42.0,42.0,0.0,Predicted
2019-07-29,3.0,31.0,-28.0,Under-Predicted
2019-07-30,30.0,30.0,0.0,Predicted
2019-07-31,28.0,28.0,0.0,Predicted
2019-08-01,30.0,30.0,0.0,Predicted
2019-08-02,19.0,11.0,8.0,Over-Predicted
2019-08-03,25.0,25.0,0.0,Predicted
2019-08-04,30.0,19.0,11.0,Over-Predicted
2019-08-05,0.0,18.0,-18.0,Under-Predicted
2019-08-06,32.0,15.0,17.0,Over-Predicted
2019-08-07,21.0,21.0,0.0,Predicted
2019-08-08,41.0,46.0,-5.0,Under-Predicted
2019-08-09,12.0,14.0,-2.0,Under-Predicted
2019-08-10,8.0,18.0,-10.0,Under-Predicted
2019-08-11,24.0,26.0,-2.0,Under-Predicted
2019-08-12,24.0,18.0,6.0,Over-Predicted
2019-08-13,18.0,17.0,1.0,Over-Predicted
2019-08-14,31.0,31.0,0.0,Predicted
2019-08-15,29.0,29.0,0.0,Predicted
2019-08-16,19.0,11.0,8.0,Over-Predicted
2019-08-17,6.0,16.0,-10.0,Under-Predicted
2019-08-18,8.0,21.0,-13.0,Under-Predicted
2019-08-19,2.0,2.0,0.0,Predicted
2019-08-20,33.0,34.0,-1.0,Under-Predicted
2019-08-21,25.0,30.0,-5.0,Under-Predicted
2019-08-22,6.0,25.0,-19.0,Under-Predicted
2019-08-23,3.0,23.0,-20.0,Under-Predicted
2019-08-24,0.0,13.0,-13.0,Under-Predicted
2019-08-25,16.0,16.0,0.0,Predicted
2019-08-26,39.0,39.0,0.0,Predicted
2019-08-27,30.0,30.0,0.0,Predicted
2019-08-28,33.0,30.0,3.0,Over-Predicted
2019-08-29,6.0,10.0,-4.0,Under-Predicted
2019-08-30,26.0,23.0,3.0,Over-Predicted
2019-08-31,38.0,38.0,0.0,Predicted
2019-09-01,32.0,32.0,0.0,Predicted
2019-09-02,4.0,29.0,-25.0,Under-Predicted
2019-09-03,6.0,41.0,-35.0,Under-Predicted
2019-09-04,5.0,6.0,-1.0,Under-Predicted
2019-09-05,25.0,25.0,0.0,Predicted
2019-09-06,49.0,44.0,5.0,Over-Predicted
2019-09-07,13.0,19.0,-6.0,Under-Predicted
2019-09-08,15.0,15.0,0.0,Predicted
2019-09-09,27.0,23.0,4.0,Over-Predicted
2019-09-10,24.0,34.0,-10.0,Under-Predicted
2019-09-11,22.0,22.0,0.0,Predicted
2019-09-12,41.0,23.0,18.0,Over-Predicted
2019-09-13,28.0,28.0,0.0,Predicted
2019-09-14,30.0,26.0,4.0,Over-Predicted
2019-09-15,42.0,43.0,-1.0,Under-Predicted
2019-09-16,10.0,30.0,-20.0,Under-Predicted
2019-09-17,29.0,29.0,0.0,Predicted
2019-09-18,7.0,26.0,-19.0,Under-Predicted
2019-09-19,26.0,26.0,0.0,Predicted
2019-09-20,17.0,10.0,7.0,Over-Predicted
2019-09-21,7.0,26.0,-19.0,Under-Predicted
2019-09-22,31.0,31.0,0.0,Predicted
2019-09-23,31.0,26.0,5.0,Over-Predicted
2019-09-24,10.0,31.0,-21.0,Under-Predicted
2019-09-25,30.0,17.0,13.0,Over-Predicted
2019-09-26,25.0,25.0,0.0,Predicted
2019-09-27,38.0,38.0,0.0,Predicted
2019-09-28,31.0,15.0,16.0,Over-Predicted
2019-09-29,46.0,32.0,14.0,Over-Predicted
2019-09-30,42.0,37.0,5.0,Over-Predicted
2019-10-01,17.0,26.0,-9.0,Under-Predicted
2019-10-02,14.0,14.0,0.0,Predicted
2019-10-03,28.0,28.0,0.0,Predicted
2019-10-04,19.0,19.0,0.0,Predicted
2019-10-05,18.0,18.0,0.0,Predicted
2019-10-06,38.0,25.0,13.0,Over-Predicted
2019-10-07,4.0,35.0,-31.0,Under-Predicted
2019-10-08,26.0,26.0,0.0,Predicted
2019-10-09,30.0,30.0,0.0,Predicted
2019-10-10,4.0,9.0,-5.0,Under-Predicted
2019-10-11,0.0,18.0,-18.0,Under-Predicted
2019-10-12,11.0,11.0,0.0,Predicted
2019-10-13,21.0,21.0,0.0,Predicted
2019-10-14,17.0,21.0,-4.0,Under-Predicted
2019-10-15,32.0,29.0,3.0,Over-Predicted
2019-10-16,40.0,31.0,9.0,Over-Predicted
2019-10-17,0.0,0.0,0.0,Predicted
2019-10-18,0.0,30.0,-30.0,Under-Predicted
2019-10-19,12.0,13.0,-1.0,Under-Predicted
2019-10-20,25.0,22.0,3.0,Over-Predicted
2019-10-21,49.0,49.0,0.0,Predicted
2019-10-22,33.0,33.0,0.0,Predicted
2019-10-23,25.0,25.0,0.0,Predicted
2019-10-24,23.0,22.0,1.0,Over-Predicted
2019-10-25,10.0,10.0,0.0,Predicted
2019-10-26,42.0,33.0,9.0,Over-Predicted
2019-10-27,5.0,5.0,0.0,Predicted
2019-10-28,24.0,24.0,0.0,Predicted
2019-10-29,32.0,32.0,0.0,Predicted
2019-10-30,15.0,9.0,6.0,Over-Predicted
2019-10-31,12.0,21.0,-9.0,Under-Predicted
2019-11-01,26.0,26.0,0.0,Predicted
2019-11-02,26.0,23.0,3.0,Over-Predicted
2019-11-03,15.0,15.0,0.0,Predicted
2019-11-04,35.0,35.0,0.0,Predicted
2019-11-05,20.0,19.0,1.0,Over-Predicted
2019-11-06,34.0,18.0,16.0,Over-Predicted
2019-11-07,51.0,32.0,19.0,Over-Predicted
2019-11-08,24.0,24.0,0.0,Predicted
2019-11-09,27.0,23.0,4.0,Over-Predicted
2019-11-10,29.0,20.0,9.0,Over-Predicted
2019-11-11,25.0,23.0,2.0,Over-Predicted
2019-11-12,26.0,26.0,0.0,Predicted
2019-11-13,23.0,23.0,0.0,Predicted
2019-11-14,13.0,25.0,-12.0,Under-Predicted
2019-11-15,14.0,17.0,-3.0,Under-Predicted
2019-11-16,46.0,34.0,12.0,Over-Predicted
2019-11-17,24.0,24.0,0.0,Predicted
2019-11-18,18.0,9.0,9.0,Over-Predicted
2019-11-19,21.0,25.0,-4.0,Under-Predicted
2019-11-20,24.0,30.0,-6.0,Under-Predicted
2019-11-21,48.0,38.0,10.0,Over-Predicted
2019-11-22,34.0,40.0,-6.0,Under-Predicted
2019-11-23,48.0,39.0,9.0,Over-Predicted
2019-11-24,16.0,10.0,6.0,Over-Predicted
2019-11-25,18.0,18.0,0.0,Predicted
2019-11-26,12.0,12.0,0.0,Predicted
2019-11-27,20.0,20.0,0.0,Predicted
2019-11-28,25.0,22.0,3.0,Over-Predicted
2019-11-29,25.0,25.0,0.0,Predicted
2019-11-30,14.0,14.0,0.0,Predicted
2019-12-01,35.0,22.0,13.0,Over-Predicted
2019-12-02,40.0,40.0,0.0,Predicted
2019-12-03,33.0,27.0,6.0,Over-Predicted
2019-12-04,13.0,15.0,-2.0,Under-Predicted
2019-12-05,33.0,33.0,0.0,Predicted
2019-12-06,23.0,24.0,-1.0,Under-Predicted
2019-12-07,20.0,8.0,12.0,Over-Predicted
2019-12-08,11.0,11.0,0.0,Predicted
2019-12-09,25.0,9.0,16.0,Over-Predicted
2019-12-10,43.0,33.0,10.0,Over-Predicted
