Date,USSAttendance
2020-11-07,4060
2020-11-08,4001
2020-11-09,3884
2020-11-10,3855
2020-11-11,3694
2020-11-12,3901
2020-11-13,3652
2020-11-14,4470
2020-11-15,4457
2020-11-16,3810
2020-11-17,3705
2020-11-18,3698
2020-11-19,3722
2020-11-20,3730
2020-11-21,4165
2020-11-22,4529
2020-11-23,3605
2020-11-24,3902
2020-11-25,3713
2020-11-26,3883
2020-11-27,3818
2020-11-28,4146
2020-11-29,4233
2020-11-30,3645
2020-12-01,3686
2020-12-02,3673
2020-12-03,4151
2020-12-04,3931
2020-12-05,4541
2020-12-06,4524
2020-12-07,3525
2020-12-08,3859
2020-12-09,3594
2020-12-10,3582
2020-12-11,3715
2020-12-12,4313
2020-12-13,4333
2020-12-14,3700
2020-12-15,3831
2020-12-16,3640
2020-12-17,3798
2020-12-18,3987
2020-12-19,4062
2020-12-20,4191
2020-12-21,3494
2020-12-22,3747
2020-12-23,3683
2020-12-24,3643
2020-12-25,3680
2020-12-26,4277
2020-12-27,4174
2020-12-28,3684
2020-12-29,3731
2020-12-30,3846
2020-12-31,3498
2021-01-01,3151
2021-01-02,3488
2021-01-03,3373
2021-01-04,3219
2021-01-05,3112
2021-01-06,3050
2021-01-07,3191
2021-01-08,3068
2021-01-09,4201
2021-01-10,3440
2021-01-11,3209
2021-01-12,3148
2021-01-13,3171
2021-01-14,3277
2021-01-15,3151
2021-01-16,3516
2021-01-17,3663
2021-01-18,3049
2021-01-19,3032
2021-01-20,2907
2021-01-21,3216
2021-01-22,3143
2021-01-23,3573
2021-01-24,3440
2021-01-25,3351
2021-01-26,3098
2021-01-27,3167
2021-01-28,3190
2021-01-29,3114
2021-01-30,3808
2021-01-31,3593
2021-02-01,3017
2021-02-02,3004
2021-02-03,3195
2021-02-04,2997
2021-02-05,3232
2021-02-06,3559
2021-02-07,3481
2021-02-08,3050
2021-02-09,3387
2021-02-10,3153
2021-02-11,3271
2021-02-12,3202
2021-02-13,3846
2021-02-14,3455
2021-02-15,3190
2021-02-16,3104
2021-02-17,3114
2021-02-18,3043
2021-02-19,3348
2021-02-20,3579
2021-02-21,3699
2021-02-22,3014
2021-02-23,3106
2021-02-24,3109
2021-02-25,3171
2021-02-26,3176
2021-02-27,3518
2021-02-28,3600
2021-03-01,3241
2021-03-02,2977
2021-03-03,3341
2021-03-04,3236
2021-03-05,3219
2021-03-06,3617
2021-03-07,3809
2021-03-08,3318
2021-03-09,3181
2021-03-10,3326
2021-03-11,3061
2021-03-12,3119
2021-03-13,3637
2021-03-14,3469
2021-03-15,3148
2021-03-16,3084
2021-03-17,3111
2021-03-18,3025
2021-03-19,3195
2021-03-20,3677
2021-03-21,3508
2021-03-22,3168
2021-03-23,3050
2021-03-24,3090
2021-03-25,3325
2021-03-26,3391
2021-03-27,3869
2021-03-28,3500
2021-03-29,3112
2021-03-30,3117
2021-03-31,3136
2021-04-01,3347
2021-04-02,3226
2021-04-03,3698
2021-04-04,3754
2021-04-05,2983
2021-04-06,3083
2021-04-07,3186
2021-04-08,3330
2021-04-09,3074
2021-04-10,3716
2021-04-11,3695
2021-04-12,3098
2021-04-13,2863
2021-04-14,3208
2021-04-15,3131
2021-04-16,3226
2021-04-17,3822
2021-04-18,3518
2021-04-19,3163
2021-04-20,3115
2021-04-21,3036
2021-04-22,3003
2021-04-23,3015
2021-04-24,3444
2021-04-25,3626
2021-04-26,3112
2021-04-27,3092
2021-04-28,3174
2021-04-29,3251
2021-04-30,3169
2021-05-01,3524
2021-05-02,3741
2021-05-03,3163
2021-05-04,3049
2021-05-05,3164
2021-05-06,3057
2021-05-07,2978
2021-05-08,3499
2021-05-09,3787
2021-05-10,3437
2021-05-11,3239
2021-05-12,3074
2021-05-13,3156
2021-05-14,3236
2021-05-15,3546
2021-05-16,3897
2021-05-17,3219
2021-05-18,3119
2021-05-19,3300
2021-05-20,3164
2021-05-21,3146
2021-05-22,3494
2021-05-23,3545
2021-05-24,3138
2021-05-25,3240
2021-05-26,3141
2021-05-27,3153
2021-05-28,3052
2021-05-29,3688
2021-05-30,3573
2021-05-31,3135
2021-06-01,3218
2021-06-02,3200
2021-06-03,3090
2021-06-04,3224
2021-06-05,3711
2021-06-06,3466
2021-06-07,3063
2021-06-08,3212
2021-06-09,3079
2021-06-10,3069
2021-06-11,3163
2021-06-12,3748
2021-06-13,3532
2021-06-14,3263
2021-06-15,3148
2021-06-16,3055
2021-06-17,3163
2021-06-18,3264
2021-06-19,3416
2021-06-20,3570
2021-06-21,3121
2021-06-22,3189
2021-06-23,3168
2021-06-24,3174
2021-06-25,3230
2021-06-26,3468
2021-06-27,3433
2021-06-28,3122
2021-06-29,3331
2021-06-30,3117
2021-07-01,3156
2021-07-02,3326
2021-07-03,3594
2021-07-04,3619
2021-07-05,3235
2021-07-06,3162
2021-07-07,3255
2021-07-08,3197
2021-07-09,3070
2021-07-10,3568
2021-07-11,3450
2021-07-12,3129
2021-07-13,3323
2021-07-14,3287
2021-07-15,3190
2021-07-16,3197
2021-07-17,3956
2021-07-18,3847
2021-07-19,3160
2021-07-20,3177
2021-07-21,3212
2021-07-22,3352
2021-07-23,3112
2021-07-24,3580
2021-07-25,3558
2021-07-26,3333
2021-07-27,3089
2021-07-28,3121
2021-07-29,3085
2021-07-30,2935
2021-07-31,3730
2021-08-01,3288
2021-08-02,3399
2021-08-03,3180
2021-08-04,2913
2021-08-05,3234
2021-08-06,3152
2021-08-07,3504
2021-08-08,3649
2021-08-09,3247
2021-08-10,3213
2021-08-11,3289
2021-08-12,3252
2021-08-13,3145
2021-08-14,3348
2021-08-15,3612
2021-08-16,3192
2021-08-17,3231
2021-08-18,3076
2021-08-19,3214
2021-08-20,3248
2021-08-21,3864
2021-08-22,3545
2021-08-23,3332
2021-08-24,3106
2021-08-25,2933
2021-08-26,3421
2021-08-27,3183
2021-08-28,3827
2021-08-29,3496
2021-08-30,3216
2021-08-31,3200
2021-09-01,3243
2021-09-02,3333
2021-09-03,3199
2021-09-04,3695
2021-09-05,3810
2021-09-06,3074
2021-09-07,3194
2021-09-08,3247
2021-09-09,3271
2021-09-10,3094
2021-09-11,3721
2021-09-12,3478
2021-09-13,3182
2021-09-14,3171
2021-09-15,3213
2021-09-16,3029
2021-09-17,3282
2021-09-18,3790
2021-09-19,3475
2021-09-20,3057
2021-09-21,3198
2021-09-22,3055
2021-09-23,3026
2021-09-24,3127
2021-09-25,3769
2021-09-26,3540
2021-09-27,3285
2021-09-28,2943
2021-09-29,2966
2021-09-30,2991
2021-10-01,3068
2021-10-02,3584
2021-10-03,3504
2021-10-04,3074
2021-10-05,3178
2021-10-06,3207
2021-10-07,3188
2021-10-08,3300
2021-10-09,3698
2021-10-10,3712
2021-10-11,3170
2021-10-12,3148
2021-10-13,3054
2021-10-14,3076
2021-10-15,3164
2021-10-16,3791
2021-10-17,3766
2021-10-18,3070
2021-10-19,3250
2021-10-20,3428
2021-10-21,3229
2021-10-22,3138
2021-10-23,3714
2021-10-24,3447
2021-10-25,2985
2021-10-26,2930
2021-10-27,3010
2021-10-28,3196
2021-10-29,3220
2021-10-30,3859
2021-10-31,3464
2021-11-01,3102
2021-11-02,3047
2021-11-03,3025
2021-11-04,3095
2021-11-05,3059
2021-11-06,3808
2021-11-07,3590
2021-11-08,3154
2021-11-09,3259
2021-11-10,3250
2021-11-11,3168
2021-11-12,3078
2021-11-13,3701
2021-11-14,3559
2021-11-15,2887
2021-11-16,3233
2021-11-17,2995
2021-11-18,2942
2021-11-19,3042
2021-11-20,3298
2021-11-21,3422
2021-11-22,2870
2021-11-23,3122
2021-11-24,2939
2021-11-25,2989
2021-11-26,3183
2021-11-27,3639
2021-11-28,3463
2021-11-29,3001
2021-11-30,3143
2021-12-01,3369
2021-12-02,3088
2021-12-03,3319
2021-12-04,3935
2021-12-05,3607
2021-12-06,3336
2021-12-07,3013
2021-12-08,3424
2021-12-09,3101
2021-12-10,3225
2021-12-11,3440
2021-12-12,3501
2021-12-13,3291
2021-12-14,3321
2021-12-15,3250
2021-12-16,3157
2021-12-17,3237
2021-12-18,3785
2021-12-19,3722
2021-12-20,3241
2021-12-21,3188
2021-12-22,3109
2021-12-23,3107
2021-12-24,3138
2021-12-25,3727
2021-12-26,3627
2021-12-27,3249
2021-12-28,3018
2021-12-29,3057
2021-12-30,3012
2021-12-31,3153
2022-01-01,6604
2022-01-02,6167
2022-01-03,5624
2022-01-04,5555
2022-01-05,5529
2022-01-06,5721
2022-01-07,5348
2022-01-08,6842
2022-01-09,6112
2022-01-10,5629
2022-01-11,5386
2022-01-12,5621
2022-01-13,5538
2022-01-14,5530
2022-01-15,6753
2022-01-16,6079
2022-01-17,5610
2022-01-18,5472
2022-01-19,5494
2022-01-20,5520
2022-01-21,5827
2022-01-22,6533
2022-01-23,6533
2022-01-24,5588
2022-01-25,5360
2022-01-26,5359
2022-01-27,5491
2022-01-28,5621
2022-01-29,6434
2022-01-30,6286
2022-01-31,5359
2022-02-01,5163
2022-02-02,5481
2022-02-03,5695
2022-02-04,6050
2022-02-05,6182
2022-02-06,6686
2022-02-07,5684
2022-02-08,5323
2022-02-09,5681
2022-02-10,5575
2022-02-11,5534
2022-02-12,6412
2022-02-13,6407
2022-02-14,5842
2022-02-15,5482
2022-02-16,5704
2022-02-17,5223
2022-02-18,6040
2022-02-19,5984
2022-02-20,6598
2022-02-21,5545
2022-02-22,5720
2022-02-23,5647
2022-02-24,5578
2022-02-25,5655
2022-02-26,6992
2022-02-27,6560
2022-02-28,5440
2022-03-01,5474
2022-03-02,5420
2022-03-03,5570
2022-03-04,5758
2022-03-05,6135
2022-03-06,6428
2022-03-07,5561
2022-03-08,5352
2022-03-09,5398
2022-03-10,5468
2022-03-11,5645
2022-03-12,6167
2022-03-13,6808
2022-03-14,5407
2022-03-15,5358
2022-03-16,5466
2022-03-17,5502
2022-03-18,5400
2022-03-19,6284
2022-03-20,6257
2022-03-21,5400
2022-03-22,5518
2022-03-23,5362
2022-03-24,5696
2022-03-25,5472
2022-03-26,6175
2022-03-27,6568
2022-03-28,5916
2022-03-29,5416
2022-03-30,5666
2022-03-31,5583
2022-04-01,5539
2022-04-02,6212
2022-04-03,5887
2022-04-04,5784
2022-04-05,5288
2022-04-06,5496
2022-04-07,5175
2022-04-08,5478
2022-04-09,6377
2022-04-10,6721
2022-04-11,5488
2022-04-12,5670
2022-04-13,5522
2022-04-14,5535
2022-04-15,5209
2022-04-16,6066
2022-04-17,5458
2022-04-18,5279
2022-04-19,5641
2022-04-20,5146
2022-04-21,4973
2022-04-22,5344
2022-04-23,6032
2022-04-24,6559
2022-04-25,5312
2022-04-26,5476
2022-04-27,5119
2022-04-28,5500
2022-04-29,5487
2022-04-30,6175
2022-05-01,6426
2022-05-02,5451
2022-05-03,5530
2022-05-04,5413
2022-05-05,5540
2022-05-06,5725
2022-05-07,6175
2022-05-08,6288
2022-05-09,5830
2022-05-10,5541
2022-05-11,5397
2022-05-12,5686
2022-05-13,5401
2022-05-14,6408
2022-05-15,6427
2022-05-16,5591
2022-05-17,5569
2022-05-18,5370
2022-05-19,5632
2022-05-20,5151
2022-05-21,6049
2022-05-22,6588
2022-05-23,5448
2022-05-24,5536
2022-05-25,5385
2022-05-26,6134
2022-05-27,5362
2022-05-28,6697
2022-05-29,6652
2022-05-30,5628
2022-05-31,5500
2022-06-01,5684
2022-06-02,5515
2022-06-03,5179
2022-06-04,6040
2022-06-05,6683
2022-06-06,5620
2022-06-07,5375
2022-06-08,5386
2022-06-09,5382
2022-06-10,5685
2022-06-11,6559
2022-06-12,6620
2022-06-13,5530
2022-06-14,5241
2022-06-15,5101
2022-06-16,5676
2022-06-17,5709
2022-06-18,6497
2022-06-19,6561
2022-06-20,5763
2022-06-21,5101
2022-06-22,5783
2022-06-23,5513
2022-06-24,5594
2022-06-25,5785
2022-06-26,6433
2022-06-27,5458
2022-06-28,5816
2022-06-29,5169
2022-06-30,5309
2022-07-01,5529
2022-07-02,6186
2022-07-03,6385
2022-07-04,5485
2022-07-05,5382
2022-07-06,5633
2022-07-07,5562
2022-07-08,5510
2022-07-09,6077
2022-07-10,6466
2022-07-11,5280
2022-07-12,5542
2022-07-13,5422
2022-07-14,5620
2022-07-15,5337
2022-07-16,6099
2022-07-17,6347
2022-07-18,5415
2022-07-19,5425
2022-07-20,5250
2022-07-21,5928
2022-07-22,5568
2022-07-23,6606
2022-07-24,6080
2022-07-25,5512
2022-07-26,5664
2022-07-27,5787
2022-07-28,5582
2022-07-29,5379
2022-07-30,6439
2022-07-31,6233
2022-08-01,5833
2022-08-02,5544
2022-08-03,5683
2022-08-04,5499
2022-08-05,5532
2022-08-06,6553
2022-08-07,6015
2022-08-08,5094
2022-08-09,5406
2022-08-10,5534
2022-08-11,5537
2022-08-12,5641
2022-08-13,5947
2022-08-14,6668
2022-08-15,5444
2022-08-16,5077
2022-08-17,5335
2022-08-18,5787
2022-08-19,5857
2022-08-20,5982
2022-08-21,6315
2022-08-22,5676
2022-08-23,5897
2022-08-24,5734
2022-08-25,5358
2022-08-26,5387
2022-08-27,5812
2022-08-28,6365
2022-08-29,5298
2022-08-30,5308
2022-08-31,5649
2022-09-01,5517
2022-09-02,5590
2022-09-03,6406
2022-09-04,6426
2022-09-05,5689
2022-09-06,5494
2022-09-07,5580
2022-09-08,5315
2022-09-09,5453
2022-09-10,6017
2022-09-11,6387
2022-09-12,5561
2022-09-13,5370
2022-09-14,5510
2022-09-15,5666
2022-09-16,5469
2022-09-17,6199
2022-09-18,6126
2022-09-19,5648
2022-09-20,5493
2022-09-21,5448
2022-09-22,5426
2022-09-23,5905
2022-09-24,6287
2022-09-25,6031
2022-09-26,5423
2022-09-27,5290
2022-09-28,5206
2022-09-29,5796
2022-09-30,5561
2022-10-01,6603
2022-10-02,6315
2022-10-03,5726
2022-10-04,5518
2022-10-05,5226
2022-10-06,5202
2022-10-07,5490
2022-10-08,6288
2022-10-09,6181
2022-10-10,5543
2022-10-11,5670
2022-10-12,5405
2022-10-13,5806
2022-10-14,5850
2022-10-15,6777
2022-10-16,6764
2022-10-17,5450
2022-10-18,5565
2022-10-19,5624
2022-10-20,6074
2022-10-21,5518
2022-10-22,6142
2022-10-23,6041
2022-10-24,5529
2022-10-25,5830
2022-10-26,5495
2022-10-27,5609
2022-10-28,5420
2022-10-29,6569
2022-10-30,5984
2022-10-31,5274
2022-11-01,5429
2022-11-02,5739
2022-11-03,5491
2022-11-04,5488
2022-11-05,5856
2022-11-06,6616
2022-11-07,5557
2022-11-08,5218
2022-11-09,5514
2022-11-10,5504
2022-11-11,5467
2022-11-12,6530
2022-11-13,6479
2022-11-14,5945
2022-11-15,5393
2022-11-16,5546
2022-11-17,5518
2022-11-18,5579
2022-11-19,6337
2022-11-20,6464
2022-11-21,5511
2022-11-22,5305
2022-11-23,5727
2022-11-24,5433
2022-11-25,5396
2022-11-26,6188
2022-11-27,6214
2022-11-28,5516
2022-11-29,5401
2022-11-30,5488
2022-12-01,5486
2022-12-02,5618
2022-12-03,6387
2022-12-04,6184
2022-12-05,5441
2022-12-06,5199
2022-12-07,5783
2022-12-08,5706
2022-12-09,5461
2022-12-10,6836
2022-12-11,5807
2022-12-12,5571
2022-12-13,5472
2022-12-14,5480
2022-12-15,5492
2022-12-16,5449
2022-12-17,6898
2022-12-18,6454
2022-12-19,5459
2022-12-20,5201
2022-12-21,5644
2022-12-22,5958
2022-12-23,5566
2022-12-24,6160
2022-12-25,6250
2022-12-26,5406
2022-12-27,5619
2022-12-28,5608
2022-12-29,5490
2022-12-30,5409
2022-12-31,6114
2023-01-01,11589
2023-01-02,9427
2023-01-03,9165
2023-01-04,9702
2023-01-05,8964
2023-01-06,8869
2023-01-07,10679
2023-01-08,10324
2023-01-09,9663
2023-01-10,9291
2023-01-11,8455
2023-01-12,8989
2023-01-13,9330
2023-01-14,10106
2023-01-15,10715
2023-01-16,9394
2023-01-17,8740
2023-01-18,9124
2023-01-19,8712
2023-01-20,8723
2023-01-21,11387
2023-01-22,10730
2023-01-23,8699
2023-01-24,10015
2023-01-25,9295
2023-01-26,9267
2023-01-27,9411
2023-01-28,10392
2023-01-29,10771
2023-01-30,9713
2023-01-31,9110
2023-02-01,9221
2023-02-02,9113
2023-02-03,8856
2023-02-04,11111
2023-02-05,11140
2023-02-06,9082
2023-02-07,8673
2023-02-08,9366
2023-02-09,8954
2023-02-10,8949
2023-02-11,10489
2023-02-12,9994
2023-02-13,9253
2023-02-14,9729
2023-02-15,9456
2023-02-16,9253
2023-02-17,9142
2023-02-18,11117
2023-02-19,10626
2023-02-20,9249
2023-02-21,9991
2023-02-22,9393
2023-02-23,9434
2023-02-24,8832
2023-02-25,11394
2023-02-26,10828
2023-02-27,9919
2023-02-28,10654
2023-03-01,8362
2023-03-02,9051
2023-03-03,9294
2023-03-04,10909
2023-03-05,10397
2023-03-06,9226
2023-03-07,9030
2023-03-08,9051
2023-03-09,9375
2023-03-10,9534
2023-03-11,10362
2023-03-12,9903
2023-03-13,10089
2023-03-14,9087
2023-03-15,9677
2023-03-16,8848
2023-03-17,8831
2023-03-18,10626
2023-03-19,10354
2023-03-20,9101
2023-03-21,8803
2023-03-22,9457
2023-03-23,9258
2023-03-24,9089
2023-03-25,10150
2023-03-26,10643
2023-03-27,8721
2023-03-28,9533
2023-03-29,8916
2023-03-30,9229
2023-03-31,9061
2023-04-01,10104
2023-04-02,10958
2023-04-03,9113
2023-04-04,8529
2023-04-05,9310
2023-04-06,9396
2023-04-07,8922
2023-04-08,10122
2023-04-09,10752
2023-04-10,9750
2023-04-11,9610
2023-04-12,9069
2023-04-13,9157
2023-04-14,9280
2023-04-15,10408
2023-04-16,10406
2023-04-17,9298
2023-04-18,9265
2023-04-19,9567
2023-04-20,9411
2023-04-21,9035
2023-04-22,11445
2023-04-23,10051
2023-04-24,9159
2023-04-25,8899
2023-04-26,8968
2023-04-27,9050
2023-04-28,9141
2023-04-29,9981
2023-04-30,10792
2023-05-01,8988
2023-05-02,9338
2023-05-03,8931
2023-05-04,9001
2023-05-05,10125
2023-05-06,11098
2023-05-07,11290
2023-05-08,9240
2023-05-09,9389
2023-05-10,9229
2023-05-11,8988
2023-05-12,9110
2023-05-13,10268
2023-05-14,10022
2023-05-15,9023
2023-05-16,9266
2023-05-17,8548
2023-05-18,9293
2023-05-19,9101
2023-05-20,10977
2023-05-21,10155
2023-05-22,9472
2023-05-23,9227
2023-05-24,8799
2023-05-25,9340
2023-05-26,8921
2023-05-27,11232
2023-05-28,11217
2023-05-29,8750
2023-05-30,8981
2023-05-31,9517
2023-06-01,8843
2023-06-02,9024
2023-06-03,11204
2023-06-04,10251
2023-06-05,8842
2023-06-06,8849
2023-06-07,9714
2023-06-08,9816
2023-06-09,8792
2023-06-10,10249
2023-06-11,10828
2023-06-12,9037
2023-06-13,9022
2023-06-14,9479
2023-06-15,10243
2023-06-16,9642
2023-06-17,10785
2023-06-18,10389
2023-06-19,9133
2023-06-20,9638
2023-06-21,9089
2023-06-22,9210
2023-06-23,9528
2023-06-24,10297
2023-06-25,10603
2023-06-26,9535
2023-06-27,9070
2023-06-28,8841
2023-06-29,9523
2023-06-30,9213
2023-07-01,10755
2023-07-02,11150
2023-07-03,9971
2023-07-04,9426
2023-07-05,9172
2023-07-06,9249
2023-07-07,9265
2023-07-08,11079
2023-07-09,10525
2023-07-10,9572
2023-07-11,9612
2023-07-12,9259
2023-07-13,8941
2023-07-14,9084
2023-07-15,10429
2023-07-16,10550
2023-07-17,9108
2023-07-18,8603
2023-07-19,8934
2023-07-20,9053
2023-07-21,9134
2023-07-22,11310
2023-07-23,10274
2023-07-24,9209
2023-07-25,9090
2023-07-26,8954
2023-07-27,9275
2023-07-28,9386
2023-07-29,10026
2023-07-30,10461
2023-07-31,9378
2023-08-01,9639
2023-08-02,9519
2023-08-03,9615
2023-08-04,9084
2023-08-05,10357
2023-08-06,10487
2023-08-07,9279
2023-08-08,9174
2023-08-09,9649
2023-08-10,9910
2023-08-11,9265
2023-08-12,10174
2023-08-13,10980
2023-08-14,8737
2023-08-15,9361
2023-08-16,9081
2023-08-17,8825
2023-08-18,9132
2023-08-19,10972
2023-08-20,10295
2023-08-21,9884
2023-08-22,8649
2023-08-23,10008
2023-08-24,9516
2023-08-25,9265
2023-08-26,10152
2023-08-27,10589
2023-08-28,9496
2023-08-29,9222
2023-08-30,9203
2023-08-31,8608
2023-09-01,9620
2023-09-02,10064
2023-09-03,10831
2023-09-04,9599
2023-09-05,9414
2023-09-06,9073
2023-09-07,9116
2023-09-08,8780
2023-09-09,10700
2023-09-10,9935
2023-09-11,9252
2023-09-12,9432
2023-09-13,9462
2023-09-14,9124
2023-09-15,9368
2023-09-16,10901
2023-09-17,10273
2023-09-18,9771
2023-09-19,9532
2023-09-20,9082
2023-09-21,9344
2023-09-22,9227
2023-09-23,10717
2023-09-24,10155
2023-09-25,9098
2023-09-26,8570
2023-09-27,9483
2023-09-28,9159
2023-09-29,9329
2023-09-30,10884
2023-10-01,10201
2023-10-02,9175
2023-10-03,8325
2023-10-04,9254
2023-10-05,8465
2023-10-06,8982
2023-10-07,10359
2023-10-08,9638
2023-10-09,8729
2023-10-10,9409
2023-10-11,9182
2023-10-12,9134
2023-10-13,8866
2023-10-14,10310
2023-10-15,10634
2023-10-16,8426
2023-10-17,9258
2023-10-18,8725
2023-10-19,9239
2023-10-20,8880
2023-10-21,10401
2023-10-22,10297
2023-10-23,9157
2023-10-24,8934
2023-10-25,9355
2023-10-26,9637
2023-10-27,9180
2023-10-28,10977
2023-10-29,10544
2023-10-30,8930
2023-10-31,8797
2023-11-01,9398
2023-11-02,9062
2023-11-03,8629
2023-11-04,10102
2023-11-05,10519
2023-11-06,9024
2023-11-07,9625
2023-11-08,9718
2023-11-09,8844
2023-11-10,9094
2023-11-11,10260
2023-11-12,10274
2023-11-13,9297
2023-11-14,9068
2023-11-15,8874
2023-11-16,9177
2023-11-17,8550
2023-11-18,10483
2023-11-19,10220
2023-11-20,9426
2023-11-21,9078
2023-11-22,9621
2023-11-23,8834
2023-11-24,9456
2023-11-25,10426
2023-11-26,10198
2023-11-27,9439
2023-11-28,9015
2023-11-29,9376
2023-11-30,9290
2023-12-01,9493
2023-12-02,10049
2023-12-03,10602
2023-12-04,8998
2023-12-05,8670
2023-12-06,8700
2023-12-07,9633
2023-12-08,8914
2023-12-09,10517
2023-12-10,10418
2023-12-11,8840
2023-12-12,9331
2023-12-13,9186
2023-12-14,8785
2023-12-15,9261
2023-12-16,10383
2023-12-17,10551
2023-12-18,8726
2023-12-19,8870
2023-12-20,9310
2023-12-21,9422
2023-12-22,9502
2023-12-23,10063
2023-12-24,10899
2023-12-25,9447
2023-12-26,9380
2023-12-27,9320
2023-12-28,8921
2023-12-29,8801
2023-12-30,10341
2023-12-31,10823
2024-01-01,11128
2024-01-02,11552
2024-01-03,11157
2024-01-04,10988
2024-01-05,11438
2024-01-06,12850
2024-01-07,12609
2024-01-08,11172
2024-01-09,11108
2024-01-10,10970
2024-01-11,11418
2024-01-12,11098
2024-01-13,12797
2024-01-14,12432
2024-01-15,11046
2024-01-16,11074
2024-01-17,11642
2024-01-18,11408
2024-01-19,11154
2024-01-20,12104
2024-01-21,13005
2024-01-22,10990
2024-01-23,10960
2024-01-24,10955
2024-01-25,11045
2024-01-26,11199
2024-01-27,12967
2024-01-28,12563
2024-01-29,11174
2024-01-30,11212
2024-01-31,10950
2024-02-01,10942
2024-02-02,11245
2024-02-03,12650
2024-02-04,12975
2024-02-05,11026
2024-02-06,10782
2024-02-07,10917
2024-02-08,11192
2024-02-09,11190
2024-02-10,12506
2024-02-11,12971
2024-02-12,11332
2024-02-13,11398
2024-02-14,11396
2024-02-15,11215
2024-02-16,11052
2024-02-17,12279
2024-02-18,12424
2024-02-19,11383
2024-02-20,10810
2024-02-21,11051
2024-02-22,11231
2024-02-23,11042
2024-02-24,12482
2024-02-25,12530
2024-02-26,11398
2024-02-27,11098
2024-02-28,11264
2024-02-29,11161
2024-03-01,11252
2024-03-02,13654
2024-03-03,12860
2024-03-04,10707
2024-03-05,10576
2024-03-06,11110
2024-03-07,10505
2024-03-08,11299
2024-03-09,12828
2024-03-10,12508
2024-03-11,10816
2024-03-12,11118
2024-03-13,11094
2024-03-14,11069
2024-03-15,11196
2024-03-16,13299
2024-03-17,12686
2024-03-18,10723
2024-03-19,11022
2024-03-20,11124
2024-03-21,10850
2024-03-22,11373
2024-03-23,13263
2024-03-24,12759
2024-03-25,10908
2024-03-26,11136
2024-03-27,11123
2024-03-28,11230
2024-03-29,11304
2024-03-30,13010
2024-03-31,13201
2024-04-01,10864
2024-04-02,11000
2024-04-03,11328
2024-04-04,10772
2024-04-05,11176
2024-04-06,12448
2024-04-07,11976
2024-04-08,10916
2024-04-09,10586
2024-04-10,10707
2024-04-11,11162
2024-04-12,11450
2024-04-13,12862
2024-04-14,13159
2024-04-15,11080
2024-04-16,11056
2024-04-17,10884
2024-04-18,11057
2024-04-19,10894
2024-04-20,12241
2024-04-21,12577
2024-04-22,11398
2024-04-23,11064
2024-04-24,10851
2024-04-25,11296
2024-04-26,11152
2024-04-27,12317
2024-04-28,12975
2024-04-29,10675
2024-04-30,11063
2024-05-01,10976
2024-05-02,11433
2024-05-03,10807
2024-05-04,12332
2024-05-05,13274
2024-05-06,11237
2024-05-07,11000
2024-05-08,11107
2024-05-09,11085
2024-05-10,10782
2024-05-11,12998
2024-05-12,12894
2024-05-13,11096
2024-05-14,10712
2024-05-15,11206
2024-05-16,11101
2024-05-17,11026
2024-05-18,12243
2024-05-19,12188
2024-05-20,11110
2024-05-21,11177
2024-05-22,11210
2024-05-23,10772
2024-05-24,11366
2024-05-25,12648
2024-05-26,12444
2024-05-27,11062
2024-05-28,10718
2024-05-29,11053
2024-05-30,10980
2024-05-31,11282
2024-06-01,12262
2024-06-02,13427
2024-06-03,11517
2024-06-04,11064
2024-06-05,10779
2024-06-06,11000
2024-06-07,10894
2024-06-08,12792
2024-06-09,11945
2024-06-10,10530
2024-06-11,11220
2024-06-12,10802
2024-06-13,11042
2024-06-14,11046
2024-06-15,13342
2024-06-16,12988
2024-06-17,10876
2024-06-18,11040
2024-06-19,11030
2024-06-20,11230
2024-06-21,10808
2024-06-22,11959
2024-06-23,12442
2024-06-24,11330
2024-06-25,11056
2024-06-26,11209
2024-06-27,11368
2024-06-28,11170
2024-06-29,12748
2024-06-30,12380
2024-07-01,11445
2024-07-02,11137
2024-07-03,11092
2024-07-04,11072
2024-07-05,10966
2024-07-06,12360
2024-07-07,12277
2024-07-08,10640
2024-07-09,11394
2024-07-10,10870
2024-07-11,11168
2024-07-12,10971
2024-07-13,12763
2024-07-14,12979
2024-07-15,10848
2024-07-16,11176
2024-07-17,11162
2024-07-18,11441
2024-07-19,11047
2024-07-20,12318
2024-07-21,12736
2024-07-22,10842
2024-07-23,10972
2024-07-24,10926
2024-07-25,10884
2024-07-26,11017
2024-07-27,12670
2024-07-28,12500
2024-07-29,11147
2024-07-30,10749
2024-07-31,10776
2024-08-01,10977
2024-08-02,11097
2024-08-03,12938
2024-08-04,12118
2024-08-05,10881
2024-08-06,10955
2024-08-07,11014
2024-08-08,10920
2024-08-09,11644
2024-08-10,12897
2024-08-11,12901
2024-08-12,11124
2024-08-13,11316
2024-08-14,10727
2024-08-15,10843
2024-08-16,11109
2024-08-17,12634
2024-08-18,12190
2024-08-19,11259
2024-08-20,11232
2024-08-21,11123
2024-08-22,11468
2024-08-23,10628
2024-08-24,12981
2024-08-25,12338
2024-08-26,11202
2024-08-27,10920
2024-08-28,11110
2024-08-29,11453
2024-08-30,10626
2024-08-31,13294
2024-09-01,12214
2024-09-02,11250
2024-09-03,10781
2024-09-04,10834
2024-09-05,10729
