Date,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
2018-02-19,0.0,0.0,0.0,0.0,27.9,31.8,25.5,6.8,30.6
2018-02-20,0.0,0.0,0.0,0.0,27.9,31.4,25.7,7.6,32.8
2018-02-21,0.0,0.0,0.0,0.0,28.3,32.5,25.8,6.1,27.0
2018-02-22,0.0,0.0,0.0,0.0,28.3,32.1,26.0,6.8,30.6
2018-02-23,30.8,10.6,13.0,19.0,26.5,32.1,24.2,5.0,28.1
2018-02-24,0.0,0.0,0.0,0.0,26.7,30.5,25.1,4.7,23.4
2018-02-25,0.0,0.0,0.0,0.0,27.9,31.5,25.7,5.4,22.7
2018-02-26,0.0,0.0,0.0,0.0,28.3,32.7,26.2,5.8,25.2
2018-02-27,0.0,0.0,0.0,0.0,28.2,32.9,25.9,5.4,24.1
2018-02-28,0.0,0.0,0.0,0.0,28.2,32.1,26.2,6.1,26.3
2018-03-01,0.0,0.0,0.0,0.0,28.5,32.5,25.5,5.0,25.9
2018-03-02,0.0,0.0,0.0,0.0,27.9,30.5,26.5,5.4,23.8
2018-03-03,0.4,0.4,0.4,0.4,28.1,32.1,26.4,6.5,29.9
2018-03-04,36.8,29.0,35.6,36.8,27.5,31.3,24.5,4.3,23.0
2018-03-05,0.0,0.0,0.0,0.0,28.9,33.4,26.1,6.1,27.0
2018-03-06,0.0,0.0,0.0,0.0,28.4,31.7,25.8,5.8,29.2
2018-03-07,7.6,5.4,6.6,6.8,26.8,28.2,24.7,5.0,34.6
2018-03-08,0.0,0.0,0.0,0.0,27.3,30.4,25.6,4.7,23.0
2018-03-09,0.0,0.0,0.0,0.0,29.0,33.7,26.1,5.8,31.0
2018-03-10,16.2,7.4,7.6,7.8,27.6,29.7,25.1,6.5,34.9
2018-03-11,0.0,0.0,0.0,0.0,28.4,32.1,26.0,6.1,33.8
2018-03-12,0.4,0.2,0.4,0.4,28.0,32.2,26.4,5.4,25.2
2018-03-13,0.0,0.0,0.0,0.0,28.8,33.3,26.3,4.7,24.1
2018-03-14,0.0,0.0,0.0,0.0,28.5,32.5,25.8,6.5,29.9
2018-03-15,0.0,0.0,0.0,0.0,28.6,32.2,26.0,6.1,24.5
2018-03-16,0.6,0.6,0.6,0.6,28.4,32.0,24.1,6.5,36.7
2018-03-17,0.0,0.0,0.0,0.0,28.7,32.9,26.2,7.6,31.0
2018-03-18,0.0,0.0,0.0,0.0,28.9,32.7,26.5,6.5,28.1
2018-03-19,1.4,1.4,1.4,1.4,28.5,32.4,26.3,7.9,32.4
2018-03-20,2.6,2.6,2.6,2.6,28.3,31.8,25.2,6.8,31.0
2018-03-21,0.0,0.0,0.0,0.0,28.4,31.7,26.2,5.0,23.4
2018-03-22,0.0,0.0,0.0,0.0,29.3,34.4,27.0,6.5,27.4
2018-03-23,0.0,0.0,0.0,0.0,29.0,32.8,26.6,6.8,32.8
2018-03-24,12.0,7.4,11.8,12.0,28.1,31.9,23.6,5.4,22.7
2018-03-25,0.4,0.4,0.4,0.4,27.7,31.6,26.4,4.3,23.0
2018-03-26,0.6,0.4,0.6,0.6,27.6,31.7,25.4,4.3,30.2
2018-03-27,8.4,3.8,5.4,5.4,25.7,27.5,23.4,5.8,32.8
2018-03-28,0.0,0.0,0.0,0.0,27.5,31.6,24.9,4.3,23.8
2018-03-29,0.0,0.0,0.0,0.0,27.3,30.3,26.0,5.4,21.2
2018-03-30,1.8,1.8,1.8,1.8,27.5,31.6,24.2,4.7,31.7
2018-03-31,0.0,0.0,0.0,0.0,28.9,32.9,26.0,5.0,26.3
2018-04-01,43.8,34.2,42.8,43.8,27.7,33.0,22.5,4.7,53.3
2018-04-02,14.4,13.8,14.4,14.4,28.8,34.2,25.1,4.3,20.9
2018-04-03,0.2,0.2,0.2,0.2,28.5,31.9,26.8,6.8,28.1
2018-04-04,0.0,0.0,0.0,0.0,28.3,30.4,26.5,8.6,34.2
2018-04-05,0.0,0.0,0.0,0.0,28.5,33.4,26.2,6.8,31.3
2018-04-06,0.0,0.0,0.0,0.0,28.8,32.1,26.5,5.8,29.5
2018-04-07,3.0,1.8,2.0,2.0,27.9,32.0,26.5,5.4,26.6
2018-04-08,0.0,0.0,0.0,0.0,28.8,33.2,27.1,5.8,25.9
2018-04-09,0.0,0.0,0.0,0.0,29.5,33.8,27.1,6.5,30.2
2018-04-10,0.0,0.0,0.0,0.0,28.7,32.7,26.7,5.4,29.2
2018-04-11,0.0,0.0,0.0,0.0,29.1,32.6,27.1,6.5,29.9
2018-04-12,0.0,0.0,0.0,0.0,29.3,32.5,26.7,6.5,30.6
2018-04-13,4.6,2.4,3.8,4.6,29.3,33.2,27.1,6.5,31.0
2018-04-14,4.0,2.8,3.2,3.2,28.0,32.1,24.5,4.3,32.4
2018-04-15,16.8,8.8,10.2,15.0,27.6,31.8,24.6,4.0,23.8
2018-04-16,1.0,0.6,0.8,1.0,27.0,29.2,25.7,4.7,27.4
2018-04-17,23.8,15.2,23.8,23.8,27.7,32.5,25.3,4.0,26.6
2018-04-18,0.0,0.0,0.0,0.0,28.9,33.5,26.4,4.7,27.0
2018-04-19,7.2,4.6,4.8,4.8,27.7,30.5,25.6,4.0,28.1
2018-04-20,37.2,17.6,19.4,32.4,27.5,31.6,24.6,4.7,29.2
2018-04-21,0.0,0.0,0.0,0.0,27.7,31.6,25.1,4.0,26.6
2018-04-22,0.0,0.0,0.0,0.0,28.7,32.0,26.3,5.0,29.5
2018-04-23,0.0,0.0,0.0,0.0,28.1,31.9,26.7,4.0,23.4
2018-04-24,0.6,0.6,0.6,0.6,28.7,32.1,25.9,5.8,21.2
2018-04-25,0.0,0.0,0.0,0.0,30.4,34.1,27.5,5.0,25.6
2018-04-26,0.0,0.0,0.0,0.0,29.2,32.9,27.4,5.4,23.4
2018-04-27,13.6,10.0,10.2,10.2,27.0,29.9,24.7,4.3,31.3
2018-04-28,0.0,0.0,0.0,0.0,28.6,33.4,25.4,5.4,24.5
2018-04-29,0.0,0.0,0.0,0.0,29.6,33.3,27.5,6.8,23.4
2018-04-30,1.6,1.6,1.6,1.6,29.2,34.0,27.1,6.8,37.1
2018-05-01,23.0,11.0,11.6,12.2,27.2,28.8,24.9,4.0,35.3
2018-05-02,1.6,1.0,1.0,1.0,28.2,32.4,25.6,4.3,19.4
2018-05-03,0.4,0.4,0.4,0.4,28.5,32.4,26.9,4.3,25.2
2018-05-04,0.0,0.0,0.0,0.0,29.5,33.2,26.9,4.7,20.9
2018-05-05,0.4,0.2,0.4,0.4,29.0,31.6,27.6,5.0,30.2
2018-05-06,1.8,1.8,1.8,1.8,29.3,32.0,27.8,5.4,29.5
2018-05-07,0.0,0.0,0.0,0.0,29.7,33.7,27.0,6.1,24.5
2018-05-08,0.0,0.0,0.0,0.0,29.7,32.5,27.7,8.3,28.8
2018-05-09,0.0,0.0,0.0,0.0,29.9,34.0,28.1,8.6,29.5
2018-05-10,0.0,0.0,0.0,0.0,29.2,33.0,27.4,7.2,38.9
2018-05-11,0.0,0.0,0.0,0.0,29.6,34.6,28.3,6.8,23.4
2018-05-12,0.0,0.0,0.0,0.0,29.7,35.2,28.3,6.8,31.0
2018-05-13,0.6,0.4,0.6,0.6,28.6,31.8,27.2,4.7,24.8
2018-05-14,0.2,0.2,0.2,0.2,28.6,31.9,26.5,5.4,31.0
2018-05-15,0.2,0.2,0.2,0.2,28.8,32.2,27.3,5.0,35.3
2018-05-16,4.2,4.2,4.2,4.2,28.0,31.9,26.2,5.0,27.4
2018-05-17,0.0,0.0,0.0,0.0,29.1,32.0,27.2,5.0,22.3
2018-05-18,1.0,0.6,0.6,0.6,28.8,32.9,25.6,5.0,28.1
2018-05-19,3.2,3.2,3.2,3.2,28.3,30.8,27.2,3.6,21.2
2018-05-20,19.4,6.6,10.4,16.8,27.0,30.0,24.1,3.2,20.5
2018-05-21,0.0,0.0,0.0,0.0,28.4,31.2,26.4,4.3,24.1
2018-05-22,0.0,0.0,0.0,0.0,28.8,31.7,27.4,4.7,18.0
2018-05-23,13.2,8.8,10.8,11.8,27.8,30.0,24.4,4.7,33.8
2018-05-24,0.2,0.2,0.2,0.2,28.6,33.2,24.3,7.2,28.1
2018-05-25,0.0,0.0,0.0,0.0,29.2,32.1,27.1,6.1,25.9
2018-05-26,25.4,9.4,16.6,23.4,27.8,31.3,24.8,4.3,25.9
2018-05-27,9.6,3.8,6.0,8.0,27.5,30.7,25.2,5.0,25.2
2018-05-28,3.8,1.8,2.4,3.2,27.7,30.4,24.8,5.0,24.1
2018-05-29,1.0,0.6,0.8,0.8,28.2,32.4,26.6,4.0,22.7
2018-05-30,6.2,2.2,3.2,5.6,28.0,32.1,25.0,4.3,26.3
2018-05-31,2.6,1.2,1.6,2.2,27.7,30.0,24.9,3.2,32.0
2018-06-01,26.0,12.2,19.4,23.4,28.2,31.3,24.5,4.3,22.7
2018-06-02,11.6,4.8,6.6,9.4,27.4,30.1,23.7,4.3,41.8
2018-06-05,0.0,0.0,0.0,0.0,29.9,33.6,27.9,6.5,25.9
2018-06-06,0.0,0.0,0.0,0.0,30.1,33.8,28.1,6.8,19.8
2018-06-07,0.0,0.0,0.0,0.0,30.1,34.0,28.4,6.8,26.3
2018-06-08,8.2,7.8,8.0,8.0,28.9,31.5,23.8,5.8,37.4
2018-06-09,0.0,0.0,0.0,0.0,29.4,31.8,27.8,4.7,19.8
2018-06-10,0.0,0.0,0.0,0.0,29.6,32.3,27.9,7.2,27.0
2018-06-11,0.0,0.0,0.0,0.0,30.0,33.1,28.3,7.6,28.8
2018-06-12,0.0,0.0,0.0,0.0,29.6,32.0,27.7,5.4,32.4
2018-06-13,7.6,7.2,7.6,7.6,28.6,31.6,26.8,5.0,22.3
2018-06-14,0.0,0.0,0.0,0.0,28.8,32.4,27.4,4.3,26.6
2018-06-15,24.2,18.8,20.8,20.8,26.9,28.7,22.2,4.7,41.8
2018-06-16,0.0,0.0,0.0,0.0,29.3,32.8,26.8,6.1,22.7
2018-06-17,0.0,0.0,0.0,0.0,29.6,32.7,27.9,6.1,21.2
2018-06-18,4.8,4.2,4.6,4.8,28.4,30.5,25.0,5.8,23.4
2018-06-19,5.6,5.6,5.6,5.6,27.8,30.4,24.4,7.6,42.5
2018-06-20,35.2,27.8,34.6,35.0,27.4,29.9,23.2,4.3,42.5
2018-06-21,0.0,0.0,0.0,0.0,28.6,31.8,26.9,5.4,28.8
2018-06-22,0.0,0.0,0.0,0.0,28.7,31.2,26.6,6.1,24.8
2018-06-23,0.0,0.0,0.0,0.0,27.9,29.6,26.5,5.4,26.6
2018-06-24,1.2,0.8,0.8,0.8,26.7,28.7,24.5,6.8,25.9
2018-06-25,6.8,3.8,5.2,6.0,26.5,28.0,23.1,6.1,35.3
2018-06-26,17.8,15.4,17.4,17.6,27.0,28.3,23.8,4.7,19.4
2018-06-27,6.6,2.4,2.8,3.6,26.1,27.4,24.1,5.8,38.5
2018-06-28,0.0,0.0,0.0,0.0,27.9,31.2,25.7,6.5,22.0
2018-06-29,2.0,0.6,0.8,1.0,26.3,27.6,24.6,5.0,30.6
2018-06-30,0.0,0.0,0.0,0.0,28.0,30.7,26.5,6.8,22.3
2018-07-01,1.8,1.4,1.4,1.4,26.9,29.4,25.0,5.8,33.8
2018-07-02,0.6,0.4,0.6,0.6,27.5,31.0,25.6,5.0,20.2
2018-07-03,8.2,7.8,8.0,8.0,27.6,29.7,24.1,5.4,23.4
2018-07-04,0.0,0.0,0.0,0.0,28.4,32.5,25.2,5.8,19.4
2018-07-05,0.0,0.0,0.0,0.0,28.7,31.7,26.6,6.8,28.4
2018-07-06,0.0,0.0,0.0,0.0,28.7,32.2,27.0,8.3,26.6
2018-07-07,0.0,0.0,0.0,0.0,28.7,31.4,27.2,7.2,22.3
2018-07-08,0.0,0.0,0.0,0.0,28.6,31.4,27.1,7.2,28.4
2018-07-09,0.8,0.6,0.8,0.8,28.5,31.3,25.3,6.8,37.4
2018-07-10,3.4,1.0,1.4,2.4,26.8,28.0,23.3,7.2,35.3
2018-07-11,0.2,0.2,0.2,0.2,28.2,31.6,26.5,5.8,19.4
2018-07-12,0.0,0.0,0.0,0.0,29.0,32.9,27.2,6.8,22.3
2018-07-13,0.0,0.0,0.0,0.0,28.9,32.3,27.1,7.6,28.8
2018-07-14,0.0,0.0,0.0,0.0,28.8,31.8,27.0,7.2,22.3
2018-07-15,18.2,17.0,17.6,17.8,27.3,30.7,22.1,6.1,37.4
2018-07-16,0.0,0.0,0.0,0.0,28.8,31.8,26.9,7.6,31.0
2018-07-17,0.0,0.0,0.0,0.0,28.9,31.8,27.3,7.9,27.0
2018-07-18,0.0,0.0,0.0,0.0,29.0,31.7,27.3,7.9,29.9
2018-07-19,9.0,7.8,8.8,9.0,28.3,31.5,24.7,6.8,31.3
2018-07-20,7.2,7.0,7.2,7.2,28.8,32.1,25.8,5.4,24.1
2018-07-21,5.6,5.4,5.4,5.6,28.1,29.8,25.9,4.3,19.8
2018-07-22,0.0,0.0,0.0,0.0,29.0,32.1,27.2,6.1,23.4
2018-07-23,0.0,0.0,0.0,0.0,29.4,33.5,27.5,7.6,26.3
2018-07-24,0.0,0.0,0.0,0.0,29.4,33.2,27.3,8.3,26.6
2018-07-25,0.6,0.2,0.4,0.6,27.5,29.8,25.1,5.4,30.6
2018-07-26,0.0,0.0,0.0,0.0,28.5,32.6,25.9,5.8,24.1
2018-07-27,0.0,0.0,0.0,0.0,29.2,33.1,27.0,7.9,29.5
2018-07-28,0.0,0.0,0.0,0.0,29.4,32.9,27.2,7.9,22.7
2018-07-29,0.0,0.0,0.0,0.0,29.0,32.5,27.3,6.5,26.6
2018-07-30,4.2,1.8,2.4,3.4,26.9,28.2,24.9,6.1,35.3
2018-07-31,0.4,0.2,0.2,0.2,27.5,30.9,26.1,4.7,33.1
2018-08-01,0.8,0.2,0.4,0.6,26.3,27.1,25.1,4.7,27.4
2018-08-02,0.0,0.0,0.0,0.0,27.8,31.5,26.3,7.6,27.7
2018-08-03,0.0,0.0,0.0,0.0,28.7,32.3,27.0,7.2,28.1
2018-08-04,0.0,0.0,0.0,0.0,28.3,31.5,26.9,7.2,25.6
2018-08-05,1.2,1.2,1.2,1.2,28.2,30.9,26.5,6.8,26.6
2018-08-06,0.0,0.0,0.0,0.0,28.4,30.9,27.0,7.9,29.2
2018-08-07,2.8,2.8,2.8,2.8,28.0,30.7,24.4,7.2,26.3
2018-08-08,0.2,0.2,0.2,0.2,27.4,29.5,23.6,6.8,54.4
2018-08-09,0.0,0.0,0.0,0.0,28.6,32.1,27.3,6.5,25.2
2018-08-10,0.0,0.0,0.0,0.0,29.2,32.9,26.8,6.1,27.7
2018-08-11,0.0,0.0,0.0,0.0,28.8,32.5,27.1,7.2,25.9
2018-08-12,0.0,0.0,0.0,0.0,29.2,32.9,26.9,6.5,20.5
2018-08-13,0.0,0.0,0.0,0.0,29.5,33.7,27.3,7.9,22.0
2018-08-14,0.0,0.0,0.0,0.0,29.5,33.3,27.5,8.3,24.8
2018-08-15,0.0,0.0,0.0,0.0,29.4,33.1,27.7,9.4,31.3
2018-08-16,0.0,0.0,0.0,0.0,29.2,33.2,27.3,8.3,24.5
2018-08-17,4.0,4.0,4.0,4.0,28.2,30.0,24.5,7.6,40.7
2018-08-18,0.0,0.0,0.0,0.0,29.0,32.6,26.5,9.7,33.5
2018-08-19,0.0,0.0,0.0,0.0,29.2,32.4,27.5,10.4,29.9
2018-08-20,0.4,0.4,0.4,0.4,29.3,33.2,27.3,8.6,29.2
2018-08-21,0.0,0.0,0.0,0.0,29.2,33.4,27.1,7.9,29.2
2018-08-22,23.8,11.4,11.8,12.0,27.5,30.0,24.6,4.7,36.4
2018-08-23,0.0,0.0,0.0,0.0,28.8,31.7,27.1,5.4,20.2
2018-08-24,32.8,25.6,32.2,32.8,27.4,31.4,22.7,5.0,36.0
2018-08-25,0.2,0.2,0.2,0.2,27.7,30.7,25.0,6.8,34.9
2018-08-26,0.0,0.0,0.0,0.0,29.0,32.7,26.6,6.8,25.9
2018-08-27,0.0,0.0,0.0,0.0,29.1,33.3,27.1,9.0,25.6
2018-08-28,0.0,0.0,0.0,0.0,28.3,31.0,27.1,5.0,22.7
2018-08-29,0.0,0.0,0.0,0.0,28.0,31.0,26.7,6.1,24.1
2018-08-30,0.0,0.0,0.0,0.0,28.6,32.6,26.1,5.8,24.5
2018-08-31,47.8,46.0,47.8,47.8,27.8,32.3,23.8,6.1,41.8
2018-09-01,0.0,0.0,0.0,0.0,28.0,31.3,25.2,4.3,18.4
2018-09-02,23.0,22.2,22.8,23.0,27.0,28.7,22.3,3.6,31.3
2018-09-03,0.4,0.4,0.4,0.4,27.7,30.6,24.6,6.5,40.0
2018-09-04,24.4,16.4,21.0,23.6,26.3,28.1,22.9,4.3,49.7
2018-09-05,0.0,0.0,0.0,0.0,27.5,30.3,25.1,5.0,19.4
2018-09-06,0.0,0.0,0.0,0.0,28.5,32.0,26.2,5.0,20.5
2018-09-07,4.4,1.2,1.4,1.6,26.9,28.5,24.7,4.0,28.4
2018-09-08,83.6,30.2,43.8,69.0,26.8,29.1,22.8,5.4,42.1
2018-09-09,4.8,3.2,4.4,4.8,27.5,30.3,24.5,5.4,33.1
2018-09-10,2.6,1.6,1.6,1.6,27.2,29.7,24.0,5.8,33.1
2018-09-11,8.8,7.4,7.4,8.4,26.4,29.2,24.3,4.3,34.2
2018-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,6.8
2018-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,22.0
2018-09-14,0.0,0.0,0.0,0.0,29.0,32.7,26.5,7.2,27.0
2018-09-15,0.0,0.0,0.0,0.0,28.5,31.3,27.0,6.1,25.6
2018-09-16,0.0,0.0,0.0,0.0,28.4,31.0,27.1,7.9,28.8
2018-09-17,0.0,0.0,0.0,0.0,28.8,32.3,26.8,7.9,24.5
2018-09-18,0.4,0.4,0.4,0.4,28.1,31.5,25.7,5.0,29.5
2018-09-19,12.4,8.0,10.4,11.6,27.1,32.6,23.6,4.7,24.8
2018-09-20,2.6,2.0,2.2,2.2,26.8,30.1,23.2,5.0,32.8
2018-09-21,1.2,1.2,1.2,1.2,26.5,29.5,24.0,5.0,28.1
2018-09-22,0.4,0.4,0.4,0.4,27.4,31.4,26.2,6.5,22.7
2018-09-23,0.0,0.0,0.0,0.0,28.7,32.5,25.9,6.1,22.0
2018-09-24,0.0,0.0,0.0,0.0,29.3,33.2,26.5,5.0,21.6
2018-09-25,0.0,0.0,0.0,0.0,29.3,33.5,27.2,6.5,25.6
2018-09-26,0.0,0.0,0.0,0.0,28.7,33.4,26.9,6.5,29.9
2018-09-27,0.0,0.0,0.0,0.0,29.1,33.2,26.7,6.1,25.9
2018-09-28,0.0,0.0,0.0,0.0,29.3,33.8,26.7,6.1,21.2
2018-09-29,0.0,0.0,0.0,0.0,29.1,33.2,26.8,6.5,25.9
2018-09-30,0.0,0.0,0.0,0.0,29.1,33.0,27.0,7.2,29.2
2018-10-01,0.0,0.0,0.0,0.0,29.2,33.1,27.2,6.5,24.1
2018-10-02,0.0,0.0,0.0,0.0,29.3,33.5,27.1,6.1,20.9
2018-10-03,0.0,0.0,0.0,0.0,29.4,32.8,27.5,5.8,23.8
2018-10-04,2.4,2.2,2.4,2.4,29.3,32.4,27.7,7.9,32.4
2018-10-05,0.0,0.0,0.0,0.0,29.7,34.4,27.2,6.5,24.8
2018-10-06,0.0,0.0,0.0,0.0,28.4,33.2,27.1,7.2,43.2
2018-10-07,0.0,0.0,0.0,0.0,28.3,31.6,26.8,5.0,26.6
2018-10-08,0.0,0.0,0.0,0.0,27.9,31.7,26.4,4.3,27.4
2018-10-09,109.8,42.8,65.0,85.6,26.7,29.4,23.3,4.0,25.6
2018-10-10,30.2,9.4,12.2,13.4,26.5,29.9,24.0,4.3,25.6
2018-10-11,17.6,15.6,16.6,16.6,27.1,32.6,24.2,4.3,28.4
2018-10-12,6.6,4.4,5.2,5.4,27.0,30.2,24.4,5.4,27.7
2018-10-13,23.2,10.2,10.6,17.4,26.4,29.1,23.7,4.3,31.7
2018-10-14,34.2,13.4,15.0,16.2,25.5,26.9,23.6,4.7,30.6
2018-10-15,0.0,0.0,0.0,0.0,28.3,32.3,25.1,4.7,20.2
2018-10-16,0.0,0.0,0.0,0.0,27.9,33.0,26.4,4.3,31.7
2018-10-17,0.0,0.0,0.0,0.0,28.2,31.8,26.4,4.3,22.7
2018-10-18,1.8,1.4,1.4,1.4,27.0,29.2,24.0,6.5,36.7
2018-10-19,1.4,0.6,0.8,1.0,28.3,32.3,24.0,5.0,28.8
2018-10-20,0.0,0.0,0.0,0.0,29.2,32.3,27.4,5.4,19.8
2018-10-21,0.0,0.0,0.0,0.0,29.1,33.7,27.5,5.8,30.6
2018-10-22,0.0,0.0,0.0,0.0,29.0,32.7,26.0,6.8,31.0
2018-10-23,4.2,4.0,4.2,4.2,27.9,33.5,24.5,4.7,22.7
2018-10-24,0.0,0.0,0.0,0.0,28.5,31.9,26.6,5.0,25.9
2018-10-25,0.0,0.0,0.0,0.0,28.2,30.7,26.0,4.0,22.3
2018-10-26,0.0,0.0,0.0,0.0,28.9,32.3,26.6,5.4,27.0
2018-10-27,31.4,22.8,24.4,24.4,27.6,32.5,24.6,4.3,23.4
2018-10-28,9.2,7.8,9.2,9.2,28.1,32.0,24.1,3.2,21.2
2018-10-29,8.2,7.4,7.6,8.2,27.9,33.1,25.6,4.0,25.2
2018-10-30,14.4,9.8,9.8,10.4,27.5,32.2,25.0,4.3,37.4
2018-10-31,3.4,1.8,2.0,3.4,27.6,31.2,25.4,4.3,22.7
2018-11-01,2.8,1.2,2.0,2.8,26.6,28.3,25.4,4.3,27.4
2018-11-02,4.6,3.8,4.4,4.6,27.3,32.7,25.0,4.7,33.5
2018-11-03,0.2,0.2,0.2,0.2,27.7,29.9,26.3,4.0,19.4
2018-11-04,4.8,2.4,2.8,2.8,27.6,33.0,25.9,4.3,28.1
2018-11-05,0.0,0.0,0.0,0.0,27.8,30.7,26.0,4.3,19.1
2018-11-06,0.2,0.2,0.2,0.2,27.9,32.6,25.5,5.8,27.7
2018-11-07,24.4,13.6,15.8,24.4,28.1,31.4,23.9,5.8,26.6
2018-11-08,20.6,10.8,14.6,17.4,28.6,33.6,24.2,5.8,26.6
2018-11-09,2.2,1.0,1.2,1.4,27.1,28.5,25.1,3.6,30.6
2018-11-12,3.0,3.0,3.0,3.0,0.0,0.0,0.0,5.0,16.6
2018-11-13,2.8,1.0,1.4,1.8,0.0,30.2,25.1,4.0,19.8
2018-11-14,20.4,7.6,10.8,14.8,27.5,30.6,24.6,5.0,25.9
2018-11-15,19.0,7.4,12.4,16.0,26.3,30.2,23.8,4.7,51.5
2018-11-16,0.0,0.0,0.0,0.0,28.3,32.1,25.6,3.6,16.9
2018-11-17,23.4,21.0,22.4,23.2,27.7,30.2,22.1,4.7,50.4
2018-11-18,10.6,5.2,7.8,8.4,26.7,29.1,23.7,4.0,28.4
2018-11-19,2.6,0.8,1.4,2.2,27.2,31.0,25.1,4.7,20.2
2018-11-20,0.4,0.4,0.4,0.4,28.4,31.4,25.0,4.7,25.6
2018-11-21,59.4,20.0,22.4,25.6,26.6,30.1,23.2,6.8,39.2
2018-11-22,24.6,12.8,21.8,23.8,26.9,30.3,23.7,3.6,25.2
2018-11-23,36.4,23.2,32.6,36.4,27.4,33.4,24.3,3.6,22.0
2018-11-24,0.0,0.0,0.0,0.0,28.6,32.8,25.8,4.7,23.0
2018-11-25,5.6,4.4,5.2,5.4,28.0,31.2,25.2,4.0,22.0
2018-11-26,27.8,22.8,23.8,26.6,28.2,32.1,22.4,5.4,37.4
2018-11-27,19.4,13.6,16.4,18.6,27.0,30.1,23.5,5.8,38.9
2018-11-28,13.6,12.0,13.6,13.6,28.0,32.0,25.0,4.3,24.8
2018-11-29,1.4,0.8,0.8,0.8,28.6,32.1,26.2,4.3,27.4
2018-11-30,3.2,1.0,1.2,1.4,27.8,32.0,26.0,4.3,20.5
2018-12-01,15.6,4.8,5.6,6.6,27.1,31.7,24.6,4.3,30.2
2018-12-02,18.8,9.2,13.0,14.8,27.2,32.6,25.3,5.0,24.8
2018-12-03,5.8,4.6,5.4,5.8,26.8,31.0,25.2,3.6,16.2
2018-12-04,10.4,6.8,9.6,9.8,28.2,33.0,25.4,4.7,20.2
2018-12-05,1.6,0.8,1.2,1.2,27.7,32.7,25.8,4.0,25.6
2018-12-06,0.6,0.4,0.6,0.6,27.8,30.9,25.9,4.0,19.4
2018-12-07,0.2,0.2,0.2,0.2,27.9,30.7,25.9,4.3,19.1
2018-12-08,1.4,0.8,0.8,1.0,27.8,31.4,26.2,5.0,23.8
2018-12-09,26.6,22.2,25.8,25.8,28.2,32.9,24.8,4.0,27.7
2018-12-10,9.4,5.2,5.2,5.2,27.6,31.1,25.8,3.6,20.9
2018-12-11,5.2,1.6,2.0,3.2,26.8,30.6,24.5,4.3,40.3
2018-12-12,13.0,6.2,10.2,12.6,26.8,32.2,24.7,3.2,14.8
2018-12-13,0.0,0.0,0.0,0.0,27.0,29.5,25.0,4.0,27.4
2018-12-14,0.0,0.0,0.0,0.0,27.6,30.7,25.3,4.3,23.8
2018-12-15,2.8,1.6,2.4,2.8,27.4,31.2,24.6,4.3,26.6
2018-12-16,11.6,8.0,8.4,9.0,26.9,32.3,23.8,4.3,19.8
2018-12-17,0.0,0.0,0.0,0.0,27.3,31.5,25.2,5.0,43.2
2018-12-18,0.0,0.0,0.0,0.0,28.7,32.4,26.5,5.8,25.6
2018-12-19,0.0,0.0,0.0,0.0,29.0,33.2,26.6,4.0,20.9
2018-12-20,0.0,0.0,0.0,0.0,28.7,33.1,26.4,5.0,26.6
2018-12-21,0.2,0.2,0.2,0.2,28.7,33.5,26.5,5.4,29.5
2018-12-22,4.2,4.0,4.2,4.2,28.2,33.0,25.9,4.7,25.6
2018-12-23,0.0,0.0,0.0,0.0,28.1,31.4,25.6,4.0,19.4
2018-12-24,0.0,0.0,0.0,0.0,29.0,32.1,26.5,4.7,22.0
2018-12-25,0.0,0.0,0.0,0.0,29.3,32.4,26.6,6.5,31.7
2018-12-26,2.2,2.0,2.2,2.2,28.9,33.1,23.7,9.4,45.0
2018-12-27,0.0,0.0,0.0,0.0,28.4,31.0,26.6,7.2,29.5
2018-12-28,0.0,0.0,0.0,0.0,29.6,33.1,27.1,6.8,29.5
2018-12-29,0.0,0.0,0.0,0.0,28.6,30.6,26.4,5.8,21.2
2018-12-30,2.8,2.8,2.8,2.8,0.0,0.0,0.0,4.7,20.5
2018-12-31,48.6,30.6,34.8,47.6,0.0,0.0,0.0,0.0,0.0
2019-01-01,6.6,5.6,6.2,6.6,28.2,33.9,25.0,5.4,31.0
2019-01-02,0.2,0.2,0.2,0.2,29.0,32.9,26.1,8.6,29.5
2019-01-03,0.6,0.4,0.6,0.6,29.2,32.0,27.0,12.2,40.3
2019-01-04,0.0,0.0,0.0,0.0,29.5,32.1,27.2,8.6,34.2
2019-01-05,0.0,0.0,0.0,0.0,29.0,31.6,27.1,5.8,26.3
2019-01-06,0.0,0.0,0.0,0.0,29.3,33.3,27.3,5.8,27.7
2019-01-07,0.0,0.0,0.0,0.0,29.3,33.2,26.9,6.5,28.8
2019-01-08,15.8,8.2,8.4,8.8,28.3,32.2,25.0,5.0,34.6
2019-01-09,0.0,0.0,0.0,0.0,29.0,33.1,26.7,6.1,27.7
2019-01-10,0.0,0.0,0.0,0.0,29.2,33.5,26.8,6.5,34.9
