,timestamp,visited_US,visit_freq,age,gender,monthly_income,nationality,companion,ride_pref,time_in_park,visit_day,visit_reason,mkting_content_seen,mkting_content_pref,get_ticket,fee_pricing,queuing,fast_pass_worth,cleanliness,facilities,navigation,rides,theme,relavamce,staffing,friendliness,return_likelihood,concern_malfucntion,concern_violence,concern_crowd_crush,concern_theft,concern_getting_lost,concern_medical_access,concern_weather,concern_food_safety,visit_deterrents,attraction_decision,top_expense,hollywood,minion_land,far_far_away,lost_world,ancient_egypt,scifi_city,new_york
42,17/02/2025 12:28:14,True,< Once every 3 years,19-25 years old,Male,"$2,000 - $5,999",singaporean/pr,Friends,medium,Afternoon (12pm-5pm),"Saturdays, Sundays, Public Holidays","To spend time with family/friends, As part of a larger travel plan (e.g., trip to the area)","Social media ads, YouTube videos or influencer content (can be overseas theme parks as well)","Discounts, special offers, or bundles, New attractions or event announcements, Interactive experiences (e.g., virtual tours, social media contests)",5,3,3,4,4,4,5,5,5,5,5,5,5,3,2,3,3,3,3,5,3,"Crowd, Long wait time","A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,,,,,,,
43,17/02/2025 12:42:56,True,< Once every 3 years,19-25 years old,Male,No income,singaporean/pr,"Friends, Family",high,"Morning (10am-12pm), Afternoon (12pm-5pm), Evening (5pm-7pm)","Weekdays (Mondays to Thursdays), Fridays, Saturdays, Sundays","To experience a specific attraction or ride, To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), Because of a special promotion or discount",Social media ads,"Discounts, special offers, or bundles, New attractions or event announcements",7,2,5,4,7,6,6,6,6,6,7,7,5,2,1,2,1,1,1,4,2,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time",I follow a planned route with specific rides in mind.,F&B,,,,,,,
44,17/02/2025 13:03:05,True,Once every 2-3 years,46-54 years old,Female,"$2,000 - $5,999",singaporean/pr,"Friends, Family",high,Morning (10am-12pm),"Fridays, Saturdays, Sundays, Public Holidays","To experience a specific attraction or ride, Because of a special promotion or discount, To spend time with family/friends, To visit a newly opened or recently renovated park/area","Social media ads, TV commercials, Online banner ads","Discounts, special offers, or bundles",4,2,6,2,4,4,4,4,5,4,4,4,4,3,3,3,3,3,3,3,3,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time, Unpredictable weather conditions","A mix of both of the above —some planned rides, but I also go with what’s nearby.",Transportation,,,,,,,
45,17/02/2025 13:21:38,True,Once every 2-3 years,19-25 years old,Female,No income,singaporean/pr,"Couple (I go with my partner), Friends, Family",high,"Morning (10am-12pm), Afternoon (12pm-5pm), Evening (5pm-7pm)","Weekdays (Mondays to Thursdays), For special events (eg. Halloween, Christmas etc.)","To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), Because of a special promotion or discount, To spend time with family/friends, For a relaxing getaway or vacation, As part of a larger travel plan (e.g., trip to the area)","Social media ads, YouTube videos or influencer content (can be overseas theme parks as well)","Discounts, special offers, or bundles",6,5,5,2,6,6,7,6,6,5,6,6,4,5,4,4,4,2,3,3,3,"Costs (F&B, admission tickets, etc.), Long wait time, Boring","A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,,,,,,,
46,17/02/2025 13:55:37,True,Once every 2-3 years,19-25 years old,Male,No income,singaporean/pr,Couple (I go with my partner),high,"Afternoon (12pm-5pm), Evening (5pm-7pm)","For special events (eg. Halloween, Christmas etc.), Evenings/Night visits (After 6pm)","To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), To spend time with family/friends",This survey,"Discounts, special offers, or bundles, New attractions or event announcements",7,3,1,4,6,5,5,5,5,5,7,7,7,1,1,1,2,2,1,2,1,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time, Boring","A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,,,,,,,
47,17/02/2025 14:20:34,True,Once every 2-3 years,19-25 years old,Male,No income,singaporean/pr,"Couple (I go with my partner), Friends",high,"Morning (10am-12pm), Afternoon (12pm-5pm), Evening (5pm-7pm)",Weekdays (Mondays to Thursdays),"To spend time with family/friends, For a relaxing getaway or vacation, As part of a larger travel plan (e.g., trip to the area)",Social media ads,"Discounts, special offers, or bundles",7,3,1,5,7,4,4,5,5,3,6,7,5,5,5,5,5,1,4,5,5,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time, Unpredictable weather conditions",I follow a planned route with specific rides in mind.,F&B,,,,,,,
48,17/02/2025 17:02:23,True,Once every year,19-25 years old,Male,No income,singaporean/pr,"Couple (I go with my partner), Friends",high,"Morning (10am-12pm), Afternoon (12pm-5pm), Evening (5pm-7pm)","Weekdays (Mondays to Thursdays), Fridays, Saturdays, Sundays, Public Holidays, School Holidays, For special events (eg. Halloween, Christmas etc.)","To experience a specific attraction or ride, To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), Because of a special promotion or discount, To spend time with family/friends, For a relaxing getaway or vacation, As part of a larger travel plan (e.g., trip to the area), Because of a social media post or influencer recommendation","Social media ads, YouTube videos or influencer content (can be overseas theme parks as well)","Discounts, special offers, or bundles, New attractions or event announcements, Interactive experiences (e.g., virtual tours, social media contests)",7,5,4,4,6,5,6,6,6,6,6,6,6,3,2,2,2,2,3,4,2,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time, Unpredictable weather conditions","A mix of both of the above —some planned rides, but I also go with what’s nearby.",Transportation,,,,,,,
49,17/02/2025 17:16:25,True,< Once every 3 years,19-25 years old,Female,No income,singaporean/pr,Friends,high,"Morning (10am-12pm), Afternoon (12pm-5pm), Evening (5pm-7pm)","Weekdays (Mondays to Thursdays), For special events (eg. Halloween, Christmas etc.)","To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), To spend time with family/friends","Promotions or discounts offered by travel agencies or third-party platforms like Agoda, Groupon, etc.","New attractions or event announcements, Behind-the-scenes content or exclusive previews",7,6,2,3,7,7,7,7,7,6,7,7,4,4,2,2,2,5,2,4,1,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time",I stick to the few rides/attractions that I enjoy the most.,F&B,,,,,,,
50,17/02/2025 18:07:35,True,Once every 2-3 years,19-25 years old,Male,No income,malaysian,Friends,high,"Morning (10am-12pm), Afternoon (12pm-5pm), Evening (5pm-7pm)",Weekdays (Mondays to Thursdays),"To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), Because of a special promotion or discount, As part of a larger travel plan (e.g., trip to the area)","Social media ads, Billboard or outdoor ads, Theme park websites or blogs","Discounts, special offers, or bundles, New attractions or event announcements",6,4,2,4,5,5,5,5,5,4,5,5,5,2,1,1,3,3,2,5,4,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time, Unpredictable weather conditions",I follow a planned route with specific rides in mind.,F&B,,,,,,,
51,17/02/2025 19:00:03,True,Once every year,19-25 years old,Male,Below $2000,singaporean/pr,Friends,high,Evening (5pm-7pm),Fridays,"To spend time with family/friends, To visit a newly opened or recently renovated park/area, Because of a social media post or influencer recommendation",Social media ads,"User-generated content (e.g., visitor testimonials, influencer partnerships)",4,1,1,3,5,2,5,5,4,5,5,5,5,2,1,2,3,3,3,5,2,"Crowd, Costs (F&B, admission tickets, etc.)","A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,,,,,,,
52,17/02/2025 20:58:08,True,< Once every 3 years,19-25 years old,Male,No income,singaporean/pr,Family,high,Afternoon (12pm-5pm),Weekdays (Mondays to Thursdays),To spend time with family/friends,"Promotions or discounts offered by travel agencies or third-party platforms like Agoda, Groupon, etc.","Discounts, special offers, or bundles",7,2,1,7,7,7,7,6,4,5,6,6,1,4,1,1,1,1,1,4,2,I'm too old,"A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,,,,,,,
53,17/02/2025 21:41:41,True,< Once every 3 years,19-25 years old,Female,No income,singaporean/pr,"Friends, Family",medium,"Morning (10am-12pm), Afternoon (12pm-5pm)",Weekdays (Mondays to Thursdays),"To experience a specific attraction or ride, Because of a special promotion or discount, As part of a larger travel plan (e.g., trip to the area)","YouTube videos or influencer content (can be overseas theme parks as well), Promotions or discounts offered by travel agencies or third-party platforms like Agoda, Groupon, etc.","Discounts, special offers, or bundles, New attractions or event announcements",7,4,4,1,7,4,4,5,7,7,7,7,4,4,1,2,1,1,3,5,1,Price,I decide based on which rides are closest to me at the moment.,,,,,,,,
54,17/02/2025 22:35:20,True,< Once every 3 years,55 and above,Female,Below $2000,singaporean/pr,Family,no_rides,Morning (10am-12pm),Weekdays (Mondays to Thursdays),Because of a social media post or influencer recommendation,YouTube videos or influencer content (can be overseas theme parks as well),"Discounts, special offers, or bundles",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time, Unpredictable weather conditions",I decide based on which rides are closest to me at the moment.,F&B,,,,,,,
55,18/02/2025 06:46:06,True,When on vacation,19-25 years old,Male,No income,singaporean/pr,"Couple (I go with my partner), Friends, Family",high,"Morning (10am-12pm), Afternoon (12pm-5pm)","Fridays, Saturdays, Sundays, Public Holidays, For special events (eg. Halloween, Christmas etc.)","To experience a specific attraction or ride, To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises)","Social media ads, TV commercials, YouTube videos or influencer content (can be overseas theme parks as well)","Discounts, special offers, or bundles, New attractions or event announcements",5,2,3,6,6,6,6,6,7,7,7,7,5,5,2,2,2,5,4,4,2,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time","A mix of both of the above —some planned rides, but I also go with what’s nearby.",Transportation,,,,,,,
56,18/02/2025 08:54:56,True,Once every year,19-25 years old,Male,No income,singaporean/pr,"Friends, Family",high,Afternoon (12pm-5pm),"Public Holidays, School Holidays, For special events (eg. Halloween, Christmas etc.)","To experience a specific attraction or ride, To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), To spend time with family/friends","TV commercials, YouTube videos or influencer content (can be overseas theme parks as well)","Discounts, special offers, or bundles, Interactive experiences (e.g., virtual tours, social media contests)",4,5,3,5,6,6,6,6,6,6,5,6,6,5,5,4,2,1,2,3,4,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time","A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,,,,,,,
57,18/02/2025 09:43:16,True,< Once every 3 years,19-25 years old,Male,Below $2000,singaporean/pr,"Friends, Family",medium,"Morning (10am-12pm), Afternoon (12pm-5pm), Evening (5pm-7pm)","Weekdays (Mondays to Thursdays), School Holidays",To spend time with family/friends,Social media ads,New attractions or event announcements,7,5,6,7,7,7,7,6,7,7,5,6,4,5,1,1,1,1,1,5,1,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time, Unpredictable weather conditions","A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,,,,,,,
58,18/02/2025 10:24:13,True,Once every year,19-25 years old,Male,No income,singaporean/pr,"Couple (I go with my partner), Friends, Family",high,Afternoon (12pm-5pm),"Weekdays (Mondays to Thursdays), Fridays, Saturdays, Sundays, For special events (eg. Halloween, Christmas etc.)","To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), To spend time with family/friends, For a relaxing getaway or vacation, As part of a larger travel plan (e.g., trip to the area), To visit a newly opened or recently renovated park/area","YouTube videos or influencer content (can be overseas theme parks as well), Promotions or discounts offered by travel agencies or third-party platforms like Agoda, Groupon, etc.","Discounts, special offers, or bundles, New attractions or event announcements, Behind-the-scenes content or exclusive previews",7,1,2,4,6,7,7,6,6,4,6,7,7,3,1,1,1,1,1,3,1,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time, Boring","A mix of both of the above —some planned rides, but I also go with what’s nearby.",Merchandise,,,,,,,
59,18/02/2025 13:30:21,True,< Once every 3 years,26-35 years old,Male,No income,singaporean/pr,Friends,high,Morning (10am-12pm),"Saturdays, Sundays","As part of a larger travel plan (e.g., trip to the area), To visit a newly opened or recently renovated park/area","Social media ads, Promotions or discounts offered by travel agencies or third-party platforms like Agoda, Groupon, etc.","Discounts, special offers, or bundles",6,1,1,1,5,5,5,1,1,1,4,6,1,1,1,4,1,2,3,5,1,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time",I decide based on which rides are closest to me at the moment.,,,,,,,,
60,18/02/2025 17:54:26,True,When on vacation,55 and above,Others,"$2,000 - $5,999",singaporean/pr,Family,high,Morning (10am-12pm),Weekdays (Mondays to Thursdays),To experience a specific attraction or ride,"Promotions or discounts offered by travel agencies or third-party platforms like Agoda, Groupon, etc.","Discounts, special offers, or bundles, New attractions or event announcements",1,1,1,1,4,4,4,1,2,1,2,4,2,4,4,4,4,4,4,4,4,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time, Unpredictable weather conditions, Boring, Expensive ticket","A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,,,,,,,
61,18/02/2025 17:58:32,True,Once every year,19-25 years old,Male,Below $2000,singaporean/pr,"Couple (I go with my partner), Friends, Family",medium,"Afternoon (12pm-5pm), Evening (5pm-7pm)","Fridays, Saturdays, Sundays, Public Holidays, School Holidays, For special events (eg. Halloween, Christmas etc.), Evenings/Night visits (After 6pm)","To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), Because of a special promotion or discount, To spend time with family/friends, For a relaxing getaway or vacation",Social media ads,"Discounts, special offers, or bundles, New attractions or event announcements",7,4,3,6,7,5,5,6,7,6,5,5,5,5,5,4,5,4,3,2,2,"Costs (F&B, admission tickets, etc.), Long wait time, Boring","A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,,,,,,,
62,18/02/2025 18:10:57,True,< Once every 3 years,19-25 years old,Male,No income,singaporean/pr,Friends,high,"Morning (10am-12pm), Afternoon (12pm-5pm), Evening (5pm-7pm)","Weekdays (Mondays to Thursdays), For special events (eg. Halloween, Christmas etc.)","To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), Because of a special promotion or discount, To spend time with family/friends","Social media ads, YouTube videos or influencer content (can be overseas theme parks as well), Email newsletter or promotional offers, Promotions or discounts offered by travel agencies or third-party platforms like Agoda, Groupon, etc.","Discounts, special offers, or bundles",5,2,2,5,6,7,6,6,6,7,6,6,6,2,1,1,2,1,1,4,1,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time","A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,,,,,,,
63,19/02/2025 07:39:10,True,Once every year,19-25 years old,Male,"$2,000 - $5,999",singaporean/pr,Couple (I go with my partner),medium,Morning (10am-12pm),Weekdays (Mondays to Thursdays),To spend time with family/friends,"Social media ads, Online banner ads","Discounts, special offers, or bundles, New attractions or event announcements",5,3,2,6,6,5,5,6,5,5,6,6,6,2,2,2,2,2,2,3,2,"Long wait time, Unpredictable weather conditions","A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,,,,,,,
64,20/02/2025 00:29:19,True,Once every 2-3 years,19-25 years old,Male,No income,singaporean/pr,"Friends, Family",high,"Morning (10am-12pm), Afternoon (12pm-5pm), Evening (5pm-7pm)","Weekdays (Mondays to Thursdays), Fridays, Saturdays, Sundays, School Holidays","To experience a specific attraction or ride, Because of a special promotion or discount, To spend time with family/friends, For a relaxing getaway or vacation, As part of a larger travel plan (e.g., trip to the area), To visit a newly opened or recently renovated park/area, Because of a social media post or influencer recommendation","Social media ads, YouTube videos or influencer content (can be overseas theme parks as well), Online banner ads, Promotions or discounts offered by travel agencies or third-party platforms like Agoda, Groupon, etc.","Discounts, special offers, or bundles, New attractions or event announcements, User-generated content (e.g., visitor testimonials, influencer partnerships), Interactive experiences (e.g., virtual tours, social media contests)",6,4,4,4,6,6,6,7,7,7,7,7,7,2,2,2,2,2,2,4,2,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time, Unpredictable weather conditions","A mix of both of the above —some planned rides, but I also go with what’s nearby.",Transportation,,,,,,,
65,20/02/2025 10:07:57,True,Once every 2-3 years,19-25 years old,Female,Below $2000,singaporean/pr,"Couple (I go with my partner), Friends, Family",high,"Morning (10am-12pm), Afternoon (12pm-5pm), Evening (5pm-7pm)","Weekdays (Mondays to Thursdays), Fridays, School Holidays, For special events (eg. Halloween, Christmas etc.)","To experience a specific attraction or ride, To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), Because of a special promotion or discount, To spend time with family/friends, As part of a larger travel plan (e.g., trip to the area), To visit a newly opened or recently renovated park/area","Social media ads, YouTube videos or influencer content (can be overseas theme parks as well), Billboard or outdoor ads","Discounts, special offers, or bundles, New attractions or event announcements, Behind-the-scenes content or exclusive previews",7,5,3,4,6,7,7,6,7,7,7,7,7,4,1,3,2,3,4,5,4,"Costs (F&B, admission tickets, etc.), Long wait time, Unpredictable weather conditions","A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,,,,,,,
66,20/02/2025 19:20:39,True,Once every year,19-25 years old,Female,"$6,000 - $9,999",singaporean/pr,"Single (I go alone), Couple (I go with my partner)",high,"Afternoon (12pm-5pm), Evening (5pm-7pm)",Sundays,"To experience a specific attraction or ride, Because of a special promotion or discount, To spend time with family/friends, For a relaxing getaway or vacation",TV commercials,"Discounts, special offers, or bundles",7,5,1,7,5,7,6,7,7,3,6,7,7,1,1,1,1,1,1,1,1,"Costs (F&B, admission tickets, etc.)",I decide based on which rides are closest to me at the moment.,Merchandise,,,,,,,
67,20/02/2025 22:27:10,True,Once every 2-3 years,19-25 years old,Male,"$6,000 - $9,999",singaporean/pr,Friends,high,"Morning (10am-12pm), Evening (5pm-7pm)","Weekdays (Mondays to Thursdays), Evenings/Night visits (After 6pm)",To spend time with family/friends,On mrt about genting,"Discounts, special offers, or bundles",7,4,1,1,5,5,7,5,5,5,5,5,5,1,1,5,1,1,1,5,1,"Crowd, Long wait time","A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,,,,,,,
68,21/02/2025 13:05:52,True,< Once every 3 years,19-25 years old,Female,No income,singaporean/pr,Friends,low,"Morning (10am-12pm), Afternoon (12pm-5pm)",Weekdays (Mondays to Thursdays),To spend time with family/friends,YouTube videos or influencer content (can be overseas theme parks as well),"Discounts, special offers, or bundles",6,5,1,2,5,6,3,6,5,4,3,5,6,5,5,5,4,1,2,2,1,"Long wait time, Unpredictable weather conditions",I decide based on which rides are closest to me at the moment.,F&B,,,,,,,
69,21/02/2025 13:19:02,True,Once every year,19-25 years old,Male,No income,singaporean/pr,"Friends, Family",medium,"Afternoon (12pm-5pm), Evening (5pm-7pm)","Public Holidays, School Holidays, For special events (eg. Halloween, Christmas etc.)","To spend time with family/friends, For a relaxing getaway or vacation","Social media ads, YouTube videos or influencer content (can be overseas theme parks as well)","Discounts, special offers, or bundles, New attractions or event announcements",5,4,4,5,6,6,6,6,6,5,6,6,6,5,4,4,3,3,4,5,4,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time, Unpredictable weather conditions",I stick to the few rides/attractions that I enjoy the most.,Transportation,,,,,,,
70,21/02/2025 13:32:12,True,< Once every 3 years,19-25 years old,Male,No income,singaporean/pr,Friends,no_rides,Evening (5pm-7pm),"Fridays, Saturdays, Sundays","To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises)",Havent seen 1 in awhile,"Discounts, special offers, or bundles",7,2,1,4,7,6,4,4,3,5,6,6,4,5,5,4,1,1,4,2,1,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time, Unpredictable weather conditions",I stick to the few rides/attractions that I enjoy the most.,Transportation,,,,,,,
71,21/02/2025 13:44:18,True,< Once every 3 years,19-25 years old,Male,No income,singaporean/pr,Friends,medium,"Morning (10am-12pm), Afternoon (12pm-5pm)","Fridays, Saturdays, Sundays, School Holidays",To spend time with family/friends,"Social media ads, Print advertisements (e.g., magazines, brochures), Promotions or discounts offered by travel agencies or third-party platforms like Agoda, Groupon, etc.","Discounts, special offers, or bundles, User-generated content (e.g., visitor testimonials, influencer partnerships)",5,3,5,5,5,5,6,6,6,6,4,4,5,2,2,3,1,2,2,4,3,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time, Unpredictable weather conditions","A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,,,,,,,
72,21/02/2025 13:55:07,True,< Once every 3 years,19-25 years old,Male,No income,singaporean/pr,"Friends, Family",medium,"Afternoon (12pm-5pm), Evening (5pm-7pm)","Public Holidays, School Holidays, For special events (eg. Halloween, Christmas etc.)","To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), Because of a special promotion or discount, To spend time with family/friends, For a relaxing getaway or vacation","Social media ads, Billboard or outdoor ads","Discounts, special offers, or bundles, New attractions or event announcements",6,2,4,5,6,6,6,6,5,4,6,6,5,1,1,2,2,1,1,2,2,"Crowd, Costs (F&B, admission tickets, etc.)",I follow a planned route with specific rides in mind.,F&B,,,,,,,
73,21/02/2025 13:59:14,True,Once every 2-3 years,19-25 years old,Male,Below $2000,singaporean/pr,Friends,high,"Afternoon (12pm-5pm), Evening (5pm-7pm)","Weekdays (Mondays to Thursdays), Public Holidays","To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), Because of a special promotion or discount, To spend time with family/friends","Social media ads, Email newsletter or promotional offers","Discounts, special offers, or bundles, New attractions or event announcements",6,4,5,1,6,6,6,6,6,5,5,6,6,1,1,1,2,1,1,1,2,"Crowd, Long wait time","A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,,,,,,,
74,21/02/2025 15:37:25,True,A few times every year,26-35 years old,Female,Below $2000,singaporean/pr,"Friends, Family",high,"Afternoon (12pm-5pm), Evening (5pm-7pm)","Saturdays, Sundays, Public Holidays, School Holidays","To experience a specific attraction or ride, To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), To spend time with family/friends, As part of a larger travel plan (e.g., trip to the area)","TV commercials, Online banner ads, Billboard or outdoor ads","New attractions or event announcements, Behind-the-scenes content or exclusive previews",7,5,7,7,7,7,7,7,7,7,6,7,7,4,5,3,1,1,1,5,5,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time",I follow a planned route with specific rides in mind.,Merchandise,,,,,,,
75,21/02/2025 15:58:58,True,< Once every 3 years,19-25 years old,Female,No income,singaporean/pr,"Friends, Family",medium,"Morning (10am-12pm), Afternoon (12pm-5pm)","Weekdays (Mondays to Thursdays), School Holidays","To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), To spend time with family/friends","YouTube videos or influencer content (can be overseas theme parks as well), Email newsletter or promotional offers, Promotions or discounts offered by travel agencies or third-party platforms like Agoda, Groupon, etc.","Discounts, special offers, or bundles, New attractions or event announcements",6,4,5,4,6,5,6,6,5,6,5,5,6,4,3,5,3,2,4,5,5,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time, Unpredictable weather conditions","A mix of both of the above —some planned rides, but I also go with what’s nearby.",Merchandise,,,,,,,
76,21/02/2025 15:59:32,True,When on vacation,36-45 years old,Female,No income,burmese,"Couple (I go with my partner), Friends, Family",low,Evening (5pm-7pm),"Saturdays, Sundays, Public Holidays","To spend time with family/friends, For a relaxing getaway or vacation",Email newsletter or promotional offers,"Discounts, special offers, or bundles",4,5,2,1,6,5,7,7,4,7,7,7,7,5,4,1,1,1,1,1,1,"Costs (F&B, admission tickets, etc.)",I stick to the few rides/attractions that I enjoy the most.,F&B,,,,,,,
77,21/02/2025 16:00:44,True,< Once every 3 years,19-25 years old,Female,No income,singaporean/pr,Friends,medium,"Morning (10am-12pm), Afternoon (12pm-5pm)","Weekdays (Mondays to Thursdays), School Holidays",To spend time with family/friends,"Social media ads, Billboard or outdoor ads","Discounts, special offers, or bundles",6,3,3,4,6,4,6,4,4,5,5,5,5,4,2,2,2,4,4,2,2,"Costs (F&B, admission tickets, etc.), Long wait time, Boring","A mix of both of the above —some planned rides, but I also go with what’s nearby.",Transportation,,,,,,,
78,21/02/2025 16:01:04,True,< Once every 3 years,26-35 years old,Male,No income,singaporean/pr,"Friends, Family",high,"Morning (10am-12pm), Afternoon (12pm-5pm)","Saturdays, Sundays, School Holidays, For special events (eg. Halloween, Christmas etc.)","To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), To spend time with family/friends",Social media ads,"Discounts, special offers, or bundles, New attractions or event announcements",7,2,7,5,7,5,5,7,7,6,7,7,7,1,1,5,2,2,2,4,1,"Crowd, Costs (F&B, admission tickets, etc.), Unpredictable weather conditions","A mix of both of the above —some planned rides, but I also go with what’s nearby.",Transportation,,,,,,,
79,21/02/2025 16:03:48,True,Once every 2-3 years,19-25 years old,Female,No income,singaporean/pr,Friends,high,"Morning (10am-12pm), Afternoon (12pm-5pm), Evening (5pm-7pm)","For special events (eg. Halloween, Christmas etc.)","To experience a specific attraction or ride, To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), To spend time with family/friends, As part of a larger travel plan (e.g., trip to the area)","Social media ads, YouTube videos or influencer content (can be overseas theme parks as well)","Discounts, special offers, or bundles, New attractions or event announcements",6,5,5,3,6,6,7,6,6,6,6,6,6,1,1,3,2,1,2,4,3,"Costs (F&B, admission tickets, etc.), Unpredictable weather conditions","A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,,,,,,,
80,21/02/2025 16:13:38,True,< Once every 3 years,19-25 years old,Female,Below $2000,singaporean/pr,Friends,low,"Afternoon (12pm-5pm), Evening (5pm-7pm)","For special events (eg. Halloween, Christmas etc.)","To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises)",Social media ads,New attractions or event announcements,6,5,5,5,6,6,6,6,5,6,6,6,6,4,4,5,5,5,5,5,4,"Crowd, Costs (F&B, admission tickets, etc.)",I stick to the few rides/attractions that I enjoy the most.,F&B,,,,,,,
81,21/02/2025 16:28:18,True,Once every year,19-25 years old,Female,No income,singaporean/pr,Friends,medium,Morning (10am-12pm),"Weekdays (Mondays to Thursdays), Public Holidays, School Holidays, For special events (eg. Halloween, Christmas etc.)","To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), To spend time with family/friends, As part of a larger travel plan (e.g., trip to the area)","Social media ads, Billboard or outdoor ads, Promotions or discounts offered by travel agencies or third-party platforms like Agoda, Groupon, etc.","Discounts, special offers, or bundles, User-generated content (e.g., visitor testimonials, influencer partnerships)",5,3,4,5,6,5,4,5,5,6,6,6,5,4,3,5,4,5,3,5,3,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time, Unpredictable weather conditions, Boring","A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,,,,,,,
82,21/02/2025 16:31:33,True,Once every 2-3 years,19-25 years old,Female,No income,singaporean/pr,Friends,medium,"Morning (10am-12pm), Afternoon (12pm-5pm), Evening (5pm-7pm)","School Holidays, For special events (eg. Halloween, Christmas etc.)","To experience a specific attraction or ride, To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), Because of a special promotion or discount, To spend time with family/friends, As part of a larger travel plan (e.g., trip to the area)","Social media ads, YouTube videos or influencer content (can be overseas theme parks as well), Theme park websites or blogs","Discounts, special offers, or bundles, New attractions or event announcements",6,4,5,7,6,6,6,6,7,6,6,4,6,1,1,1,1,2,1,3,1,"Costs (F&B, admission tickets, etc.), Long wait time","A mix of both of the above —some planned rides, but I also go with what’s nearby.",Merchandise,,,,,,,
