date,north_avg_daily_psi,south_avg_daily_psi,east_avg_daily_psi,west_avg_daily_psi,central_avg_daily_psi,average_nationwide_psi,highest_region_reading,psi_level_rating
2016-04-15,60.33,64.83,59.83,57.08,61.17,60.65,south_avg_daily_psi,Moderate
2016-04-16,55.08,55.42,52.17,52.75,54.08,53.9,south_avg_daily_psi,Moderate
2016-04-17,60.17,56.42,52.92,63.5,55.75,57.75,west_avg_daily_psi,Moderate
2016-04-18,54.5,55.25,53.67,54.92,52.58,54.18,south_avg_daily_psi,Moderate
2016-04-19,67.83,63.0,58.75,66.0,61.83,63.48,north_avg_daily_psi,Moderate
2016-04-20,63.25,62.33,63.58,60.08,63.92,62.63,central_avg_daily_psi,Moderate
2016-04-21,58.33,57.67,61.33,59.0,55.75,58.42,east_avg_daily_psi,Moderate
2016-04-22,58.0,59.33,57.67,57.5,58.92,58.28,south_avg_daily_psi,Moderate
2016-04-23,57.42,59.0,55.0,60.83,55.08,57.47,west_avg_daily_psi,Moderate
2016-04-24,58.0,55.83,50.92,58.42,56.25,55.88,west_avg_daily_psi,Moderate
2016-04-25,53.75,47.5,43.83,51.58,42.17,47.77,north_avg_daily_psi,Good
2016-04-26,60.5,54.25,50.42,62.0,53.75,56.18,west_avg_daily_psi,Moderate
2016-04-27,66.17,58.17,54.5,63.75,62.0,60.92,north_avg_daily_psi,Moderate
2016-04-28,69.83,55.5,57.42,65.67,62.17,62.12,north_avg_daily_psi,Moderate
2016-04-29,70.75,58.17,57.42,68.83,62.58,63.55,north_avg_daily_psi,Moderate
2016-04-30,69.0,68.25,64.25,64.42,69.75,67.13,central_avg_daily_psi,Moderate
2016-05-01,66.17,78.83,74.17,66.75,76.92,72.57,south_avg_daily_psi,Moderate
2016-05-02,57.17,55.83,53.83,55.5,54.0,55.27,north_avg_daily_psi,Moderate
2016-05-03,58.83,47.25,47.25,55.08,54.42,52.57,north_avg_daily_psi,Moderate
2016-05-04,56.92,47.42,40.83,54.92,47.08,49.43,north_avg_daily_psi,Good
2016-05-05,52.42,45.0,36.42,51.42,38.92,44.83,north_avg_daily_psi,Good
2016-05-06,59.17,58.25,57.83,60.0,59.5,58.95,west_avg_daily_psi,Moderate
2016-05-07,62.42,57.17,52.83,56.0,56.58,57.0,north_avg_daily_psi,Moderate
2016-05-08,63.83,57.58,56.0,57.33,59.58,58.87,north_avg_daily_psi,Moderate
2016-05-09,58.83,61.58,57.58,58.83,61.25,59.62,south_avg_daily_psi,Moderate
2016-05-10,53.42,52.67,49.75,49.5,47.42,50.55,north_avg_daily_psi,Good
2016-05-11,53.0,38.83,31.33,56.75,28.33,41.65,west_avg_daily_psi,Good
2016-05-12,56.33,59.0,55.75,52.75,57.5,56.27,south_avg_daily_psi,Moderate
2016-05-13,61.92,52.33,47.5,55.17,53.75,54.13,north_avg_daily_psi,Moderate
2016-05-14,58.92,54.25,54.58,47.67,54.25,53.93,north_avg_daily_psi,Moderate
2016-05-15,56.0,54.75,53.5,52.58,54.25,54.22,north_avg_daily_psi,Moderate
2016-05-16,53.33,54.25,55.42,46.67,55.67,53.07,central_avg_daily_psi,Moderate
2016-05-17,59.75,57.58,56.08,51.75,57.33,56.5,north_avg_daily_psi,Moderate
2016-05-18,73.58,64.75,59.58,68.58,70.83,67.47,north_avg_daily_psi,Moderate
2016-05-19,57.08,52.17,51.83,51.0,54.25,53.27,north_avg_daily_psi,Moderate
2016-05-20,58.5,52.25,49.0,50.58,50.42,52.15,north_avg_daily_psi,Moderate
2016-05-21,57.33,54.75,52.5,52.58,53.83,54.2,north_avg_daily_psi,Moderate
2016-05-22,29.17,34.67,33.83,28.08,28.67,30.88,south_avg_daily_psi,Good
2016-05-23,49.58,49.25,49.58,43.33,52.67,48.88,central_avg_daily_psi,Good
2016-05-24,57.58,48.83,50.83,53.67,46.17,51.42,north_avg_daily_psi,Moderate
2016-05-25,50.42,49.67,41.75,41.42,41.42,44.93,north_avg_daily_psi,Good
2016-05-26,44.58,48.58,40.67,43.83,40.75,43.68,south_avg_daily_psi,Good
2016-05-27,43.0,36.33,41.67,33.25,31.25,37.1,north_avg_daily_psi,Good
2016-05-28,34.75,39.58,35.08,42.25,32.75,36.88,west_avg_daily_psi,Good
2016-05-29,42.58,39.0,36.0,46.08,37.25,40.18,west_avg_daily_psi,Good
2016-05-30,52.75,54.83,54.58,39.92,54.58,51.33,south_avg_daily_psi,Moderate
2016-05-31,54.58,48.5,54.0,42.5,46.17,49.15,north_avg_daily_psi,Good
2016-06-01,62.83,58.83,61.25,55.33,57.0,59.05,north_avg_daily_psi,Moderate
2016-06-02,57.75,56.0,53.25,58.67,56.17,56.37,west_avg_daily_psi,Moderate
2016-06-03,68.25,57.42,53.08,62.0,60.5,60.25,north_avg_daily_psi,Moderate
2016-06-04,64.17,60.83,60.42,64.5,61.33,62.25,west_avg_daily_psi,Moderate
2016-06-05,61.17,57.0,55.67,60.17,56.58,58.12,north_avg_daily_psi,Moderate
2016-06-06,62.75,57.42,55.25,53.58,58.17,57.43,north_avg_daily_psi,Moderate
2016-06-07,58.42,51.5,44.08,57.42,45.67,51.42,north_avg_daily_psi,Moderate
2016-06-08,61.83,59.08,55.67,60.42,60.83,59.57,north_avg_daily_psi,Moderate
2016-06-09,64.58,64.08,58.92,57.25,62.08,61.38,north_avg_daily_psi,Moderate
2016-06-10,62.58,61.83,63.33,58.08,61.25,61.42,east_avg_daily_psi,Moderate
2016-06-11,59.17,57.83,57.67,59.0,56.42,58.02,north_avg_daily_psi,Moderate
2016-06-12,53.08,42.58,38.5,42.17,42.08,43.68,north_avg_daily_psi,Good
2016-06-13,53.92,34.92,36.58,37.42,29.17,38.4,north_avg_daily_psi,Good
2016-06-14,57.08,48.75,49.0,47.17,45.67,49.53,north_avg_daily_psi,Good
2016-06-15,63.42,54.25,54.17,53.92,53.42,55.83,north_avg_daily_psi,Moderate
2016-06-16,59.58,53.42,49.33,37.83,52.75,50.58,north_avg_daily_psi,Good
2016-06-17,58.17,35.92,30.08,41.58,36.67,40.48,north_avg_daily_psi,Good
2016-06-18,45.5,35.67,31.0,25.67,31.42,33.85,north_avg_daily_psi,Good
2016-06-19,56.42,57.5,56.58,47.08,55.42,54.6,south_avg_daily_psi,Moderate
2016-06-20,52.83,52.17,49.83,49.5,48.08,50.48,north_avg_daily_psi,Good
2016-06-21,57.08,53.33,56.08,42.0,47.25,51.15,north_avg_daily_psi,Moderate
2016-06-22,62.67,57.92,57.5,53.75,56.0,57.57,north_avg_daily_psi,Moderate
2016-06-23,55.25,53.92,52.25,54.25,53.08,53.75,north_avg_daily_psi,Moderate
2016-06-24,48.5,49.75,41.75,48.67,46.0,46.93,south_avg_daily_psi,Good
2016-06-25,51.33,46.5,41.58,53.83,47.5,48.15,west_avg_daily_psi,Good
2016-06-26,43.58,43.83,35.83,40.5,36.75,40.1,south_avg_daily_psi,Good
2016-06-27,53.75,50.25,44.92,42.5,46.33,47.55,north_avg_daily_psi,Good
2016-06-28,42.5,33.0,28.5,32.75,29.17,33.18,north_avg_daily_psi,Good
2016-06-29,55.33,54.33,49.0,45.75,52.83,51.45,north_avg_daily_psi,Moderate
2016-06-30,58.75,57.25,52.0,54.25,54.17,55.28,north_avg_daily_psi,Moderate
2016-07-01,63.58,55.42,53.42,57.08,56.0,57.1,north_avg_daily_psi,Moderate
2016-07-02,64.25,56.83,54.08,61.08,56.0,58.45,north_avg_daily_psi,Moderate
2016-07-03,59.83,55.42,52.75,56.5,55.0,55.9,north_avg_daily_psi,Moderate
2016-07-04,53.0,52.92,44.67,54.58,51.83,51.4,west_avg_daily_psi,Moderate
2016-07-05,56.42,52.0,46.92,53.0,50.42,51.75,north_avg_daily_psi,Moderate
2016-07-06,52.5,48.58,41.67,47.67,41.92,46.47,north_avg_daily_psi,Good
2016-07-07,54.0,53.33,50.42,46.5,49.92,50.83,north_avg_daily_psi,Good
2016-07-08,55.0,50.33,44.58,52.75,46.42,49.82,north_avg_daily_psi,Good
2016-07-09,59.83,42.92,40.75,52.0,41.25,47.35,north_avg_daily_psi,Good
2016-07-10,56.92,39.08,36.5,37.0,35.83,41.07,north_avg_daily_psi,Good
2016-07-11,64.67,43.58,40.58,50.42,38.08,47.47,north_avg_daily_psi,Good
2016-07-12,55.08,46.08,40.42,51.75,43.42,47.35,north_avg_daily_psi,Good
2016-07-13,53.42,45.83,39.5,50.83,37.5,45.42,north_avg_daily_psi,Good
2016-07-14,57.92,52.83,49.08,55.5,54.08,53.88,north_avg_daily_psi,Moderate
2016-07-15,60.5,53.0,46.25,59.58,54.0,54.67,north_avg_daily_psi,Moderate
2016-07-16,55.5,51.83,44.42,52.0,49.25,50.6,north_avg_daily_psi,Good
2016-07-17,55.5,54.58,53.42,46.75,54.33,52.92,north_avg_daily_psi,Moderate
2016-07-18,56.25,57.75,57.0,46.08,54.17,54.25,south_avg_daily_psi,Moderate
2016-07-19,58.75,55.58,53.67,35.75,53.5,51.45,north_avg_daily_psi,Moderate
2016-07-20,45.0,45.5,38.92,28.33,34.58,38.47,south_avg_daily_psi,Good
2016-07-21,55.17,55.25,54.83,50.33,54.17,53.95,south_avg_daily_psi,Moderate
2016-07-22,60.33,55.83,57.58,49.08,55.5,55.67,north_avg_daily_psi,Moderate
2016-07-23,57.42,56.58,55.08,52.08,55.25,55.28,north_avg_daily_psi,Moderate
2016-07-24,50.17,38.33,39.75,52.92,35.25,43.28,west_avg_daily_psi,Good
2016-07-25,47.67,36.67,40.75,40.33,37.67,40.62,north_avg_daily_psi,Good
2016-07-26,57.92,53.08,49.42,53.83,52.67,53.38,north_avg_daily_psi,Moderate
2016-07-27,61.33,50.08,45.5,58.42,54.17,53.9,north_avg_daily_psi,Moderate
2016-07-28,61.0,55.75,52.08,60.25,56.83,57.18,north_avg_daily_psi,Moderate
2016-07-29,60.0,55.5,54.08,51.42,55.92,55.38,north_avg_daily_psi,Moderate
2016-07-30,54.42,50.25,48.58,48.08,48.75,50.02,north_avg_daily_psi,Good
2016-07-31,58.25,47.0,48.58,52.67,50.08,51.32,north_avg_daily_psi,Moderate
2016-08-01,59.33,52.58,47.92,55.08,52.75,53.53,north_avg_daily_psi,Moderate
2016-08-02,55.42,55.33,52.17,49.25,54.67,53.37,north_avg_daily_psi,Moderate
2016-08-03,55.83,54.92,52.67,52.67,55.5,54.32,north_avg_daily_psi,Moderate
2016-08-04,56.33,52.25,44.75,49.58,52.25,51.03,north_avg_daily_psi,Moderate
2016-08-05,54.17,51.92,46.08,51.75,48.58,50.5,north_avg_daily_psi,Good
2016-08-06,53.25,55.17,54.0,56.58,53.83,54.57,west_avg_daily_psi,Moderate
2016-08-07,59.75,57.42,55.08,59.92,56.75,57.78,west_avg_daily_psi,Moderate
2016-08-08,63.42,60.92,60.08,61.0,61.25,61.33,north_avg_daily_psi,Moderate
2016-08-09,64.58,63.92,61.83,61.58,63.0,62.98,north_avg_daily_psi,Moderate
2016-08-10,63.5,57.58,54.25,57.5,57.92,58.15,north_avg_daily_psi,Moderate
2016-08-11,54.58,52.25,49.25,51.33,49.17,51.32,north_avg_daily_psi,Moderate
2016-08-12,58.25,53.75,51.33,55.83,53.92,54.62,north_avg_daily_psi,Moderate
2016-08-13,59.58,56.08,54.92,54.67,54.58,55.97,north_avg_daily_psi,Moderate
2016-08-14,60.33,63.25,60.58,54.42,60.67,59.85,south_avg_daily_psi,Moderate
2016-08-15,59.0,57.08,55.5,57.0,57.25,57.17,north_avg_daily_psi,Moderate
2016-08-16,46.42,41.08,36.5,37.92,38.08,40.0,north_avg_daily_psi,Good
2016-08-17,52.25,44.33,39.08,47.0,37.42,44.02,north_avg_daily_psi,Good
2016-08-18,61.5,47.0,51.25,48.83,47.0,51.12,north_avg_daily_psi,Moderate
2016-08-19,51.08,45.75,43.58,50.5,39.33,46.05,north_avg_daily_psi,Good
2016-08-20,51.33,45.33,42.92,46.58,37.67,44.77,north_avg_daily_psi,Good
2016-08-21,52.5,42.5,39.58,37.33,40.5,42.48,north_avg_daily_psi,Good
2016-08-22,46.08,38.0,32.25,41.92,35.83,38.82,north_avg_daily_psi,Good
2016-08-23,60.25,55.92,53.33,57.25,57.0,56.75,north_avg_daily_psi,Moderate
2016-08-24,68.67,61.17,57.17,61.08,60.25,61.67,north_avg_daily_psi,Moderate
2016-08-25,48.0,42.0,41.08,39.58,43.75,42.88,north_avg_daily_psi,Good
2016-08-26,55.58,52.58,40.5,48.58,48.25,49.1,north_avg_daily_psi,Good
2016-08-27,137.33,102.33,89.25,137.75,105.67,114.47,west_avg_daily_psi,Unhealthy
2016-08-28,102.42,69.08,70.67,74.75,73.58,78.1,north_avg_daily_psi,Moderate
2016-08-29,107.75,71.83,73.92,82.75,79.17,83.08,north_avg_daily_psi,Moderate
2016-08-30,61.67,52.5,49.5,58.42,51.67,54.75,north_avg_daily_psi,Moderate
2016-08-31,61.0,53.33,49.33,53.33,55.0,54.4,north_avg_daily_psi,Moderate
2016-09-01,66.0,56.0,52.58,55.67,55.42,57.13,north_avg_daily_psi,Moderate
2016-09-02,61.33,56.58,52.17,54.58,54.58,55.85,north_avg_daily_psi,Moderate
2016-09-03,61.08,53.67,50.75,49.58,52.67,53.55,north_avg_daily_psi,Moderate
2016-09-04,70.92,57.92,54.92,59.92,56.5,60.03,north_avg_daily_psi,Moderate
2016-09-05,76.75,74.75,71.08,68.17,70.58,72.27,north_avg_daily_psi,Moderate
2016-09-06,65.75,65.42,63.08,54.58,61.92,62.15,north_avg_daily_psi,Moderate
2016-09-07,53.42,53.92,51.08,46.75,52.75,51.58,south_avg_daily_psi,Moderate
2016-09-08,54.75,51.25,44.83,48.25,48.08,49.43,north_avg_daily_psi,Good
2016-09-09,58.67,52.08,50.42,53.25,50.58,53.0,north_avg_daily_psi,Moderate
2016-09-10,55.17,58.83,56.0,54.0,57.0,56.2,south_avg_daily_psi,Moderate
2016-09-11,54.83,54.42,53.17,56.0,54.17,54.52,west_avg_daily_psi,Moderate
2016-09-12,54.0,51.08,47.5,45.5,47.42,49.1,north_avg_daily_psi,Good
2016-09-13,59.42,55.75,53.08,51.33,55.75,55.07,north_avg_daily_psi,Moderate
2016-09-14,52.75,42.83,41.08,47.67,40.33,44.93,north_avg_daily_psi,Good
2016-09-15,54.5,53.17,51.33,43.17,48.5,50.13,north_avg_daily_psi,Good
2016-09-16,58.5,52.08,49.25,51.5,53.08,52.88,north_avg_daily_psi,Moderate
2016-09-17,52.83,52.58,48.75,38.25,50.75,48.63,north_avg_daily_psi,Good
2016-09-18,61.33,57.42,57.25,53.58,54.92,56.9,north_avg_daily_psi,Moderate
2016-09-19,55.0,58.75,57.67,47.92,55.5,54.97,south_avg_daily_psi,Moderate
2016-09-20,45.5,51.42,50.42,30.25,48.42,45.2,south_avg_daily_psi,Good
2016-09-21,43.0,45.5,38.17,31.5,33.67,38.37,south_avg_daily_psi,Good
2016-09-22,59.42,55.83,52.75,53.75,53.67,55.08,north_avg_daily_psi,Moderate
2016-09-23,61.0,57.92,59.75,54.5,55.92,57.82,north_avg_daily_psi,Moderate
2016-09-24,56.17,59.0,57.42,53.92,58.17,56.93,south_avg_daily_psi,Moderate
2016-09-25,62.17,59.75,55.0,52.17,57.75,57.37,north_avg_daily_psi,Moderate
2016-09-26,56.42,58.25,53.75,55.33,59.58,56.67,central_avg_daily_psi,Moderate
2016-09-27,65.75,68.42,61.5,58.58,67.83,64.42,south_avg_daily_psi,Moderate
2016-09-28,77.92,73.33,68.83,66.5,71.58,71.63,north_avg_daily_psi,Moderate
2016-09-29,60.08,55.92,55.25,54.75,58.5,56.9,north_avg_daily_psi,Moderate
2016-09-30,61.83,52.0,54.67,46.92,54.5,53.98,north_avg_daily_psi,Moderate
2016-10-01,63.67,63.92,62.25,56.58,62.58,61.8,south_avg_daily_psi,Moderate
2016-10-02,58.33,58.42,54.25,50.0,55.58,55.32,south_avg_daily_psi,Moderate
2016-10-03,63.08,62.58,50.5,57.58,59.0,58.55,north_avg_daily_psi,Moderate
2016-10-04,62.75,60.5,58.08,57.75,60.08,59.83,north_avg_daily_psi,Moderate
2016-10-05,65.5,70.92,59.67,66.33,70.58,66.6,south_avg_daily_psi,Moderate
2016-10-06,84.33,72.5,68.42,67.67,71.08,72.8,north_avg_daily_psi,Moderate
2016-10-07,75.42,70.92,61.0,67.17,70.5,69.0,north_avg_daily_psi,Moderate
2016-10-08,57.58,53.67,46.58,44.58,49.83,50.45,north_avg_daily_psi,Good
2016-10-09,56.25,58.25,49.75,50.92,55.08,54.05,south_avg_daily_psi,Moderate
2016-10-10,59.33,54.17,48.08,55.0,55.67,54.45,north_avg_daily_psi,Moderate
2016-10-11,57.75,55.5,51.5,57.75,53.83,55.27,north_avg_daily_psi,Moderate
2016-10-12,49.17,45.33,36.08,38.5,40.42,41.9,north_avg_daily_psi,Good
2016-10-13,48.83,40.5,38.75,42.33,37.33,41.55,north_avg_daily_psi,Good
2016-10-14,48.92,38.58,32.75,33.58,34.5,37.67,north_avg_daily_psi,Good
2016-10-15,51.17,56.58,50.92,51.58,53.5,52.75,south_avg_daily_psi,Moderate
2016-10-16,45.33,55.0,46.92,34.08,45.75,45.42,south_avg_daily_psi,Good
2016-10-17,32.42,45.83,39.92,29.08,36.42,36.73,south_avg_daily_psi,Good
2016-10-18,47.5,47.67,40.25,29.5,42.83,41.55,south_avg_daily_psi,Good
2016-10-19,54.08,49.08,44.92,46.58,42.5,47.43,north_avg_daily_psi,Good
2016-10-20,55.58,53.5,54.42,36.25,53.33,50.62,north_avg_daily_psi,Good
2016-10-21,63.75,57.75,53.83,56.25,56.92,57.7,north_avg_daily_psi,Moderate
2016-10-22,76.25,52.25,53.08,53.92,56.17,58.33,north_avg_daily_psi,Moderate
2016-10-23,60.25,51.58,49.92,48.0,46.0,51.15,north_avg_daily_psi,Moderate
2016-10-24,67.25,68.83,62.17,62.75,66.75,65.55,south_avg_daily_psi,Moderate
2016-10-25,57.25,61.83,56.75,54.92,63.42,58.83,central_avg_daily_psi,Moderate
2016-10-26,53.5,58.25,52.5,54.58,56.58,55.08,south_avg_daily_psi,Moderate
2016-10-27,35.92,53.92,53.42,48.08,53.75,49.02,south_avg_daily_psi,Good
2016-10-28,55.33,53.67,54.0,49.67,52.33,53.0,north_avg_daily_psi,Moderate
2016-10-29,70.5,64.08,62.08,59.67,68.25,64.92,north_avg_daily_psi,Moderate
2016-10-30,62.08,52.5,53.08,45.17,52.75,53.12,north_avg_daily_psi,Moderate
2016-10-31,56.42,46.33,48.5,40.33,50.42,48.4,north_avg_daily_psi,Good
2016-11-01,53.5,54.0,51.83,40.67,53.5,50.7,south_avg_daily_psi,Good
2016-11-02,55.33,51.58,51.08,40.33,52.58,50.18,north_avg_daily_psi,Good
2016-11-03,52.67,52.58,52.08,43.92,51.5,50.55,north_avg_daily_psi,Good
2016-11-04,39.0,32.17,32.58,27.67,26.42,31.57,north_avg_daily_psi,Good
2016-11-05,52.92,54.75,50.0,35.33,46.75,47.95,south_avg_daily_psi,Good
2016-11-06,39.67,45.17,43.17,25.33,40.0,38.67,south_avg_daily_psi,Good
2016-11-07,44.92,44.08,42.17,31.33,43.17,41.13,north_avg_daily_psi,Good
2016-11-08,59.5,56.08,54.67,45.33,57.42,54.6,north_avg_daily_psi,Moderate
2016-11-09,65.58,56.67,54.0,57.5,58.75,58.5,north_avg_daily_psi,Moderate
2016-11-10,61.0,55.33,57.33,43.17,57.08,54.78,north_avg_daily_psi,Moderate
2016-11-11,61.92,57.33,55.75,53.33,57.67,57.2,north_avg_daily_psi,Moderate
2016-11-12,55.83,52.58,49.08,39.0,51.17,49.53,north_avg_daily_psi,Good
2016-11-13,54.25,55.75,49.67,46.42,53.33,51.88,south_avg_daily_psi,Moderate
2016-11-14,43.92,49.83,46.5,42.67,45.17,45.62,south_avg_daily_psi,Good
2016-11-15,50.25,42.08,44.0,29.17,39.58,41.02,north_avg_daily_psi,Good
2016-11-16,51.42,40.42,47.25,43.42,42.92,45.08,north_avg_daily_psi,Good
2016-11-17,52.17,53.58,55.17,37.58,52.83,50.27,east_avg_daily_psi,Good
2016-11-18,53.92,54.83,57.75,45.58,55.42,53.5,east_avg_daily_psi,Moderate
2016-11-19,56.92,56.83,55.92,55.25,56.5,56.28,north_avg_daily_psi,Moderate
2016-11-20,67.75,56.5,57.08,63.75,58.92,60.8,north_avg_daily_psi,Moderate
2016-11-21,58.17,54.5,57.67,56.67,54.67,56.33,north_avg_daily_psi,Moderate
2016-11-22,52.17,51.75,47.5,62.0,41.33,50.95,west_avg_daily_psi,Good
2016-11-23,55.17,51.0,41.67,38.67,54.25,48.15,north_avg_daily_psi,Good
2016-11-24,48.08,36.33,36.0,34.17,36.67,38.25,north_avg_daily_psi,Good
2016-11-25,52.33,51.5,53.58,38.33,52.75,49.7,east_avg_daily_psi,Good
2016-11-26,53.92,54.42,51.75,50.92,52.75,52.75,south_avg_daily_psi,Moderate
2016-11-27,56.58,52.17,53.92,35.25,53.08,50.2,north_avg_daily_psi,Good
2016-11-28,31.67,25.33,39.92,21.25,23.67,28.37,east_avg_daily_psi,Good
2016-11-29,38.83,27.75,36.08,22.58,25.33,30.12,north_avg_daily_psi,Good
2016-11-30,39.08,34.58,37.75,23.25,32.5,33.43,north_avg_daily_psi,Good
2016-12-01,42.33,26.58,37.75,22.67,26.08,31.08,north_avg_daily_psi,Good
2016-12-02,39.5,35.17,38.58,21.0,29.92,32.83,north_avg_daily_psi,Good
2016-12-03,40.83,35.92,41.25,24.08,32.58,34.93,east_avg_daily_psi,Good
2016-12-04,56.08,54.83,57.58,50.08,56.0,54.92,east_avg_daily_psi,Moderate
2016-12-05,54.25,53.08,43.5,44.25,45.33,48.08,north_avg_daily_psi,Good
2016-12-06,53.0,52.25,47.5,44.67,46.5,48.78,north_avg_daily_psi,Good
2016-12-07,53.0,56.5,56.0,42.33,57.83,53.13,central_avg_daily_psi,Moderate
2016-12-08,47.17,50.08,50.5,36.58,41.0,45.07,east_avg_daily_psi,Good
2016-12-09,43.25,43.42,47.5,52.67,42.5,45.87,west_avg_daily_psi,Good
2016-12-10,47.67,45.42,50.33,39.08,39.25,44.35,east_avg_daily_psi,Good
2016-12-11,44.67,35.75,45.75,53.33,32.0,42.3,west_avg_daily_psi,Good
2016-12-12,38.08,28.08,33.58,47.08,30.92,35.55,west_avg_daily_psi,Good
2016-12-13,48.42,40.75,42.58,43.92,38.67,42.87,north_avg_daily_psi,Good
2016-12-14,57.92,54.92,56.92,53.25,54.25,55.45,north_avg_daily_psi,Moderate
2016-12-15,58.5,52.58,56.0,51.83,52.17,54.22,north_avg_daily_psi,Moderate
2016-12-16,67.08,62.25,60.08,61.5,62.5,62.68,north_avg_daily_psi,Moderate
2016-12-17,62.33,64.5,63.08,57.33,67.0,62.85,central_avg_daily_psi,Moderate
2016-12-18,56.75,54.42,56.75,53.83,54.17,55.18,north_avg_daily_psi,Moderate
2016-12-19,38.83,38.5,44.83,37.25,33.83,38.65,east_avg_daily_psi,Good
2016-12-20,49.58,40.17,48.75,41.83,37.58,43.58,north_avg_daily_psi,Good
2016-12-21,26.92,23.58,28.0,20.5,20.75,23.95,east_avg_daily_psi,Good
2016-12-22,46.5,37.83,47.83,30.33,33.08,39.12,east_avg_daily_psi,Good
2016-12-23,47.08,43.25,54.75,40.33,43.08,45.7,east_avg_daily_psi,Good
2016-12-24,36.33,36.25,50.58,31.58,29.92,36.93,east_avg_daily_psi,Good
2016-12-25,32.67,26.08,38.92,26.58,25.17,29.88,east_avg_daily_psi,Good
2016-12-26,31.42,28.42,36.58,26.17,23.42,29.2,east_avg_daily_psi,Good
2016-12-27,28.42,21.58,36.17,19.25,19.0,24.88,east_avg_daily_psi,Good
2016-12-28,27.83,24.25,36.0,20.33,23.17,26.32,east_avg_daily_psi,Good
2016-12-29,51.92,50.08,54.33,46.92,52.08,51.07,east_avg_daily_psi,Moderate
2016-12-30,54.58,51.08,54.67,51.08,49.25,52.13,east_avg_daily_psi,Moderate
2016-12-31,36.33,32.58,37.25,32.08,27.0,33.05,east_avg_daily_psi,Good
2017-01-01,42.0,40.58,46.08,34.83,33.83,39.47,east_avg_daily_psi,Good
2017-01-02,38.92,35.42,41.67,26.92,31.33,34.85,east_avg_daily_psi,Good
2017-01-03,42.17,39.17,50.33,29.33,35.42,39.28,east_avg_daily_psi,Good
2017-01-04,42.25,33.08,39.17,24.25,30.08,33.77,north_avg_daily_psi,Good
2017-01-05,36.83,29.67,41.17,25.75,32.17,33.12,east_avg_daily_psi,Good
2017-01-06,47.33,32.92,34.42,30.83,32.08,35.52,north_avg_daily_psi,Good
2017-01-07,57.42,53.0,51.75,52.42,51.17,53.15,north_avg_daily_psi,Moderate
2017-01-08,55.17,53.25,52.08,47.0,46.67,50.83,north_avg_daily_psi,Good
2017-01-09,51.58,50.08,42.58,45.08,48.75,47.62,north_avg_daily_psi,Good
2017-01-10,54.67,51.25,52.83,51.5,52.0,52.45,north_avg_daily_psi,Moderate
2017-01-11,51.5,52.67,52.58,51.92,53.83,52.5,central_avg_daily_psi,Moderate
2017-01-12,57.67,53.83,53.42,51.75,54.42,54.22,north_avg_daily_psi,Moderate
2017-01-13,63.58,55.75,56.92,54.25,55.17,57.13,north_avg_daily_psi,Moderate
2017-01-14,55.0,58.0,57.33,52.5,59.58,56.48,central_avg_daily_psi,Moderate
2017-01-15,56.67,60.92,61.42,54.0,56.92,57.98,east_avg_daily_psi,Moderate
2017-01-16,53.67,51.42,55.42,48.08,53.33,52.38,east_avg_daily_psi,Moderate
2017-01-17,53.08,50.67,53.0,48.83,50.83,51.28,north_avg_daily_psi,Moderate
2017-01-18,52.08,53.08,54.08,48.33,50.83,51.68,east_avg_daily_psi,Moderate
2017-01-19,52.08,48.42,52.75,49.33,44.08,49.33,east_avg_daily_psi,Good
2017-01-20,50.42,50.33,53.83,40.5,44.58,47.93,east_avg_daily_psi,Good
2017-01-21,54.67,51.25,52.33,42.75,47.25,49.65,north_avg_daily_psi,Good
2017-01-22,30.33,28.33,30.83,29.58,25.08,28.83,east_avg_daily_psi,Good
2017-01-23,26.75,29.08,29.0,24.25,27.75,27.37,south_avg_daily_psi,Good
2017-01-24,24.67,21.08,21.42,16.92,20.58,20.93,north_avg_daily_psi,Good
2017-01-25,31.5,17.08,27.25,17.83,21.25,22.98,north_avg_daily_psi,Good
2017-01-26,38.83,34.33,38.5,25.17,31.58,33.68,north_avg_daily_psi,Good
2017-01-27,40.5,36.75,43.5,33.25,38.92,38.58,east_avg_daily_psi,Good
2017-01-28,50.58,47.33,49.5,47.75,45.42,48.12,north_avg_daily_psi,Good
2017-01-29,37.25,34.42,37.42,33.08,32.25,34.88,east_avg_daily_psi,Good
2017-01-30,33.25,33.75,34.83,34.33,30.25,33.28,east_avg_daily_psi,Good
2017-01-31,26.75,31.92,32.67,28.58,31.92,30.37,east_avg_daily_psi,Good
2017-02-01,38.75,40.17,42.67,31.75,40.08,38.68,east_avg_daily_psi,Good
2017-02-02,53.5,54.25,55.08,52.75,53.75,53.87,east_avg_daily_psi,Moderate
2017-02-03,57.67,59.67,58.58,53.5,58.67,57.62,south_avg_daily_psi,Moderate
2017-02-04,34.5,40.17,41.25,37.0,34.08,37.4,east_avg_daily_psi,Good
2017-02-05,42.33,39.92,40.33,36.25,39.58,39.68,north_avg_daily_psi,Good
2017-02-06,34.33,36.83,41.25,32.75,29.58,34.95,east_avg_daily_psi,Good
2017-02-07,38.42,37.25,43.83,31.0,31.33,36.37,east_avg_daily_psi,Good
2017-02-08,45.92,51.25,49.0,44.5,45.42,47.22,south_avg_daily_psi,Good
2017-02-09,60.92,58.0,59.83,54.5,57.17,58.08,north_avg_daily_psi,Moderate
