date,actual_date,forecast_day,temp_low,temp_high,humidity_low,humidity_high,forecast_summary,forecast_text,wind_speed_low,wind_speed_high,wind_direction,north_avg_daily_psi,south_avg_daily_psi,east_avg_daily_psi,west_avg_daily_psi,central_avg_daily_psi,average_nationwide_psi,highest_region_reading,psi_level_rating,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),avg_daily_relative_humidity,windspeed
24/5/2025,Saturday,Sunday,22.74,32.72,54.92,65.75,Late afternoon showers,Partly Cloudy (Day),9.57,37.04,SSE,36.51,40.59,49.7,39.3,60.89,25.11,south_avg_daily_psi,Good,5.66,0.81,1.67,4.09,26.595,29.3,23.89,7.67,10.43,33.13,3.95
25/5/2025,Sunday,Monday,24.27,33.75,52.69,75.27,Overcast and occasionally windy with intermittent rain.,Showers,9.88,26.19,SSW,33.01,31.63,43.44,53.12,30.14,42.38,central,Good,17.99,5.91,14.54,14.7,28.985,31.25,26.72,9.43,12.87,71.13,2.86
26/5/2025,Monday,Tuesday,23.51,34.28,57.31,81,Thundery showers in the morning.,Fair & Warm,0,28.75,SSW,38.87,58.42,34.72,34.36,40.63,47.49,east_avg_daily_psi,Good,14.78,1.61,6.32,9.85,27.545,30.03,25.06,5.79,9.53,0,3.14
27/5/2025,Tuesday,Wednesday,24.81,30.9,42.4,70.5,Early hours and pre-dawn hours thundery showers,Heavy Thundery Showers,5.9,20.75,VARIABLE,23.29,34.93,28.08,43.81,44.61,40.1,west,Good,8.28,1.57,1.58,6.04,30.36,32.79,27.93,5.68,7.82,119.1,4.98
28/5/2025,Wednesday,Thursday,24.78,34.09,43,65.1,Morning thundery showers ,Fair & Warm,4.33,22,SW,53.93,45.25,22.32,31.52,42.85,20.69,central_avg_daily_psi,Good,2.57,0.58,1.62,1.66,28.64,31.42,25.86,8.57,11.08,41.62,4.13
29/5/2025,Thursday,Friday,25.2,33.53,70.97,87.16,Showers during the early hours.,Hazy,10.67,30.09,NNE,49.06,41.85,51.61,38.81,46.69,31.34,west_avg_daily_psi,Good,8.65,0.84,2.8,4.34,27.085,29.59,24.58,8.14,10.87,38.61,5.07
30/5/2025,Friday,Saturday,25.03,32.89,63.37,64.02,Windy with afternoon occasional showers.,Showers,12.79,18.53,W,52.32,47.07,38.53,55.09,28.53,33.5,south_avg_daily_psi,Good,7.41,1.42,4.38,6.81,28.515,31.4,25.63,6.21,10.17,0,4.21
31/5/2025,Saturday,Sunday,24.84,36.32,54.93,79.08,Early hours and predawn hours thundery showers and again in the afternoon.,Heavy Rain,1.89,17.26,NNE,32.33,136,36.1,52.32,55.14,45.19,south_avg_daily_psi,Good,17.14,12.4,12.44,13.38,27.795,29.72,25.87,5.38,8.04,53.88,1.73
1/6/2025,Sunday,Monday,23.95,34.53,71.07,71.19,Occasionally windy with late afternoon passing showers.,Heavy Rain,12.96,13.42,SW,60.41,44.25,16.86,36.5,37.56,36.78,north,Good,9.77,2.03,6.74,9.31,27.65,29.39,25.91,6.94,9.97,32.39,3.67
2/6/2025,Monday,Tuesday,25.89,33.95,50.97,66.75,Morning thundery showers,Showers,1.74,29.81,N,50.77,51.24,38.72,46.98,43.14,44.65,central,Good,6.54,0.37,1.37,1.52,28.94,31.12,26.76,6.63,9.6,1.15,2.39
3/6/2025,Tuesday,Wednesday,24,32.59,61.7,70.7,"Periods of showers, heavy at times",Partly Cloudy (Day),5.59,23.94,SW,62.46,17.12,28.12,29.58,31.77,50.47,central,Moderate,4.2,0.37,1.84,1.85,30.205,31.73,28.68,8.65,11.01,27.97,0.85
4/6/2025,Wednesday,Thursday,24.19,33.27,51.77,61.72,Occasionally windy. Passing showers in the late afternoon.,Heavy Rain,4.55,12.3,SSW,44.72,44.38,44.41,195,31.42,30.04,west_avg_daily_psi,Good,12.67,5.25,5.5,10.02,26.45,29.19,23.71,9.27,12.52,31.27,2.31
5/6/2025,Thursday,Friday,22.69,33.55,51.47,72.83,Occasionally windy with passing showers.,Passing Showers,6.95,30.18,E,41.26,47.82,33.24,49.12,60.33,8.18,central,Good,8.52,0.09,0.14,2.52,29.585,31.95,27.22,6.29,9.34,16.33,1.47
6/6/2025,Friday,Saturday,24.81,33.44,60.05,78,Windy. Late afternoon showers. ,Showers,7.61,14.08,NNE,56.75,20.57,34.94,49.66,45.63,42.84,central,Good,5.8,1.46,4.26,5.44,28.63,31.09,26.17,9.31,13.02,21.12,2.8
7/6/2025,Saturday,Sunday,24.59,32.95,62.45,72.82,"Cloudy with moderate rain, heavy at times",Partly Cloudy (Day),13.04,11.52,SSW,45.45,25.98,35.29,53.38,40.66,18.83,south_avg_daily_psi,Good,10.87,3.62,7.65,8.2,26.38,28.01,24.75,5.35,9.18,107.63,4.28
8/6/2025,Sunday,Monday,23.35,31.74,68.03,80.06,Hazy and warm.,Heavy Rain,12,8.47,SW,48.86,42.98,35.11,57.88,17.24,48,west,Good,8.82,0.78,1.92,4.18,26.57,28.18,24.96,6.27,8.6,0,1.24
9/6/2025,Monday,Tuesday,23.07,33.03,65.39,51.46,Afternoon Showers  ,Heavy Rain,14.74,20.84,S,31.44,28.99,29.87,50.73,36.09,32.81,south,Good,5.97,0.69,1.1,2.9,29.305,31.72,26.89,6.87,10.62,87.6,3.78
10/6/2025,Tuesday,Wednesday,24.37,32.54,70.6,72.38,Early hours and predawn hours thundery showers and again in the afternoon.,Heavy Showers,15.49,29.18,WNW,47.49,47,52.48,48.42,49.57,40.24,south_avg_daily_psi,Good,8.52,2.99,5.75,6.77,27.975,30.82,25.13,6.06,9.6,61.19,1.56
11/6/2025,Wednesday,Thursday,24.36,32.94,70.85,59.43,Late afternoon showers.,Heavy Thundery Showers,4.68,18.52,ENE,39.72,39.59,52.05,39.01,26.83,27.09,central_avg_daily_psi,Good,11.79,0.26,3.13,11.29,27.145,29.81,24.48,7.59,11.27,31.95,1
12/6/2025,Thursday,Friday,23.44,33.21,39.7,83.52,Early hours and pre-dawn thundery showers.,Passing Showers,9.74,27.48,N,66.41,35.96,45.67,51.18,47.6,45.39,north_avg_daily_psi,Good,10.68,7.91,8.06,9.4,29.425,31.8,27.05,7,9.46,24.1,4.35
13/6/2025,Friday,Saturday,25.6,33.16,87.14,75.88,Cloudy. Light rain in the morning.,Heavy Rain,13.52,28.84,NW,38.26,37.68,36.92,34.48,24.33,43.78,west,Good,10.54,3.04,8.1,9.18,26.625,28.47,24.78,7.61,10.81,18.44,0
14/6/2025,Saturday,Sunday,23.96,32.3,63.41,80.79,"Periods of showers, heavy at times and with thunder",Fair & Warm,7.46,18.35,SSE,29.91,27.6,44.58,34.84,37.8,49.11,east_avg_daily_psi,Good,4.05,2.54,3.34,3.76,28.705,31.41,26,8.15,11.16,90.84,1.46
15/6/2025,Sunday,Monday,25.77,31.96,58.71,73.77,Afternoon Showers  ,Passing Showers,11.84,28.95,W,44.09,45.76,40.93,35.99,51.12,32.07,west,Good,5.88,3.29,4.12,4.14,27.37,29.4,25.34,9.5,11.85,96.66,2.17
16/6/2025,Monday,Tuesday,23.99,32.54,69.4,74.45,Late afternoon showers.,Light Showers,18.84,25.36,SW,125,48.98,28.29,50.19,37.7,38.02,central_avg_daily_psi,Good,3.37,1.09,2.86,3.01,29.625,32.52,26.73,5.19,7.6,18.04,4.28
17/6/2025,Tuesday,Wednesday,25.1,33.28,49.35,58.27,Cloudy.,Partly Cloudy (Day),5.64,14.78,S,35.54,33.89,40.55,55.68,37.19,42.68,east,Good,2.72,0.67,2.39,2.5,27.33,29.85,24.81,7.62,9.98,34.6,1.98
18/6/2025,Wednesday,Thursday,24.39,33.2,65.91,60.01,Cloudy with occasional light to moderate rain in the morning and afternoon.,Heavy Thundery Showers,0,18.79,NW,53.48,49.25,49.94,22.11,45.59,43.66,central_avg_daily_psi,Good,5.96,0.18,1.98,2.72,27.51,29.74,25.28,5.72,9.52,85.24,0.22
19/6/2025,Thursday,Friday,23.96,32.43,59.52,62.68,Generally fair and occasionally windy.,Heavy Thundery Showers,10.24,8.88,W,53.44,34.53,58.45,47.89,43.33,27.58,east_avg_daily_psi,Good,3.94,0.33,1.22,2.43,30.405,33.09,27.72,6.35,9.04,103.22,1.1
20/6/2025,Friday,Saturday,23.91,33.66,41.25,56.07,Morning Thundery Showers.,Hazy,5.68,11.88,NNW,52.87,35.56,51.82,25.61,35.32,36.79,west_avg_daily_psi,Good,5.67,0.25,0.59,5.04,27.7,30.63,24.77,6.31,9.61,111.89,0.5
21/6/2025,Saturday,Sunday,24.03,34.54,45.75,62.14,"Late morning and afternoon thundery showers

",Heavy Thundery Showers,7.03,19.58,VARIABLE,61.51,17.38,40.43,40.24,29.41,52.2,east_avg_daily_psi,Moderate,2.81,0.67,0.69,2.56,26.975,29,24.95,7.73,11.27,79.68,0
22/6/2025,Sunday,Monday,23.63,33.12,68.26,68.98,Occasionally windy. Afternoon passing showers,Light Showers,11.24,28.32,ENE,44.85,40.78,28.05,37.76,53.16,40.39,south_avg_daily_psi,Good,13.32,5.83,9.12,9.37,28.02,30.55,25.49,7.58,10,106.11,3.7
23/6/2025,Monday,Tuesday,23.97,36.42,59.49,60.86,Windy with passing showers in the afternoon.,Cloudy,18.2,15.43,S,44.7,43.63,49.83,34.75,43.81,31.35,west_avg_daily_psi,Good,6.11,0.1,1.17,1.4,27.235,29.51,24.96,6.95,9.16,58.48,4.65
24/6/2025,Tuesday,Wednesday,24.48,33.82,57,58.31,Partly cloudy and occasionally windy.,Heavy Showers,0.25,28.35,ESE,29.53,49.82,33.15,43.77,45.45,39.53,central_avg_daily_psi,Good,20.34,1.4,3.58,4.97,28.435,30.92,25.95,5.05,8.91,0,4.71
25/6/2025,Wednesday,Thursday,25.12,31.88,71.27,68.54,Late afternoon thundery showers ,Hazy,10.88,13.68,N,37.73,37.76,30.22,39.23,46.3,27.11,north_avg_daily_psi,Good,14.84,4.13,9.52,11.6,27.235,29.8,24.67,7.23,10.78,24.11,1.91
26/6/2025,Thursday,Friday,24.64,33.18,53.63,62.57,Late afternoon thundery showers.,Cloudy,12.46,9.88,VARIABLE,56.14,40.72,30.1,53.76,51.67,38.78,north_avg_daily_psi,Good,7.06,2.51,2.93,4.93,26.155,27.79,24.52,6.9,9.93,36.68,0.49
27/6/2025,Friday,Saturday,24.1,32.47,51.05,73.26,Early hours and predawn hours thundery showers.,Slightly Hazy,13.41,18.36,ENE,26.18,55.96,40.13,52.49,49.77,47.04,south,Good,8.64,2.79,4.46,5.28,26.57,28.86,24.28,8.01,11.01,45.04,1.93
28/6/2025,Saturday,Sunday,23.91,32.26,53.36,56.04,Afternoon thundery showers,Heavy Thundery Showers,1.26,25.63,SW,32.13,35.24,65.18,42.74,56.44,30.42,east_avg_daily_psi,Good,12.32,1.41,5.39,8.24,26.705,28.65,24.76,5.42,7.74,74.77,0.43
29/6/2025,Sunday,Monday,25.22,32.77,34.53,63.56,Occasional showers clearing in the afternoon,Moderate Rain,19.71,16.88,NE,46.33,44.16,32.18,32.99,26.19,70.33,west,Moderate,7.85,1.39,1.52,4.83,27.915,30.08,25.75,5.2,7.63,76.08,2.81
30/6/2025,Monday,Tuesday,24.72,34.12,50.44,60.31,"Windy. Periods of showers, at times with thunder.",Heavy Thundery Showers,3.86,17.4,E,50.72,29.08,50.4,27.96,51.44,49.15,south_avg_daily_psi,Good,15.59,1.3,1.62,2.51,28.575,30.42,26.73,8.51,11.37,33,4.35
1/7/2025,Tuesday,Wednesday,24.52,31.64,59.78,62.43,Occasionally windy. Afternoon thundery showers.,Partly Cloudy (Day),13.83,18.6,NNW,54.22,31.54,24.95,34.41,33.61,67.11,east_avg_daily_psi,Moderate,7.63,1.36,4.23,6.46,27.61,29.76,25.46,6.54,8.98,17.75,0
2/7/2025,Wednesday,Thursday,23.58,33.44,50.61,66.26,Partly cloudy and occasionally windy.,Showers,11.63,10.1,W,29.21,47.87,34.92,36.36,40.75,39.46,south_avg_daily_psi,Good,12.53,5.78,8.45,9.14,28.365,30.97,25.76,6.69,9.61,0,3.18
3/7/2025,Thursday,Friday,24.68,33.91,51.46,83.19,Pre-dawn and morning thundery showers,Moderate Rain,8.75,17.4,WNW,30.07,49.47,51.16,45.64,57.27,38.64,north_avg_daily_psi,Good,12.44,3.58,4.92,8.3,29.565,32.45,26.68,5.72,8.21,25.15,0
4/7/2025,Friday,Saturday,24.96,34.37,41.98,80.2,Showers,Slightly Hazy,15.14,18.48,W,35.54,54.46,32.18,36.21,42.34,25.74,north_avg_daily_psi,Good,7.45,3.37,6.61,6.94,27.2,28.93,25.47,7.04,9.19,15.72,3.83
5/7/2025,Saturday,Sunday,24.6,32.59,74.35,75.76,Partly cloudy except for showers in the afternoon.,Fair (Day),12.45,21.84,ENE,38.26,43.12,53.38,51.91,41.49,54.63,north,Moderate,11.34,0.56,1.03,8.27,26.605,29.22,23.99,9.65,12.38,61.96,0
6/7/2025,Sunday,Monday,23.36,35.06,39.48,89.99,Occasional afternoon showers,Fair (Day),0.96,24.31,WSW,25.44,42.95,46.73,60.42,30.17,45.52,north,Good,7.8,3.09,3.18,5.97,26.14,29.13,23.15,4.58,8.56,20.37,3.14
7/7/2025,Monday,Tuesday,24.22,32.66,55.15,65.9,Late afternoon and evening thundery showers ,Light Rain,10.35,18.29,W,31.16,30.07,57.71,49.74,36.5,49.98,north,Good,8.62,0.44,2.55,4.14,29.005,31.44,26.57,8.91,11.83,57.71,2.31
8/7/2025,Tuesday,Wednesday,23.98,33.79,53.96,83.33,Pre-dawn hours and early morning thundery showers.,Passing Showers,16.58,22.18,N,41.61,37.31,48.16,49.52,30.28,34.44,south_avg_daily_psi,Good,3.39,0.91,1.7,2.13,29.255,31.46,27.05,5.92,8.12,49.48,2.61
9/7/2025,Wednesday,Thursday,24.06,32.13,37.99,79.99,Late afternoon and evening thundery showers,Slightly Hazy,10.69,29.55,W,49.89,41.24,40.41,44.46,34.41,40.27,east_avg_daily_psi,Good,6.28,3.83,3.96,4.73,27.94,30.73,25.15,7.3,9.91,125.03,2.84
10/7/2025,Thursday,Friday,23.34,32.36,58.91,64.53,Late afternoon and evening thundery showers,Light Showers,8.43,24,SSW,34.26,41.64,38.17,46.57,31.45,64.49,east_avg_daily_psi,Moderate,25.1,3.98,7.92,14.66,27.99,30.99,24.99,7.38,10.85,48.27,3.85
11/7/2025,Friday,Saturday,25.24,31.46,58,72.72,Fair and occasionally windy ,Heavy Thundery Showers with Gusty Winds,6.22,30.51,N,34.18,27.95,62.02,12.7,37.64,34.63,east_avg_daily_psi,Good,5.97,0.6,2.41,3.27,27.395,28.99,25.8,7.66,11.15,0,3.77
12/7/2025,Saturday,Sunday,24.21,32.53,66.62,104.27,Cloudt. Late morning and afternoon thundery showers.,Passing Showers,8.51,31.69,SSW,38.89,44.37,47.3,23.5,52.32,45.72,west_avg_daily_psi,Good,3.26,1.1,2.15,2.36,26.895,28.69,25.1,6.78,10.66,14.42,2.99
13/7/2025,Sunday,Monday,24.01,34.09,51.64,72.16,Occasionally windy. Late afternoon and evening thundery showers.,Heavy Thundery Showers with Gusty Winds,12.08,19.74,E,34.82,30.71,54.94,30.54,48.69,31.84,east,Good,13.69,4.14,9.76,11.87,28.08,29.66,26.5,5.74,8.8,47.49,4.11
14/7/2025,Monday,Tuesday,23.57,33.76,56.01,89.91,Occasionally windy. Afternoon thundery showers.,Thundery Showers,6.48,21.26,ENE,46.13,39.54,32.36,33.36,42.69,20.61,east,Good,6.16,2.3,2.84,5.47,29.34,31.81,26.87,8.39,12.31,86.48,0.25
15/7/2025,Tuesday,Wednesday,24.24,33.93,36.55,58.08,Showers in the late afternoon,Thundery Showers,3.06,31.4,SSW,49.78,48.53,42.36,50.66,47.81,43.74,central_avg_daily_psi,Good,18.25,2.53,4.83,7.76,26.535,28.17,24.9,4.29,7.91,24.58,0
16/7/2025,Wednesday,Thursday,23.69,33.07,50.32,58.61,Pre-dawn hours and early morning thundery showers. Late afternoon thundery showers.,Partly Cloudy (Day),12.41,21.22,N,50.06,41.25,36.71,45.78,40.92,26.5,south,Good,12.01,1.41,1.54,1.65,27.69,29.24,26.14,3.53,7.4,65.37,1.41
17/7/2025,Thursday,Friday,24.74,32.97,71.42,58.71,Fair and windy,Fair & Warm,9.08,13.79,NNW,25.9,35.15,47.43,55.04,35.18,29.18,central,Good,8.88,1.41,3.77,6.97,28.515,31.39,25.64,8.35,10.7,59.88,2.69
18/7/2025,Friday,Saturday,24.85,31.8,91.92,67.54,Passing showers in the afternoon.,Heavy Thundery Showers with Gusty Winds,6.21,13.44,SW,42.17,29.7,43.3,53.83,38.18,23.9,east_avg_daily_psi,Good,2.4,0.57,0.85,1.77,26.915,28.64,25.19,6.51,9.03,119.46,6.12
19/7/2025,Saturday,Sunday,24.81,32.81,52.49,81.22,Slightly hazy.,Fair (Day),7.27,25.83,WSW,51.04,43.4,59.17,40.14,41.12,55.05,east,Moderate,13.06,2.43,3.38,5.83,28.77,30.37,27.17,5.92,7.94,28,1.32
20/7/2025,Sunday,Monday,23.68,33.5,40.01,72.71,Overcast and occasionally windy with intermittent rain.,Partly Cloudy (Day),8.72,30.63,WNW,43.58,30.03,47.15,25.72,38.6,52.88,west_avg_daily_psi,Moderate,16.13,1.73,5.06,6.56,27.755,30.26,25.25,6.22,8.77,50.83,0
21/7/2025,Monday,Tuesday,22.38,34.43,58.85,64.75,Late morning and early afternoon thundery showers. ,Heavy Thundery Showers,15.54,13.14,NW,36.19,54.19,23.04,36.28,28.73,44.39,central_avg_daily_psi,Good,11.8,6.63,6.75,10.29,28.65,30.49,26.81,6.49,10.28,103,2.78
22/7/2025,Tuesday,Wednesday,25.26,32.97,48.36,75.38,Occasionally windy. Late morning and early afternoon thundery showers.,Moderate Rain,0,14.28,VARIABLE,49.67,26,45.58,47.1,30.36,174,east,Unhealthy,5.98,1.64,4.88,5.82,28.73,31.5,25.96,7.64,9.91,18.76,2.51
23/7/2025,Wednesday,Thursday,24.94,31.88,39.78,68.03,"Periods of showers, heavy at times",Windy,11.85,24.14,SE,34.91,27.67,51.44,34.28,37.22,57.27,east_avg_daily_psi,Moderate,5.85,0.11,1.18,4.34,29.23,31.27,27.19,8.12,11.75,0,3.61
24/7/2025,Thursday,Friday,23.68,32.65,60.81,57.99,"Cloudy. Showers in the early and predawn hours. Thundery showers in the late morning and afternoon, heavy at times.",Heavy Rain,0,17.49,S,40.12,32.76,31.76,39.1,53.73,43.42,south_avg_daily_psi,Good,4.78,0.48,1.95,2.34,28.91,31.51,26.31,8.19,11.44,0,0
25/7/2025,Friday,Saturday,24.92,32.06,55.91,57.48,Afternoon showers,Showers,5.55,31.37,SSE,37.57,38.88,53.1,45.98,33.4,64.26,north_avg_daily_psi,Moderate,6.16,2.01,5.39,6.01,28.405,30.45,26.36,5.81,8.02,61.47,1.25
26/7/2025,Saturday,Sunday,24.64,33.37,46.53,62.47,Predawn hours and early morning thundery showers with gusty wind.,Light Showers,13.52,22.24,W,31.05,50.97,28.05,39.2,115,40.16,west,Good,7.7,1.22,1.53,1.74,28.71,30.98,26.44,7.54,11.54,50.75,3.47
27/7/2025,Sunday,Monday,24.13,32.1,57.56,78.06,Late morning thundery showers.,Windy,11.75,24.36,SSE,40.47,36.09,27.63,34.81,25.4,35.57,north_avg_daily_psi,Good,5.66,0.91,3.55,4.49,26.78,28.3,25.26,9.57,12.89,85.5,2.66
28/7/2025,Monday,Tuesday,23.7,34.13,54.4,79.06,Cloudy. Occasionally windy with periods of showers.,Fair (Day),18.53,15.19,NW,34.63,43.2,40.87,30.52,42.83,25.52,central_avg_daily_psi,Good,6.66,0.08,3.55,3.92,28.005,30.19,25.82,6.66,10.21,82.83,1.33
29/7/2025,Tuesday,Wednesday,24.85,32.66,59.22,81.26,Afternoon and evening thundery showers ,Partly Cloudy (Day),11.07,16.59,VARIABLE,21.14,38.28,34.57,45.24,35.11,28.68,south,Good,11.92,3.88,8.17,11.76,28.93,31.28,26.58,7.25,9.74,102.06,4.13
30/7/2025,Wednesday,Thursday,23.82,34.84,73.55,74.89,Late morning early afternoon thundery showers.,Slightly Hazy,14.15,19.36,N,55.46,34.95,65.32,39.19,32.13,41.4,north,Good,3.08,0.27,2.65,2.95,28.455,30.4,26.51,7.74,9.78,46.17,1.72
31/7/2025,Thursday,Friday,22.35,35.35,51.92,71.75,Cloudt. Late morning and afternoon thundery showers.,Light Rain,8.48,26.78,SSW,43.47,45.35,44.8,41.04,32.98,37.44,south_avg_daily_psi,Good,8.85,4.04,4.41,5,27.07,28.83,25.31,8.26,11.8,123.37,2.53
1/8/2025,Friday,Saturday,25.13,34.05,63.88,81.31,Predawn hours and afternoon thundery showers.,Showers,6.01,16.87,NW,38.99,48.02,30.26,50.06,35.22,135,east_avg_daily_psi,Unhealthy,3.73,0.7,1.34,1.66,28.205,31.04,25.37,7.12,11,107.58,4.02
2/8/2025,Saturday,Sunday,24.77,33.4,49.17,56.58,Morning showers. Late afternoon thundery showers.,Fair (Day),15.39,9.3,NNW,50.6,48.79,34.68,52.6,49.6,47.21,east,Good,7.38,1.62,1.99,3.44,26.435,29.18,23.69,7.34,9.54,26.47,1.87
3/8/2025,Sunday,Monday,24.59,32.79,75.96,69.68,Late morning and early afternoon  thundery showers,Heavy Thundery Showers with Gusty Winds,4.1,29.78,SSW,43.3,198,41.57,46.84,38.91,35.01,north_avg_daily_psi,Good,5.9,2.71,3.82,5.78,27.405,29.37,25.44,6.43,9.86,64.29,1.3
4/8/2025,Monday,Tuesday,24.55,32.14,65.18,63.96,Late morning and early afternoon passing showers,Partly Cloudy (Day),14.34,26.74,NNW,30.81,38.56,26.66,44.05,20.73,22.69,north_avg_daily_psi,Good,12.1,0.09,1.63,4.82,26.92,28.54,25.3,7.65,10.36,39.45,0.96
5/8/2025,Tuesday,Wednesday,23.4,30.75,58.1,73.06,Early hours and pre-dawn hours thundery showers,Moderate Rain,9.12,21.34,S,36.24,19.07,32.25,47.66,33.43,39.32,central,Good,13.3,3.25,5.07,7.31,25.905,27.61,24.2,6.72,10.62,104.82,1.97
6/8/2025,Wednesday,Thursday,23.9,32.82,72.13,64.67,Afternoon and evening thundery showers,Slightly Hazy,4.65,25.39,VARIABLE,30.76,38.24,29.81,22.2,37.33,48.8,central,Good,5.66,3.17,3.69,5.43,26.815,28.57,25.06,6.22,8.32,45.01,0
7/8/2025,Thursday,Friday,24.86,34.4,45.7,79.25,Late morning and early afternoon thundery showers. ,Cloudy,10.42,10.22,WSW,47.95,23.63,47.37,28.3,34.24,48.27,east_avg_daily_psi,Good,4.78,3.26,3.56,4.54,27.04,28.87,25.21,7.59,11.31,0,4.17
8/8/2025,Friday,Saturday,24.66,31.41,35.23,62.41,"Afternoon passing showers, extending into the evening",Moderate Rain,7.72,23.06,NE,41.78,32.06,32,41.55,14,38.89,east,Good,7.49,2.13,5.58,7.19,27.575,30.11,25.04,6.59,9.05,76.06,1.3
9/8/2025,Saturday,Sunday,23.17,31.54,48.93,57.71,Early hours and predawn hours thundery showers with gusty winds.,Moderate Rain,9.43,22.24,NW,43.95,52.14,47.39,38.96,47.77,54,north,Moderate,2.32,1.22,1.35,2.04,28.04,29.98,26.1,6,8.8,54.17,2.77
10/8/2025,Sunday,Monday,23.72,32.22,23.63,62.64,Cloudy. Afternoon showers,Light Showers,5.48,14.46,W,35,43.4,54.75,42.36,48.56,43.71,north,Good,9.38,2.04,2.74,3.9,26.185,28.64,23.73,6.59,9.41,80.9,3.97
11/8/2025,Monday,Tuesday,25.21,33.23,72.47,74.12,Cloudy and windy with light rain in the morning.,Passing Showers,10.86,18.14,NNE,52,37.7,36.11,55.56,49.24,36.32,west,Good,7.44,2.12,3.04,5.55,28.31,30.78,25.84,7.9,10.13,43.5,2.37
12/8/2025,Tuesday,Wednesday,24.12,32.9,57.45,48.91,Slightly hazy and warm.,Hazy,7.35,23.55,ESE,53.59,51.73,31.43,19.83,55.67,43.35,north,Good,13.52,0.18,1.49,7,27.055,28.62,25.49,7.54,10.38,80.81,2.52
13/8/2025,Wednesday,Thursday,24.41,32.89,65.47,74.88,Late afternoon showers,Fair & Warm,7.39,22.33,NE,46.7,47.86,52.95,32.94,41.84,37.68,east,Good,6.41,1.95,3.14,3.26,26.145,28.42,23.87,7.29,11.09,66.5,4.89
14/8/2025,Thursday,Friday,23.86,33.22,68.83,77,Thundery showers over many areas in the late morning and afternoon. ,Showers,10.76,14.57,NE,19.2,19.42,38.05,38.83,23.8,59.93,north_avg_daily_psi,Moderate,7.42,4.1,5.23,7.14,30.37,33.08,27.66,10.79,13.14,76.64,0
15/8/2025,Friday,Saturday,23.59,32.22,36.7,66.63,Cloudy with occasional showers.,Heavy Showers,9.12,16.19,NE,22.85,32.81,36.38,54.58,48.94,39.9,west_avg_daily_psi,Good,13.44,3.62,4.4,5.22,28.75,31.25,26.25,6.64,10.22,48.33,2.64
16/8/2025,Saturday,Sunday,23.97,33.45,60.96,62.37,Fair and Warm,Light Showers,12.34,30.84,WSW,102,51.87,39.91,52.39,34.88,25.6,south_avg_daily_psi,Good,7.27,0.47,2.91,3.83,28.225,30.95,25.5,6.16,8.85,44.26,2.31
17/8/2025,Sunday,Monday,23.87,32.28,47.96,68.84,Fair and windy.,Hazy,18.06,18.57,SSW,31.61,32.13,30.45,16.09,40.22,37.98,north_avg_daily_psi,Good,3.91,0.55,2.06,3.44,28.205,30.2,26.21,5.6,9.16,0,3.1
18/8/2025,Monday,Tuesday,24.51,32.21,44.37,74.15,Pre-dawn and early morning thundery showers with gusty winds.,Passing Showers,16.78,12.22,WNW,45.72,33.78,41.62,34.69,42.73,40.34,east_avg_daily_psi,Good,5.19,3.08,3.51,3.63,27.41,29.36,25.46,7.25,9.3,0.45,0.49
19/8/2025,Tuesday,Wednesday,25.22,32.67,57.08,73.16,Occasionally windy with passing showers.,Passing Showers,4.14,22.69,VARIABLE,40.28,49.11,40.15,32.73,52.63,31.97,west_avg_daily_psi,Good,7.24,2.76,3.38,6.52,30.085,32.46,27.71,7.59,10.99,50.06,3.89
20/8/2025,Wednesday,Thursday,25.92,34.97,65.49,87.71,Occasionally windy. Late afternoon thundery showers.,Partly Cloudy (Day),10.97,13.42,SSW,43.86,34.44,38.19,35.56,32.49,45.69,west_avg_daily_psi,Good,1.66,0.53,0.97,1.21,27.605,30.42,24.79,8.04,11.29,80.46,3.28
21/8/2025,Thursday,Friday,24.2,34.62,39.8,72.22,Partly cloudy and occasionally windy,Partly Cloudy (Day),7.95,15.92,VARIABLE,34.63,17.88,26.25,48.7,55.54,38.71,north_avg_daily_psi,Good,6.14,1.14,2.09,2.19,26.995,29.01,24.98,7.23,9.41,42.42,2.14
22/8/2025,Friday,Saturday,25.31,34.1,49.5,68.6,Fair and occasionally windy ,Windy,5.29,15.59,SE,27.68,48.97,33.37,44.3,45.16,32.52,north,Good,12.72,2.26,5.83,10.41,28.55,31.5,25.6,6.83,10.53,82.93,5.84
23/8/2025,Saturday,Sunday,23.74,31.94,56.22,88.02,Pre-dawn thundery showers with gusty winds.,Passing Showers,13.11,23.58,WNW,38.99,27.64,52.87,26.05,42.25,36.57,south,Good,4.65,1.68,3.04,3.14,27.535,30.26,24.81,6.9,10.7,42.26,0
24/8/2025,Sunday,Monday,23.73,33.52,51.24,68.09,"Early hours, pre-dawn hours and afternoon thundery showers",Hazy,13.61,9.87,SW,36.12,45.13,39.07,44.27,50.48,22.14,east,Good,4.27,1.19,1.23,2.05,28.115,30.88,25.35,7.18,10.89,21.19,0.87
