record_date,forecast_timestamp,forecast_date,day,temp_low,temp_high,humidity_low,humidity_high,forecast_summary,forecast_text,wind_speed_low,wind_speed_high,wind_direction
2017-05-05,2017-05-08T00:00:00+08:00,08/05/2017,Monday,24,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,25,W
2017-05-05,2017-05-09T00:00:00+08:00,09/05/2017,Tuesday,24,33,60,95,Predawn hours and early morning thundery showers.,Thundery Showers,15,25,WSW
2017-05-06,2017-05-07T00:00:00+08:00,07/05/2017,Sunday,25,34,55,95,Afternoon thundery showers.,Thundery Showers,10,20,WNW
2017-05-06,2017-05-08T00:00:00+08:00,08/05/2017,Monday,24,33,55,95,Morning thundery showers.,Thundery Showers,10,25,W
2017-05-06,2017-05-09T00:00:00+08:00,09/05/2017,Tuesday,23,33,60,95,Predawn hours and early morning thundery showers.,Thundery Showers,15,25,WSW
2017-05-06,2017-05-10T00:00:00+08:00,10/05/2017,Wednesday,23,32,60,95,Predawn hours and early morning thundery showers.,Thundery Showers,15,25,SW
2017-05-07,2017-05-08T00:00:00+08:00,08/05/2017,Monday,24,33,65,95,Morning thundery showers.,Thundery Showers,10,25,WSW
2017-05-07,2017-05-09T00:00:00+08:00,09/05/2017,Tuesday,23,32,65,95,Predawn and early morning thundery showers.,Thundery Showers,15,25,WSW
2017-05-07,2017-05-10T00:00:00+08:00,10/05/2017,Wednesday,23,32,65,95,Predawn and early morning thundery showers.,Thundery Showers,15,25,SW
2017-05-07,2017-05-11T00:00:00+08:00,11/05/2017,Thursday,24,33,65,95,Morning thundery showers.,Thundery Showers,10,25,SW
2017-05-08,2017-05-09T00:00:00+08:00,09/05/2017,Tuesday,23,32,60,95,Early hours and predawn hours thundery showers.,Thundery Showers,10,25,SW
2017-05-08,2017-05-10T00:00:00+08:00,10/05/2017,Wednesday,23,32,60,95,Predawn hours and early morning thundery showers.,Thundery Showers,10,25,SW
2017-05-08,2017-05-11T00:00:00+08:00,11/05/2017,Thursday,24,33,60,95,Morning thundery showers.,Thundery Showers,10,25,SW
2017-05-08,2017-05-12T00:00:00+08:00,12/05/2017,Friday,24,33,60,95,Morning thundery showers.,Thundery Showers,15,25,SW
2017-05-09,2017-05-10T00:00:00+08:00,10/05/2017,Wednesday,23,32,60,95,Predawn hours and early morning thundery showers.,Thundery Showers,10,25,SW
2017-05-09,2017-05-11T00:00:00+08:00,11/05/2017,Thursday,24,33,60,95,Morning thundery showers.,Thundery Showers,10,25,SW
2017-05-09,2017-05-12T00:00:00+08:00,12/05/2017,Friday,23,32,60,95,Predawn hours and early morning thundery showers.,Thundery Showers,15,25,WSW
2017-05-09,2017-05-13T00:00:00+08:00,13/05/2017,Saturday,24,33,60,95,Morning thundery showers.,Thundery Showers,15,30,SW
2017-05-10,2017-05-11T00:00:00+08:00,11/05/2017,Thursday,23,32,60,95,Early hours and predawn hours thundery showers.,Thundery Showers,10,25,SW
2017-05-10,2017-05-12T00:00:00+08:00,12/05/2017,Friday,24,32,60,95,Predawn hours and early morning thundery showers.,Thundery Showers,15,25,WSW
2017-05-10,2017-05-13T00:00:00+08:00,13/05/2017,Saturday,24,33,60,95,Morning thundery showers.,Thundery Showers,15,30,SW
2017-05-10,2017-05-14T00:00:00+08:00,14/05/2017,Sunday,24,33,60,95,Morning thundery showers.,Thundery Showers,15,30,SSW
2017-05-11,2017-05-12T00:00:00+08:00,12/05/2017,Friday,24,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,SSW
2017-05-11,2017-05-13T00:00:00+08:00,13/05/2017,Saturday,24,33,60,95,Morning thundery showers.,Thundery Showers,10,25,SSW
2017-05-11,2017-05-14T00:00:00+08:00,14/05/2017,Sunday,24,33,60,95,Morning thundery showers.,Thundery Showers,15,25,S
2017-05-11,2017-05-15T00:00:00+08:00,15/05/2017,Monday,24,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,15,30,S
2017-05-12,2017-05-13T00:00:00+08:00,13/05/2017,Saturday,24,33,55,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,SW
2017-05-12,2017-05-14T00:00:00+08:00,14/05/2017,Sunday,24,32,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,25,SSW
2017-05-12,2017-05-15T00:00:00+08:00,15/05/2017,Monday,24,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,15,25,S
2017-05-12,2017-05-16T00:00:00+08:00,16/05/2017,Tuesday,23,32,65,95,Morning thundery showers.,Thundery Showers,15,30,S
2017-05-13,2017-05-14T00:00:00+08:00,14/05/2017,Sunday,24,32,65,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,25,SSW
2017-05-13,2017-05-15T00:00:00+08:00,15/05/2017,Monday,24,33,65,95,Late morning and early afternoon thundery showers.,Thundery Showers,15,25,S
2017-05-13,2017-05-16T00:00:00+08:00,16/05/2017,Tuesday,23,32,65,95,Morning thundery showers.,Thundery Showers,15,30,S
2017-05-13,2017-05-17T00:00:00+08:00,17/05/2017,Wednesday,23,33,65,95,Morning thundery showers.,Thundery Showers,15,30,S
2017-05-14,2017-05-15T00:00:00+08:00,15/05/2017,Monday,25,33,65,95,Late morning and early afternoon thundery showers.,Thundery Showers,15,25,S
2017-05-14,2017-05-16T00:00:00+08:00,16/05/2017,Tuesday,24,33,60,95,Morning thundery showers.,Thundery Showers,15,30,S
2017-05-14,2017-05-17T00:00:00+08:00,17/05/2017,Wednesday,24,33,60,95,Morning thundery showers.,Thundery Showers,15,30,S
2017-05-14,2017-05-18T00:00:00+08:00,18/05/2017,Thursday,25,33,65,95,Late morning and early afternoon thundery showers.,Thundery Showers,15,30,S
2017-05-15,2017-05-16T00:00:00+08:00,16/05/2017,Tuesday,25,33,65,95,Late morning and early afternoon thundery showers.,Thundery Showers,15,30,SSE
2017-05-15,2017-05-17T00:00:00+08:00,17/05/2017,Wednesday,25,33,65,95,Morning thundery showers.,Thundery Showers,15,30,SSE
2017-05-15,2017-05-18T00:00:00+08:00,18/05/2017,Thursday,25,33,65,95,Late morning and early afternoon thundery showers.,Thundery Showers,15,30,SSE
2017-05-15,2017-05-19T00:00:00+08:00,19/05/2017,Friday,25,33,65,95,Late morning and early afternoon thundery showers.,Thundery Showers,15,25,S
2017-05-16,2017-05-17T00:00:00+08:00,17/05/2017,Wednesday,25,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,15,30,SSE
2017-05-16,2017-05-18T00:00:00+08:00,18/05/2017,Thursday,25,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,15,25,SSE
2017-05-16,2017-05-19T00:00:00+08:00,19/05/2017,Friday,25,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,25,S
2017-05-16,2017-05-20T00:00:00+08:00,20/05/2017,Saturday,25,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,25,SSW
2017-05-17,2017-05-18T00:00:00+08:00,18/05/2017,Thursday,24,32,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,15,25,SSE
2017-05-17,2017-05-19T00:00:00+08:00,19/05/2017,Friday,25,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,25,S
2017-05-17,2017-05-20T00:00:00+08:00,20/05/2017,Saturday,25,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,25,S
2017-05-17,2017-05-21T00:00:00+08:00,21/05/2017,Sunday,24,33,60,95,Morning thundery showers.,Thundery Showers,15,25,SSW
2017-05-18,2017-05-19T00:00:00+08:00,19/05/2017,Friday,25,34,55,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,25,SSE
2017-05-18,2017-05-20T00:00:00+08:00,20/05/2017,Saturday,25,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,SSW
2017-05-18,2017-05-21T00:00:00+08:00,21/05/2017,Sunday,24,33,60,95,Morning thundery showers.,Thundery Showers,15,25,SW
2017-05-18,2017-05-22T00:00:00+08:00,22/05/2017,Monday,24,33,60,95,Morning thundery showers.,Thundery Showers,15,25,S
2017-05-19,2017-05-20T00:00:00+08:00,20/05/2017,Saturday,25,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,SSW
2017-05-19,2017-05-21T00:00:00+08:00,21/05/2017,Sunday,24,33,60,95,Morning thundery showers.,Thundery Showers,15,20,SSW
2017-05-19,2017-05-22T00:00:00+08:00,22/05/2017,Monday,25,34,55,95,Morning thundery showers.,Thundery Showers,15,25,S
2017-05-19,2017-05-23T00:00:00+08:00,23/05/2017,Tuesday,25,33,55,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,S
2017-05-20,2017-05-21T00:00:00+08:00,21/05/2017,Sunday,24,33,60,95,Morning thundery showers.,Thundery Showers,15,30,SW
2017-05-20,2017-05-22T00:00:00+08:00,22/05/2017,Monday,24,33,60,95,Morning thundery showers.,Thundery Showers,10,25,SW
2017-05-20,2017-05-23T00:00:00+08:00,23/05/2017,Tuesday,25,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,SSW
2017-05-20,2017-05-24T00:00:00+08:00,24/05/2017,Wednesday,25,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,15,25,S
2017-05-21,2017-05-22T00:00:00+08:00,22/05/2017,Monday,25,33,60,95,Morning thundery showers.,Thundery Showers,15,25,SW
2017-05-21,2017-05-23T00:00:00+08:00,23/05/2017,Tuesday,25,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,S
2017-05-21,2017-05-24T00:00:00+08:00,24/05/2017,Wednesday,25,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,15,25,SSE
2017-05-21,2017-05-25T00:00:00+08:00,25/05/2017,Thursday,25,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,15,30,SSE
2017-05-22,2017-05-23T00:00:00+08:00,23/05/2017,Tuesday,25,33,60,95,Morning thundery showers.,Thundery Showers,10,25,SSW
2017-05-22,2017-05-24T00:00:00+08:00,24/05/2017,Wednesday,25,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,25,SSE
2017-05-22,2017-05-25T00:00:00+08:00,25/05/2017,Thursday,25,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,25,SSE
2017-05-22,2017-05-26T00:00:00+08:00,26/05/2017,Friday,25,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,25,SSE
2017-05-23,2017-05-24T00:00:00+08:00,24/05/2017,Wednesday,25,33,60,95,Morning thundery showers.,Thundery Showers,10,25,SSE
2017-05-23,2017-05-25T00:00:00+08:00,25/05/2017,Thursday,25,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,25,SSE
2017-05-23,2017-05-26T00:00:00+08:00,26/05/2017,Friday,25,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,25,S
2017-05-23,2017-05-27T00:00:00+08:00,27/05/2017,Saturday,25,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,25,S
2017-05-24,2017-05-25T00:00:00+08:00,25/05/2017,Thursday,25,33,60,95,Morning thundery showers.,Thundery Showers,10,25,SSE
2017-05-24,2017-05-26T00:00:00+08:00,26/05/2017,Friday,25,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,25,SSE
2017-05-24,2017-05-27T00:00:00+08:00,27/05/2017,Saturday,25,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,S
2017-05-24,2017-05-28T00:00:00+08:00,28/05/2017,Sunday,25,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,S
2017-05-25,2017-05-26T00:00:00+08:00,26/05/2017,Friday,25,33,75,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,25,S
2017-05-25,2017-05-27T00:00:00+08:00,27/05/2017,Saturday,25,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,25,SSE
2017-05-25,2017-05-28T00:00:00+08:00,28/05/2017,Sunday,25,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,SSE
2017-05-25,2017-05-29T00:00:00+08:00,29/05/2017,Monday,25,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,S
2017-05-26,2017-05-27T00:00:00+08:00,27/05/2017,Saturday,25,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,SSE
2017-05-26,2017-05-28T00:00:00+08:00,28/05/2017,Sunday,26,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,SSE
2017-05-26,2017-05-29T00:00:00+08:00,29/05/2017,Monday,26,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,15,SSE
2017-05-26,2017-05-30T00:00:00+08:00,30/05/2017,Tuesday,26,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,SE
2017-05-27,2017-05-28T00:00:00+08:00,28/05/2017,Sunday,25,33,65,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,25,SSE
2017-05-27,2017-05-29T00:00:00+08:00,29/05/2017,Monday,25,33,65,95,Late morning and early afternoon thundery showers.,Thundery Showers,15,25,SSE
2017-05-27,2017-05-30T00:00:00+08:00,30/05/2017,Tuesday,25,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,25,SE
2017-05-27,2017-05-31T00:00:00+08:00,31/05/2017,Wednesday,25,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,25,S
2017-05-28,2017-05-29T00:00:00+08:00,29/05/2017,Monday,24,32,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,25,SSE
2017-05-28,2017-05-30T00:00:00+08:00,30/05/2017,Tuesday,25,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,25,SE
2017-05-28,2017-05-31T00:00:00+08:00,31/05/2017,Wednesday,24,31,60,95,Morning thundery showers.,Thundery Showers,10,25,S
2017-05-28,2017-06-01T00:00:00+08:00,01/06/2017,Thursday,25,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,25,SSW
2017-05-29,2017-05-30T00:00:00+08:00,30/05/2017,Tuesday,25,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,25,SSE
2017-05-29,2017-05-31T00:00:00+08:00,31/05/2017,Wednesday,24,32,65,95,Morning thundery showers.,Thundery Showers,10,25,SSW
2017-05-29,2017-06-01T00:00:00+08:00,01/06/2017,Thursday,25,33,60,95,Morning thundery showers.,Thundery Showers,15,25,SW
2017-05-29,2017-06-02T00:00:00+08:00,02/06/2017,Friday,25,34,60,95,Partly cloudy.,Partly Cloudy (Day),15,25,S
2017-05-30,2017-05-31T00:00:00+08:00,31/05/2017,Wednesday,24,31,60,95,Predawn hours and early morning thundery showers.,Thundery Showers,10,25,SSW
2017-05-30,2017-06-01T00:00:00+08:00,01/06/2017,Thursday,25,33,60,95,Partly cloudy.,Partly Cloudy (Day),10,25,SSW
2017-05-30,2017-06-02T00:00:00+08:00,02/06/2017,Friday,25,34,55,95,Partly cloudy.,Partly Cloudy (Day),15,25,S
2017-05-30,2017-06-03T00:00:00+08:00,03/06/2017,Saturday,25,34,50,95,Fair.,Fair (Day),15,25,S
2017-05-31,2017-06-01T00:00:00+08:00,01/06/2017,Thursday,25,34,65,95,Partly Cloudy,Partly Cloudy (Day),10,15,SSW
2017-05-31,2017-06-02T00:00:00+08:00,02/06/2017,Friday,25,34,65,95,Partly Cloudy,Partly Cloudy (Day),15,25,S
2017-05-31,2017-06-03T00:00:00+08:00,03/06/2017,Saturday,25,35,65,95,Fair,Fair (Day),15,25,S
2017-05-31,2017-06-04T00:00:00+08:00,04/06/2017,Sunday,25,35,65,95,Fair,Fair (Day),15,25,SSW
2017-06-01,2017-06-02T00:00:00+08:00,02/06/2017,Friday,26,34,55,95,Partly cloudy.,Partly Cloudy (Day),15,25,S
2017-06-01,2017-06-03T00:00:00+08:00,03/06/2017,Saturday,26,35,50,90,Fair and warm.,Fair & Warm,15,25,S
2017-06-01,2017-06-04T00:00:00+08:00,04/06/2017,Sunday,26,35,50,90,Fair and warm.,Fair & Warm,15,25,S
2017-06-01,2017-06-05T00:00:00+08:00,05/06/2017,Monday,25,34,55,95,Partly cloudy.,Partly Cloudy (Day),15,25,SSW
2017-06-02,2017-06-03T00:00:00+08:00,03/06/2017,Saturday,25,35,55,90,Fair and warm,Fair & Warm,15,25,S
2017-06-02,2017-06-04T00:00:00+08:00,04/06/2017,Sunday,25,35,55,90,Fair and warm,Fair & Warm,15,25,SSW
2017-06-02,2017-06-05T00:00:00+08:00,05/06/2017,Monday,25,34,55,90,Fair,Fair (Day),15,25,SSW
2017-06-02,2017-06-06T00:00:00+08:00,06/06/2017,Tuesday,25,34,60,95,Partly Cloudy,Partly Cloudy (Day),10,25,SW
2017-06-03,2017-06-04T00:00:00+08:00,04/06/2017,Sunday,25,35,55,90,Fair and warm.,Fair & Warm,15,25,S
2017-06-03,2017-06-05T00:00:00+08:00,05/06/2017,Monday,25,34,55,90,Fair.,Fair (Day),15,25,SSW
2017-06-03,2017-06-06T00:00:00+08:00,06/06/2017,Tuesday,25,34,60,90,Partly Cloudy.,Partly Cloudy (Day),15,25,SW
2017-06-03,2017-06-07T00:00:00+08:00,07/06/2017,Wednesday,25,34,60,95,Partly Cloudy.,Partly Cloudy (Day),10,25,S
2017-06-04,2017-06-05T00:00:00+08:00,05/06/2017,Monday,26,35,50,90,Fair and warm.,Fair & Warm,10,25,S
2017-06-04,2017-06-06T00:00:00+08:00,06/06/2017,Tuesday,26,35,50,90,Fair and warm.,Fair & Warm,10,20,SSW
2017-06-04,2017-06-07T00:00:00+08:00,07/06/2017,Wednesday,26,34,60,95,Late afternoon showers.,Showers,5,15,SSE
2017-06-04,2017-06-08T00:00:00+08:00,08/06/2017,Thursday,26,34,60,95,Afternoon showers.,Showers,5,15,SE
2017-06-05,2017-06-06T00:00:00+08:00,06/06/2017,Tuesday,26,34,55,90,Late morning showers.,Showers,10,25,S
2017-06-05,2017-06-07T00:00:00+08:00,07/06/2017,Wednesday,26,34,55,95,Late morning and early afternoon showers.,Showers,10,15,SSE
2017-06-05,2017-06-08T00:00:00+08:00,08/06/2017,Thursday,26,34,60,95,Afternoon thundery showers.,Thundery Showers,5,15,SSE
2017-06-05,2017-06-09T00:00:00+08:00,09/06/2017,Friday,26,34,60,95,Afternoon thundery showers.,Thundery Showers,10,15,SSE
2017-06-06,2017-06-07T00:00:00+08:00,07/06/2017,Wednesday,26,34,60,95,Afternoon showers.,Showers,10,15,S
2017-06-06,2017-06-08T00:00:00+08:00,08/06/2017,Thursday,25,33,60,95,Afternoon thundery showers.,Thundery Showers,5,10,SE
2017-06-06,2017-06-09T00:00:00+08:00,09/06/2017,Friday,25,33,60,95,Afternoon thundery showers.,Thundery Showers,5,15,SE
2017-06-06,2017-06-10T00:00:00+08:00,10/06/2017,Saturday,25,33,60,95,Afternoon thundery showers.,Thundery Showers,5,15,S
2017-06-07,2017-06-08T00:00:00+08:00,08/06/2017,Thursday,26,34,55,95,Late afternoon showers.,Showers,5,15,SE
2017-06-07,2017-06-09T00:00:00+08:00,09/06/2017,Friday,26,34,55,95,Afternoon thundery showers.,Thundery Showers,5,15,SE
2017-06-07,2017-06-10T00:00:00+08:00,10/06/2017,Saturday,26,34,55,95,Afternoon thundery showers.,Thundery Showers,5,15,SSE
2017-06-07,2017-06-11T00:00:00+08:00,11/06/2017,Sunday,25,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,5,15,SW
2017-06-08,2017-06-09T00:00:00+08:00,09/06/2017,Friday,26,34,65,95,Afternoon thundery showers,Thundery Showers,10,15,SE
2017-06-08,2017-06-10T00:00:00+08:00,10/06/2017,Saturday,25,34,65,95,Late morning and early afternoon thundery showers,Thundery Showers,10,15,SE
2017-06-08,2017-06-11T00:00:00+08:00,11/06/2017,Sunday,24,33,65,95,Late morning and early afternoon thundery showers,Thundery Showers,5,15,VARIABLE
2017-06-08,2017-06-12T00:00:00+08:00,12/06/2017,Monday,25,34,65,95,Afternoon thundery showers,Thundery Showers,10,15,SSW
2017-06-09,2017-06-10T00:00:00+08:00,10/06/2017,Saturday,25,34,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,20,SSE
2017-06-09,2017-06-11T00:00:00+08:00,11/06/2017,Sunday,25,33,60,95,Morning thundery showers,Thundery Showers,5,15,SSW
2017-06-09,2017-06-12T00:00:00+08:00,12/06/2017,Monday,25,34,60,95,Afternoon showers,Showers,5,15,SSW
2017-06-09,2017-06-13T00:00:00+08:00,13/06/2017,Tuesday,25,34,60,95,Afternoon thundery showers,Thundery Showers,10,15,SSW
2017-06-10,2017-06-11T00:00:00+08:00,11/06/2017,Sunday,24,34,60,95,Afternoon thundery showers.,Thundery Showers,10,20,S
2017-06-10,2017-06-12T00:00:00+08:00,12/06/2017,Monday,25,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,SSW
2017-06-10,2017-06-13T00:00:00+08:00,13/06/2017,Tuesday,24,34,60,95,Afternoon thundery showers.,Thundery Showers,10,15,S
2017-06-10,2017-06-14T00:00:00+08:00,14/06/2017,Wednesday,24,34,60,95,Afternoon thundery showers.,Thundery Showers,10,15,SSE
2017-06-11,2017-06-12T00:00:00+08:00,12/06/2017,Monday,26,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,15,SSW
2017-06-11,2017-06-13T00:00:00+08:00,13/06/2017,Tuesday,26,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,S
2017-06-11,2017-06-14T00:00:00+08:00,14/06/2017,Wednesday,26,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,SSE
2017-06-11,2017-06-15T00:00:00+08:00,15/06/2017,Thursday,26,34,55,95,Afternoon thundery showers.,Thundery Showers,10,15,S
2017-06-12,2017-06-13T00:00:00+08:00,13/06/2017,Tuesday,25,34,60,95,Afternoon thundery showers.,Thundery Showers,10,20,SSE
2017-06-12,2017-06-14T00:00:00+08:00,14/06/2017,Wednesday,24,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,SSE
2017-06-12,2017-06-15T00:00:00+08:00,15/06/2017,Thursday,25,34,60,95,Afternoon thundery showers.,Thundery Showers,5,15,SE
2017-06-12,2017-06-16T00:00:00+08:00,16/06/2017,Friday,25,34,60,95,Afternoon thundery showers.,Thundery Showers,5,15,SSE
2017-06-13,2017-06-14T00:00:00+08:00,14/06/2017,Wednesday,25,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,SSE
2017-06-13,2017-06-15T00:00:00+08:00,15/06/2017,Thursday,26,34,55,95,Afternoon thundery showers.,Thundery Showers,5,15,SE
2017-06-13,2017-06-16T00:00:00+08:00,16/06/2017,Friday,26,34,55,95,Afternoon thundery showers.,Thundery Showers,5,15,VARIABLE
2017-06-13,2017-06-17T00:00:00+08:00,17/06/2017,Saturday,26,34,55,95,Afternoon thundery showers.,Thundery Showers,5,20,S
2017-06-14,2017-06-15T00:00:00+08:00,15/06/2017,Thursday,26,34,55,95,Afternoon thundery showers.,Thundery Showers,10,20,SE
2017-06-14,2017-06-16T00:00:00+08:00,16/06/2017,Friday,25,34,55,95,Afternoon thundery showers.,Thundery Showers,5,15,VARIABLE
2017-06-14,2017-06-17T00:00:00+08:00,17/06/2017,Saturday,26,34,55,95,Afternoon thundery showers.,Thundery Showers,10,20,SSE
2017-06-14,2017-06-18T00:00:00+08:00,18/06/2017,Sunday,25,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,25,SW
2017-06-15,2017-06-16T00:00:00+08:00,16/06/2017,Friday,26,34,55,95,Afternoon thundery showers.,Thundery Showers,5,15,VARIABLE
2017-06-15,2017-06-17T00:00:00+08:00,17/06/2017,Saturday,26,34,55,95,Afternoon thundery showers.,Thundery Showers,10,20,S
2017-06-15,2017-06-18T00:00:00+08:00,18/06/2017,Sunday,24,33,60,95,Morning thundery showers.,Thundery Showers,10,25,SW
2017-06-15,2017-06-19T00:00:00+08:00,19/06/2017,Monday,25,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,25,SW
2017-06-16,2017-06-17T00:00:00+08:00,17/06/2017,Saturday,25,34,55,95,Afternoon thundery showers.,Thundery Showers,10,15,SE
2017-06-16,2017-06-18T00:00:00+08:00,18/06/2017,Sunday,24,33,60,95,Morning thundery showers.,Thundery Showers,10,25,SW
2017-06-16,2017-06-19T00:00:00+08:00,19/06/2017,Monday,25,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,25,SW
2017-06-16,2017-06-20T00:00:00+08:00,20/06/2017,Tuesday,26,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,25,S
2017-06-17,2017-06-18T00:00:00+08:00,18/06/2017,Sunday,24,32,60,95,Morning thundery showers.,Thundery Showers,10,25,SW
2017-06-17,2017-06-19T00:00:00+08:00,19/06/2017,Monday,25,33,55,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,S
2017-06-17,2017-06-20T00:00:00+08:00,20/06/2017,Tuesday,25,34,55,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,15,S
2017-06-17,2017-06-21T00:00:00+08:00,21/06/2017,Wednesday,26,34,55,95,Afternoon thundery showers.,Thundery Showers,10,20,S
2017-06-18,2017-06-19T00:00:00+08:00,19/06/2017,Monday,25,33,55,95,Late morning and early afternoon thundery showers,Thundery Showers,10,25,SSW
2017-06-18,2017-06-20T00:00:00+08:00,20/06/2017,Tuesday,26,33,55,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,S
2017-06-18,2017-06-21T00:00:00+08:00,21/06/2017,Wednesday,26,34,55,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,15,SW
2017-06-18,2017-06-22T00:00:00+08:00,22/06/2017,Thursday,26,34,55,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,SW
2017-06-19,2017-06-20T00:00:00+08:00,20/06/2017,Tuesday,26,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,15,S
2017-06-19,2017-06-21T00:00:00+08:00,21/06/2017,Wednesday,25,33,55,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,SSW
2017-06-19,2017-06-22T00:00:00+08:00,22/06/2017,Thursday,25,33,55,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,SSW
2017-06-19,2017-06-23T00:00:00+08:00,23/06/2017,Friday,25,34,55,95,Afternoon thundery showers.,Thundery Showers,10,15,SSW
2017-06-20,2017-06-21T00:00:00+08:00,21/06/2017,Wednesday,25,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,SSW
2017-06-20,2017-06-22T00:00:00+08:00,22/06/2017,Thursday,25,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,S
2017-06-20,2017-06-23T00:00:00+08:00,23/06/2017,Friday,25,34,55,95,Afternoon thundery showers.,Thundery Showers,10,15,S
2017-06-20,2017-06-24T00:00:00+08:00,24/06/2017,Saturday,25,34,55,95,Afternoon thundery showers.,Thundery Showers,10,15,S
2017-06-21,2017-06-22T00:00:00+08:00,22/06/2017,Thursday,25,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,S
2017-06-21,2017-06-23T00:00:00+08:00,23/06/2017,Friday,25,33,55,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,15,S
2017-06-21,2017-06-24T00:00:00+08:00,24/06/2017,Saturday,25,34,55,95,Afternoon thundery showers.,Thundery Showers,10,15,S
2017-06-21,2017-06-25T00:00:00+08:00,25/06/2017,Sunday,25,34,55,95,Afternoon thundery showers.,Thundery Showers,10,15,S
2017-06-22,2017-06-23T00:00:00+08:00,23/06/2017,Friday,25,33,60,95,Late morning and early afternoon thundery showers.,Thundery Showers,10,20,SSW
