Date,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
1/2/2017,11.2,29.2,20.4,35.6,28.9,32.3,23.8,5.5,28.4
2/2/2017,75,5.6,7.2,41.4,29,31.7,24.5,5,25.6
3/2/2017,22.8,0.2,1,3.8,28.9,33.4,27.4,6.1,32.8
4/2/2017,0.8,0.2,5.8,17.4,28.9,31.4,24.9,5,35.6
5/2/2017,4.8,7.8,4,5,25.9,33.8,24.8,4.4,28.1
6/2/2017,1.4,1,36.4,10,29.5,30,26.2,5,25.6
7/2/2017,0.2,0.2,16.6,3.4,27.8,32.4,27.4,4.7,25.6
8/2/2017,24.8,10.2,15,18.6,0,0,0,6.7,22.7
9/2/2017,3.5,0.8,19.2,12.2,26.6,33.2,25.7,6.5,28.4
10/2/2017,18.2,0.4,0.6,0.2,30.3,32.7,24.5,4,23
11/2/2017,0.2,0.2,0.2,0.2,0,0,0,4.8,21.3
12/2/2017,1.6,1.2,1.2,1.2,0,0,0,6.3,30.9
13/2/2017,16.8,11,1,6,28.1,32.6,24.3,5.8,32
14/2/2017,35.8,0.2,4.4,9,28.4,33.5,26.6,6.5,21.3
15/2/2017,26.2,0.8,3.2,7,28.7,32.2,24.3,4.7,50.4
16/2/2017,24.6,25.2,0.2,0.8,28.2,31.8,27.3,4.3,25.9
17/2/2017,2.4,0.8,1,2.4,27.2,33.2,23.6,9.7,24.1
18/2/2017,6.2,0.8,0.2,2.4,28.8,30.4,26.5,3.7,27
19/2/2017,18,12,5.4,39,28.1,28.2,23.8,6.5,30.2
20/2/2017,1.8,2.6,20.8,19.5,29.3,31.9,23.7,7.2,53.7
21/2/2017,0.6,1.4,1.2,8.6,29.4,30.7,25.3,5.8,44.6
22/2/2017,33.8,1.2,16.8,13,28.2,31.7,25.3,4.7,25.9
23/2/2017,1.6,0.4,35.8,0.4,29.1,31.3,26.6,5.4,26.6
24/2/2017,3.4,0.6,2.2,3.4,28.5,31.6,27.8,9,36.4
25/2/2017,1.5,28.4,5.4,100.6,27.8,28.7,27.2,4.5,36
26/2/2017,8.6,1.8,16.6,8.4,27.2,32,27,5.8,26.3
27/2/2017,8.4,5.5,2.4,7.2,25.9,30.7,25.8,4.8,22.6
28/2/2017,2.4,0.2,2.8,0.6,29.7,31.6,25.6,5.2,33.1
1/3/2017,1.4,8.4,77.2,0.8,29.3,31.9,27.5,6.1,22.7
2/3/2017,0.2,1.6,5.4,0.2,30.1,32.2,26.8,5,34.6
3/3/2017,15.6,35.2,0.8,24.4,27.1,32.5,28.1,4.6,33.9
4/3/2017,0.2,5.8,11.2,39.4,27.5,32.4,26.4,4.6,37.8
5/3/2017,2.4,0.2,0.4,59.6,29.1,30.5,26.5,4.1,35.6
6/3/2017,0.6,4,0.4,42,27.5,32.4,26.8,7.2,27.4
7/3/2017,62.2,10.6,0.2,30.6,27.2,32.3,27.1,6.1,21.6
8/3/2017,8.2,0.4,35.6,0.6,29.1,32.9,26.3,7.7,22
9/3/2017,23.8,6.6,7.6,5.4,28.3,32,27.4,6.6,29.2
10/3/2017,8.4,10.6,2,1,26.9,31.5,23.1,6.1,21.6
11/3/2017,2.2,0.4,10,34.4,29,32.4,27.3,5.3,26.6
12/3/2017,5,5,1.4,9.4,30.1,32.8,24,5.1,24.4
13/3/2017,26.2,0.2,23.8,0.2,29.1,31.6,25.8,4.5,25.9
14/3/2017,8.2,0.2,3.4,11.6,27.7,28,27.7,5.2,26.3
15/3/2017,3,3.6,6,2.6,29.8,32,23.9,5,31.7
16/3/2017,6,19.4,0.4,0.6,28.6,30.2,22.1,5.5,32
17/3/2017,8.4,20.8,5.2,0.2,28.1,32.5,23.3,4.1,52.6
18/3/2017,0.8,3.2,3.8,1,29.2,33.5,23.5,5,31.3
19/3/2017,29,0.4,2.6,2.2,29.2,32.7,26.9,5,30.6
20/3/2017,19.4,0.2,66.2,1.2,28.6,30.4,25.2,5.4,25.2
21/3/2017,1.4,0.8,7.2,1.2,29.3,33.1,27,4.2,20.2
22/3/2017,7.4,4.6,4,10.4,28.6,33.5,27,6.5,24.8
23/3/2017,11.8,0.8,5.6,4,29.8,29.7,26.3,4.3,25.9
24/3/2017,23.8,0.6,6.6,1.2,28.2,30.9,22.4,4.5,28.4
25/3/2017,24.6,0.6,2.6,1.8,29.6,33.5,28.3,5.3,33.9
26/3/2017,0.2,5,14.2,32.2,27.7,30.2,22.9,6.8,22
27/3/2017,96,3.6,35,2.6,27.8,30.4,25.1,3.6,30.2
28/3/2017,12,10.2,1.2,12.8,23,32.5,24.1,7.6,17.6
29/3/2017,2.2,13.2,7.8,14,29.6,32.4,26.7,5.7,41.4
30/3/2017,0.6,2,2,1.4,30.3,31.8,26.9,4.7,30.2
31/3/2017,0.2,2.2,2.2,3.2,28.7,32.8,27.8,6.4,22
1/4/2017,12.4,22.4,0.4,8.4,28.8,32.8,27.3,6.1,20.2
2/4/2017,6.4,10.4,5.8,5.6,28.7,29.1,27.2,5.4,30.6
3/4/2017,0.4,0.6,9,3.2,30.2,32.1,26.8,6.8,31.3
4/4/2017,3.2,1.2,1.6,2.6,0,0,0,7.6,30.6
5/4/2017,0,0,0,0,29.2,32.1,26.7,4.7,28.1
6/4/2017,0,0,0,0,29.5,32.8,27.7,3.5,25.6
7/4/2017,0,0,0,0,28.4,32.4,24.1,7.9,29.2
8/4/2017,0,0,0,0,27.4,28.4,25.4,4.9,21.3
9/4/2017,0,0,0,0,28.3,31.3,25.8,5.8,29.5
10/4/2017,0,0,0,0,27.5,29.1,25.5,6.1,25.6
11/4/2017,0,0,0,0,29,32,26.9,4,24.8
12/4/2017,10.4,3.8,5.6,7.8,28.1,31.4,24.6,7.2,23.4
13/4/2017,10.6,10,10.2,10.2,27.1,29.2,24,4.9,19.8
14/4/2017,2.8,1.4,1.8,2,27.6,30.9,25.8,7.2,25.6
15/4/2017,47.2,18.6,25.6,34.2,27.1,32.2,25.1,5.1,20.9
16/4/2017,0.2,0.2,0.2,0.2,28.4,32,25.4,5.1,30.9
17/4/2017,0,0,0,0,29,32.6,27.4,5.1,21.7
18/4/2017,46.8,31.4,37.2,42.6,26.9,31.3,23.4,7.2,25.6
19/4/2017,0,0,0,0,28,31.4,24.4,9,36.7
20/4/2017,0,0,0,0,28.5,31.2,26.7,4.7,29.2
21/4/2017,62.2,32.2,51.8,59.6,27.9,31.6,23.2,6.8,25.9
22/4/2017,0.2,0.2,0.2,0.2,28.7,30.9,27.3,5.4,25.6
23/4/2017,0,0,0,0,28.9,31.7,27,4,23.4
24/4/2017,0.2,0.2,0.2,0.2,28.2,30.9,26.4,3.5,37.8
25/4/2017,28.4,10,17.6,18.6,26.9,30.7,24.4,6.1,28.8
26/4/2017,30.4,26,30.4,30.4,27.1,29.1,24.1,4.3,42
27/4/2017,40.2,15.8,17.4,25.8,27.4,31.1,23.9,4,26.7
28/4/2017,12.2,6.6,7.4,7.4,27.5,30.6,23.1,5,43.6
29/4/2017,8.2,6.8,7,7,27.4,28.7,24.6,5.3,24.1
30/4/2017,0,0,0,0,28.6,33.4,26.9,4.6,26.3
1/5/2017,0,0,0,0,28.9,31.8,27,4.4,28.5
2/5/2017,46,27.6,43,46,27.8,30.3,24.2,4.7,18.4
3/5/2017,0.6,0.4,0.6,0.6,28.8,32.1,27.1,6.5,39.6
4/5/2017,0.4,0.4,0.4,0.4,28.7,30.9,27.3,4.7,20.9
5/5/2017,0,0,0,0,29,31.6,26.8,7.9,32
6/5/2017,22.6,20.6,22,22.2,28,30.2,23.4,6.5,32.8
7/5/2017,0.2,0.2,0.2,0.2,28.3,30.2,26.5,5,21.6
8/5/2017,0,0,0,0,28.5,31,25.9,8.3,39.3
9/5/2017,0,0,0,0,29.4,32.5,27.4,6.8,32
10/5/2017,1.4,0.4,0.6,1,27.8,29.9,26.1,6.7,19.4
11/5/2017,21.2,17.4,20.8,21.2,27.9,30.5,24.3,6.1,31
12/5/2017,84.4,24.6,30.8,48.8,27.6,30.3,24.3,3.8,22.4
13/5/2017,0,0,0,0,28.7,31.1,27.1,6.5,32
14/5/2017,0,0,0,0,29.2,32.7,27.1,4.4,25.2
15/5/2017,4.6,1.6,2.2,2.4,28,31,26.6,4.8,30.2
16/5/2017,3.4,3.2,3.2,3.4,28.4,31.2,26.9,4.3,36.3
17/5/2017,0,0,0,0,29.8,33.4,27.5,6.1,21.6
18/5/2017,2,1.4,1.8,2,28.9,32.3,26.1,8.3,34.6
19/5/2017,0,0,0,0,28.9,31.4,27.5,6.5,27.7
20/5/2017,0,0,0,0,29.5,32,28.2,3.2,20.5
21/5/2017,6,2,3.2,5.6,28.1,32.2,25.2,4.3,24.1
22/5/2017,7.4,4.6,6.2,6.6,28.2,31.4,24.9,5.9,27.8
23/5/2017,0,0,0,0,29.3,32.6,26.9,6.1,21.3
24/5/2017,32.6,14.4,22.6,27.4,26.4,29.2,23.8,5.6,25.9
25/5/2017,0,0,0,0,28.1,32.9,25.8,7,25.6
26/5/2017,27.8,10.2,14.2,17.8,27.2,30.5,24.8,5.6,24.8
27/5/2017,22.8,0.4,4.2,2.4,26.6,31.9,23.5,3.7,25.6
28/5/2017,1,1.2,4.2,20.4,28.5,30.8,26.6,5.5,27.8
29/5/2017,3,4,0.6,6.6,29.5,33.9,27.2,5.7,22.6
30/5/2017,13.8,7.2,8.2,8.6,26.9,29.2,24.2,4.7,25.9
31/5/2017,40.4,13.6,1.3,3,26.5,29.9,24.2,3.2,27.7
1/6/2017,2.8,0.8,10.4,24.4,28.8,33.2,24.3,4.7,31.3
2/6/2017,0.2,4.6,0.6,4.2,28.4,31.5,24.3,4.7,33.9
3/6/2017,12.2,0.6,0.2,26.6,27.9,33.5,27.4,5.7,21.7
4/6/2017,0,0,0,0,29.8,33,27.8,5,26.7
5/6/2017,0,0,0,0,0,32.9,27.9,5.5,18.3
6/6/2017,0,0,0,0,29.6,32.9,27.8,5.4,18
7/6/2017,0,0,0,0,29.7,33.1,27.6,3.7,25.6
8/6/2017,0,0,0,0,29.5,33.1,28,5.5,23.3
9/6/2017,0,0,0,0,29.6,32.9,27.6,4.4,28.9
10/6/2017,8.4,4.8,0.4,22.4,29.7,32.9,27.8,6.5,27
11/6/2017,4,11.2,1.6,0.2,26.2,34.1,26.2,5.4,24.5
12/6/2017,0.4,1.6,1,23.8,29.3,33.3,26.9,4.3,19.8
13/6/2017,9.4,5.2,5.2,9.4,0,0,0,6.5,31
14/6/2017,41,27.2,36.2,41,27.7,30.8,23,4.9,27.8
15/6/2017,23.8,32.8,7,9.8,28,33.7,27.2,6.2,22.7
16/6/2017,21,4.8,2.4,0.2,27.8,30.3,28.8,5.8,30.6
17/6/2017,10.2,6.2,0.2,64.6,28.8,33.1,28.1,5.7,26.3
18/6/2017,21,7.2,10.6,10.6,0,0,0,3.7,47.2
19/6/2017,0.2,0.2,0.2,0.2,28.1,31.1,26.1,7.6,42.5
20/6/2017,0,0,0,0,0,31.9,26.5,5.4,20.5
21/6/2017,0,0,0,0,28.6,31.2,27.6,5.8,23
22/6/2017,0,0,0,0,28.8,31,27.3,6.8,29.8
23/6/2017,1,0.6,0.6,0.6,27.1,29.3,24.5,5.9,24.1
24/6/2017,0,0,0,0,28.6,30.9,27.2,6,27.4
25/6/2017,36.8,24.4,29.6,29.6,27,29.5,23.6,8.6,29.2
26/6/2017,3.4,3.2,3.2,3.2,28.2,31.7,24.8,6.5,27
27/6/2017,2.4,1,1.4,2.2,26.4,27.9,24.6,5.7,22.6
28/6/2017,7,6.6,7,7,0,0,0,6.5,22
29/6/2017,28.6,6.8,57.2,7.6,28.4,30.2,24.1,4,17.6
30/6/2017,43.8,27.6,15,0.4,29.3,32.9,28.6,7.9,40.7
1/7/2017,0.4,0.8,2.8,19.2,26.5,32,25.2,4.7,39.3
2/7/2017,18.2,0.8,0.6,1.6,29,33.5,28.4,7.1,27
3/7/2017,0.2,26.4,7.4,2,27.6,33.6,24.6,4.2,38.9
4/7/2017,0.2,3.4,16,9.2,29.1,28.8,24.5,5.5,28.8
5/7/2017,4.4,2.8,3.4,4,27.4,30.9,25.7,6.8,28.4
6/7/2017,0,0,0,0,27.7,29.9,26.1,6.1,25.2
7/7/2017,0,0,0,0,28.4,31.9,26,5,39.6
8/7/2017,6,5.8,6,6,27.9,29.8,24.8,5.7,23.7
9/7/2017,0.4,0.2,0.4,0.4,27.3,29.3,24.7,5.4,21.7
10/7/2017,0,0,0,0,28.5,31.7,26.2,3.5,24.1
11/7/2017,4,2.8,3.6,4,27.8,29.6,25.2,4.7,30.2
12/7/2017,8.6,2.8,4.4,6.2,26.2,27.9,23.5,5.8,27
13/7/2017,6.2,5.4,5.6,6,27.4,29.8,24.1,8.8,41.1
14/7/2017,72,21.8,29,41.4,25.9,28.6,23,6,21.3
15/7/2017,17,14,16.8,17,27.3,29.9,23.1,5,22.4
16/7/2017,0,0,0,0,28.4,31.3,27,5.7,27.4
17/7/2017,0,0,0,0,28.7,31.9,26.9,5.3,26.7
18/7/2017,0,0,0,0,28.3,30.9,26.7,4.6,27
19/7/2017,0,0,0,0,28.3,31.7,26.3,4.2,50
20/7/2017,0,0,0,0,28.4,31,26.5,5.5,22
21/7/2017,0,0,0,0,28.9,32.1,27,7.8,24.1
22/7/2017,0,0,0,0,29.1,32.6,27.2,4.6,21.3
23/7/2017,0,0,0,0,29.1,32.9,26.9,6.2,45.7
24/7/2017,0,0,0,0,29,32.2,26.9,8.3,26.6
25/7/2017,0,0,0,0,29.1,32.5,27.1,6.6,22.4
26/7/2017,13.2,12.4,13.2,13.2,28.1,30.5,23.1,6.8,22.3
27/7/2017,0,0,0,0,28.9,32,26.9,6.5,26.3
28/7/2017,0,0,0,0,29.3,32.7,27.3,7.4,25.6
29/7/2017,0,0,0,0,29.1,31.7,27.3,8.6,25.6
30/7/2017,0,0,0,0,29.1,32.6,27.4,6.4,23.3
31/7/2017,0,0,0,0,29.1,32.2,27.1,7.9,24.1
1/8/2017,0.2,0.2,0.2,0.2,29.1,32.2,27.3,7.2,40
2/8/2017,0,0,0,0,29.2,31.9,27.7,10.1,29.5
3/8/2017,0,0,0,0,29,32.2,27,8.6,31.7
4/8/2017,0,0,0,0,29,32.3,26.8,8.6,25.9
5/8/2017,0,0,0,0,29.3,32.7,27.5,9.7,29.5
6/8/2017,23.4,19.2,19.2,23.4,28.4,32.5,25,6.8,37.1
7/8/2017,1.2,1.2,1.2,1.2,28,29.6,25.9,6.8,37.4
8/8/2017,6.4,6.2,6.4,6.4,27.3,29.3,25.3,5.8,32.4
9/8/2017,1,0.6,0.6,0.6,27.4,29.9,24.8,7.2,31.3
10/8/2017,0.4,0.4,0.4,0.4,28.2,31.1,26.5,4.7,25.2
11/8/2017,16.8,8.8,11.2,11.4,26.8,29.4,24.2,4.7,33.5
12/8/2017,0.2,0.2,0.2,0.2,26.6,29.3,24,4.7,30.6
13/8/2017,0,0,0,0,27.1,28.3,26.4,5.8,22.3
14/8/2017,0,0,0,0,28.2,31.4,26.1,6.5,28.1
15/8/2017,2,1.8,1.8,2,27.2,29.7,23.9,5,40.3
16/8/2017,0,0,0,0,28,31.1,26.2,5.4,26.3
17/8/2017,47.8,23,37,40.4,26.9,32.5,23.4,6.8,39.6
18/8/2017,0.2,0.2,0.2,0.2,27.9,32.1,24.9,6.5,25.6
19/8/2017,2.2,2.2,2.2,2.2,28.1,31.5,25.4,6.8,31
20/8/2017,33,19.4,27.6,33,28.1,30.8,25,7.2,32.4
21/8/2017,0.2,0.2,0.2,0.2,28.6,31.4,26.8,6.5,34.6
22/8/2017,0,0,0,0,27.3,28.8,25.7,7.6,28.4
23/8/2017,0,0,0,0,28.8,31.9,27,6.8,24.5
24/8/2017,0,0,0,0,28.6,31.6,27,7.2,31.7
25/8/2017,0.6,0.4,0.4,0.6,28,30.8,25.9,6.8,23
26/8/2017,0,0,0,0,28.4,31.2,27,6.8,30.2
27/8/2017,24.2,20.8,24,24.2,27.4,30.7,23.1,6.5,39.2
28/8/2017,1.6,1.6,1.6,1.6,28,30.5,26.9,5.4,26.3
29/8/2017,2.4,1,1.2,1.4,26.6,28.4,24.3,5,31
30/8/2017,2,2,2,2,27.9,31.7,25.9,4.7,21.2
31/8/2017,0,0,0,0,28.6,32.4,26.8,7.6,26.3
1/9/2017,3,1.8,3,3,28.5,31,25.7,7.9,27.4
2/9/2017,0,0,0,0,29,32.5,27.2,8.6,27
3/9/2017,0,0,0,0,28.7,31.5,27.2,10.1,34.2
4/9/2017,0,0,0,0,28.5,30.9,26.9,5.4,22.3
5/9/2017,3,2.2,3,3,28.6,31.7,25.4,6.5,44.6
6/9/2017,1.4,0.4,0.6,0.8,27,28.2,24.7,5,32
7/9/2017,0,0,0,0,28,31.1,25.8,5.4,23.8
8/9/2017,0,0,0,0,27.7,31.6,25.8,6.5,40.3
9/9/2017,3.8,3.6,3.8,3.8,27.8,30.9,24.2,4,39.6
10/9/2017,1.4,1.2,1.2,1.2,28.2,30.5,26.2,4.3,33.1
11/9/2017,14.2,6,6.2,7.4,27,29.1,23.8,4.3,25.2
12/9/2017,0,0,0,0,29.1,32.7,26.4,4.3,15.5
13/9/2017,0,0,0,0,29.2,32.9,27.4,7.2,23
14/9/2017,1.8,1,1.8,1.8,28.3,30.9,26.6,5,21.2
15/9/2017,24.6,17.4,21,24.2,27.6,29.7,23.7,4.7,27
16/9/2017,35.2,25.2,34.2,34.4,27.4,30,24.5,5.8,25.2
17/9/2017,11.6,11,11.2,11.2,28.2,32.5,24.6,7.6,34.2
18/9/2017,24.4,16,18,23.2,26.9,32,23.6,4.3,25.2
19/9/2017,0.8,0.8,0.8,0.8,26.9,29.6,25.3,4,22.3
20/9/2017,6.2,2.2,2.8,2.8,27,29.7,24,6.5,41
21/9/2017,5.4,1,1.6,2.8,26.8,30.3,23.9,5.4,40.3
22/9/2017,0,0,0,0,28.8,31.7,26.6,5.8,23.4
23/9/2017,0,0,0,0,28.6,31.2,27.2,6.8,25.2
24/9/2017,22,18.8,19.6,20.8,27.6,31,23.2,5.8,31.3
25/9/2017,0,0,0,0,28.9,31.4,27.2,5.8,20.9
26/9/2017,18,15.6,17.8,18,27.7,32.5,23.8,4.3,29.2
27/9/2017,0,0,0,0,27.7,30.2,25.7,4.7,26.6
28/9/2017,0,0,0,0,28.4,31.5,26.7,4.7,20.2
29/9/2017,11.4,9.4,11,11,27.7,30.4,24.1,5,39.2
30/9/2017,0,0,0,0,28,29.8,26.4,5.8,29.2
1/10/2017,1.8,0.6,1,1.2,27.4,29.5,26.4,5,35.3
2/10/2017,0,0,0,0,28.2,31.5,25.6,4.7,23
3/10/2017,0.2,0.2,0.2,0.2,27.9,30.9,26.4,4.3,24.1
4/10/2017,0,0,0,0,26.2,27.7,24.7,5.8,29.9
5/10/2017,0,0,0,0,27.6,31.2,25.1,5.4,19.1
6/10/2017,0,0,0,0,28.9,32.5,26.5,6.1,27
7/10/2017,13.8,12.8,13.2,13.2,28,31.8,24.9,4.7,32
8/10/2017,1.8,1.2,1.2,1.2,27.7,30.7,26.1,4.7,26.6
9/10/2017,2.6,1.6,1.6,1.6,28.2,31.7,25.9,5.4,37.1
10/10/2017,9.2,2.6,4.2,5.4,27.7,30.9,25,6.1,22.7
11/10/2017,1,0.6,0.6,0.8,28,32,24.1,6.1,36.7
12/10/2017,7.8,2,3.2,4,27,28.4,24.5,5,23.4
13/10/2017,0.8,0.4,0.4,0.4,27.3,31.6,24.6,5.8,21.6
14/10/2017,0,0,0,0,29.1,32.5,27.5,5,22.7
15/10/2017,0,0,0,0,29.4,32.1,26.9,5,22
16/10/2017,0,0,0,0,28.6,30.5,26.3,6.1,32.4
17/10/2017,0,0,0,0,29.5,32.8,27.5,5.8,19.4
18/10/2017,0,0,0,0,29.9,34.3,27.5,5.8,27
19/10/2017,0,0,0,0,29.8,32.5,27.8,5,21.2
20/10/2017,0,0,0,0,29.9,33.6,27.4,5,23.4
21/10/2017,0,0,0,0,29.6,33,27.9,5.4,24.8
22/10/2017,1,1,1,1,28.5,30.7,25.8,5.8,26.3
23/10/2017,19.4,13.6,18.8,19.4,28.6,30.9,24.4,4.3,24.5
24/10/2017,0,0,0,0,28.2,31,26.8,4,18.4
25/10/2017,0,0,0,0,28.7,34.9,26.1,4.3,20.9
26/10/2017,7.8,7.6,7.8,7.8,28.4,30.6,24.7,4.7,27
27/10/2017,1.4,1.4,1.4,1.4,28.1,30.1,26.5,4.3,19.4
28/10/2017,0,0,0,0,29.4,33.1,26.5,6.1,27
29/10/2017,0,0,0,0,28,30.5,27.1,4.7,22.3
30/10/2017,32.6,13.8,19.4,19.6,26.6,29.3,23.9,4.3,28.1
31/10/2017,7.6,6.2,6.2,7.6,26.6,30.8,23.8,4.7,29.5
1/11/2017,0,0,0,0,0,0,0,4,22.7
2/11/2017,0,0,0,0,0,0,0,4.7,27
3/11/2017,8.4,2.6,4.2,5,0,0,0,5.8,32
4/11/2017,4,1,1.2,1.4,0,0,0,5,27.7
5/11/2017,1,0.4,0.4,0.6,0,0,0,5.4,28.8
6/11/2017,28.2,8.4,13.4,19.2,0,0,0,4,36.7
7/11/2017,3,1.4,2.4,2.8,0,0,0,4,15.8
8/11/2017,9.2,6,6.2,6.2,0,0,0,7.2,27.7
9/11/2017,24.4,20.6,22.4,23.4,27.4,31.3,24.2,5.4,29.5
10/11/2017,3.4,2.2,2.6,3.2,26.6,30.9,24.9,4,20.9
11/11/2017,1,0.6,0.8,1,26.8,30.3,25.6,4,40.7
12/11/2017,29,12.2,15.6,18,27.9,31.5,25.3,4.7,24.8
13/11/2017,3.6,2,2.8,3.4,28.2,31.9,24.8,5.8,40
14/11/2017,45.4,19.2,27.8,32.6,26.1,28.3,23.4,5,29.9
15/11/2017,0,0,0,0,27.9,31.7,25.1,4.7,52.2
16/11/2017,0,0,0,0,28.8,31.9,26.5,5.8,22.3
17/11/2017,7,4.6,6,6,27.2,29.1,23.9,6.1,40.7
18/11/2017,10.4,6.4,7.2,7.4,28,32.4,25.3,4.3,22
19/11/2017,0,0,0,0,28.5,31.8,25.4,5.4,28.4
20/11/2017,8.2,4.4,4.4,4.4,27.8,30.5,24.9,4.7,32.4
21/11/2017,18.2,7,9,17.2,26.4,29,22.9,3.6,39.6
22/11/2017,35.8,32.8,35.8,35.8,27.3,32.3,22.7,4.3,37.8
23/11/2017,4.6,1.8,3.4,4.4,26.9,29.9,24.3,3.6,19.1
24/11/2017,12,11,11.6,11.8,26.6,30.7,24.1,5.4,27.7
25/11/2017,11,10,10.4,10.4,27.4,32,25.4,4.7,26.6
26/11/2017,16,16,16,16,27.1,31.4,24.2,4.3,28.4
27/11/2017,3.5,1.4,3.6,7.4,27.4,29.6,25.3,4.8,31
28/11/2017,41,5.2,3.8,1.4,27.7,31.2,26.3,5.2,27.4
29/11/2017,7.6,26.8,22.8,17.4,28.8,30.5,27,4.8,31.3
30/11/2017,13,11,11.6,12.6,0,31.4,24.3,11.9,40.7
1/12/2017,0,0,0,0,29.4,33.8,26,5.4,27.7
2/12/2017,0,0,0,0,29.4,33.1,26.1,4.7,19.4
3/12/2017,0,0,0,0,29.3,32.4,27.5,5,22.3
4/12/2017,0.2,0.2,0.2,0.2,28.5,31.6,27.1,3.6,24.5
5/12/2017,0,0,0,0,29.1,32.9,26.8,5.4,20.9
6/12/2017,0.2,0.2,0.2,0.2,28.8,32.9,25.9,5.4,23
7/12/2017,2.2,1,1.4,2,28,31.5,26.1,4.7,20.9
8/12/2017,0,0,0,0,27.9,31,26.1,6.8,28.4
9/12/2017,0,0,0,0,26.8,28.6,25.6,5,33.8
10/12/2017,0,0,0,0,28.2,33.6,25.6,5,25.6
11/12/2017,3.6,1.4,2.4,3.2,27.8,32.4,25.8,5,23.4
12/12/2017,38.8,15.2,17.8,19.8,26.3,31.6,24.1,3.6,28.1
13/12/2017,0.8,0.6,0.6,0.8,27.2,32.5,25.3,4.3,22.7
14/12/2017,0,0,0,0,28.2,32.3,26,4.7,25.6
15/12/2017,12.6,12.4,12.6,12.6,27.8,32.2,23.6,4.7,24.5
16/12/2017,13,13,13,13,27.6,31.5,24.4,4.7,31.7
17/12/2017,0,0,0,0,28.2,33.1,25.7,6.8,34.6
18/12/2017,0,0,0,0,28.3,31.8,26.3,6.5,31.7
19/12/2017,0,0,0,0,27.3,31.5,25.6,6.1,29.5
20/12/2017,0,0,0,0,27.8,31.5,25.6,6.5,33.5
21/12/2017,0,0,0,0,0,0,0,6.8,28.8
22/12/2017,26.8,25.4,25.6,25.6,0,0,0,6.8,33.8
23/12/2017,10,6.4,7.4,9,0,31.3,23.5,6.8,29.5
24/12/2017,0,0,0,0,27.1,29.5,25.8,6.8,23
25/12/2017,7,5.8,6.2,6.2,27.3,31.4,24.9,4.7,22
26/12/2017,3.8,3.6,3.6,3.8,27.6,31.2,24.5,4.7,29.9
27/12/2017,6.6,5.6,5.6,6.2,27.2,31.4,24.7,4.3,18.7
28/12/2017,0,0,0,0,27.9,32.1,26.1,5,23
29/12/2017,1.6,1.6,1.6,1.6,28.5,32.4,26.5,5.8,33.5
30/12/2017,18.8,7.4,10.2,14.8,27.1,29.5,24.5,5.4,29.5
31/12/2017,41.6,1,9,0.2,29.4,31.5,26,6.3,27.4
1/1/2018,2.8,7.6,30.4,2.2,27.3,33.4,27.5,6.8,28.8
2/1/2018,3.2,7,7.4,1,29.2,31.9,23.9,6.1,31.7
3/1/2018,1.4,1.4,1.4,1.4,0,0,0,4.7,16.9
4/1/2018,2.8,1.8,2.6,2.6,26.9,30.2,24.4,4.7,25.9
5/1/2018,15.8,12.4,15,15.6,26.5,29.4,23.6,3.6,20.5
6/1/2018,0,0,0,0,27.3,31.8,24.9,5.4,20.5
7/1/2018,1.2,1.2,1.2,1.2,27.4,31.5,25.2,6.5,23
8/1/2018,28.4,22,26.2,28.2,27.5,31.6,24.2,4.7,33.5
9/1/2018,35.4,24.8,28.6,29.4,27,32.2,23.3,4.7,32.8
10/1/2018,0.6,23,0.2,2.4,27.6,31.8,23.5,5,20.6
11/1/2018,3.2,1.6,4,17.8,27.3,30.5,24.2,5.4,29.2
12/1/2018,6.2,0.8,1.2,1.6,23.2,24.7,22.1,9,34.6
13/1/2018,12.2,1.2,1.8,2.8,23,23.8,22.5,7.2,29.2
14/1/2018,6.2,1.2,2,3.2,23.8,26.4,21.6,6.5,33.5
15/1/2018,0.4,0.4,0.4,0.4,25.3,28.2,23.1,6.1,28.4
16/1/2018,0,0,0,0,26.8,30.5,23.8,5.4,27
17/1/2018,0.8,0.6,0.6,0.6,27.4,32.5,25.1,5,26.3
18/1/2018,2.6,2.4,2.6,2.6,27.5,32.4,25.4,5.4,23.8
19/1/2018,1.4,1,1,1,27,31.1,24.9,4.7,21.6
20/1/2018,0,0,0,0,27,30.6,25.3,4.3,20.5
21/1/2018,0,0,0,0,28,32.6,25.5,5.4,25.6
22/1/2018,0,0,0,0,28.6,32.9,25.5,5,28.8
23/1/2018,10.4,10,10,10.4,27.3,31.6,24.6,4.7,39.2
24/1/2018,74,32,36.8,44.8,26.3,31.2,22.9,4.7,28.1
25/1/2018,0.4,0.2,0.2,0.4,26.9,31.1,24.1,5,19.8
26/1/2018,6.2,2.2,3.2,3.2,26.6,30.5,24.9,4,19.8
27/1/2018,0.2,0.2,0.2,0.2,27.6,31.6,25.2,4.7,19.1
28/1/2018,2.6,2.4,2.4,2.4,27.2,31.9,25.7,4.3,19.8
29/1/2018,0,0,0,0,28,32.3,25.1,6.1,25.6
30/1/2018,0,0,0,0,28.1,33.3,26,5.4,27.4
